FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
AZD094,HBAMC,4B013A,AT43,AZD,ESSA,ESNU,2020-02-11T00:00:00Z,2020-02-10T23:57:03Z,2020-02-11T01:23:57Z
BCS67Z,GNPTX,40761A,B734,BCS,EBBR,EGNX,2020-02-11T00:00:00Z,2020-02-10T23:55:00Z,2020-02-11T01:14:37Z
IGO011,VTIUC,800D57,A21N,IGO,VIDP,LTFM,2020-02-11T00:00:00Z,2020-02-11T00:18:18Z,2020-02-11T07:10:00Z
PEG16,N416EL,A4EAD9,GLF4,ZZZ,LHBP,CYHZ,2020-02-11T00:00:00Z,2020-02-11T00:13:31Z,2020-02-11T09:18:23Z
UAL999,N16009,A0F428,B78X,UAL,KEWR,EBBR,2020-02-11T00:00:00Z,2020-02-11T00:16:00Z,2020-02-11T06:33:49Z
DAL1,N831MH,AB5D2C,B764,DAL,KJFK,EGLL,2020-02-11T00:00:00Z,2020-02-10T23:39:00Z,2020-02-11T06:23:38Z
AAL740,N291AY,A2F948,A332,AAL,KPHL,LEMD,2020-02-11T00:00:00Z,2020-02-10T23:57:00Z,2020-02-11T07:03:13Z
LOG772,GLGNM,405409,SF34,LOG,EGPH,EGAA,2020-02-11T00:01:00Z,2020-02-10T23:57:00Z,2020-02-11T00:48:00Z
AVA016,N780AV,AA909A,B788,AVA,SKRG,LEMD,2020-02-11T00:03:00Z,2020-02-11T00:08:05Z,2020-02-11T09:05:16Z
UTN3231,URAZE,50840A,B738,UTN,UKLL,HESH,2020-02-11T00:05:00Z,2020-02-11T00:04:00Z,2020-02-11T03:25:35Z
UTN5735,URAZF,508421,B738,UTN,UKHH,HESH,2020-02-11T00:05:00Z,2020-02-11T00:11:00Z,2020-02-11T03:50:45Z
MEA209,ODMEB,748019,A332,MEA,OLBA,LFPG,2020-02-11T00:05:00Z,2020-02-11T00:17:00Z,2020-02-11T05:35:03Z
AUI374,URPSJ,508302,B739,AUI,OMDB,UKBB,2020-02-11T00:05:00Z,2020-02-11T00:27:00Z,2020-02-11T07:38:21Z
RYR76MN,EIDLJ,4CA2D6,B738,RYR,LIPE,EGPH,2020-02-11T00:05:00Z,2020-02-11T00:02:00Z,2020-02-11T03:13:16Z
MSA92C,EIGHB,NA,B734,MSA,LIPO,LICC,2020-02-11T00:05:00Z,2020-02-11T00:06:00Z,2020-02-11T01:31:35Z
KJD907,7TWIG,NA,IL76,ZZZ,DAAK,HAAB,2020-02-11T00:05:00Z,2020-02-10T23:54:00Z,2020-02-11T06:33:14Z
BCS192,LZCGR,451E2B,B734,BCS,EDDP,EDDK,2020-02-11T00:05:00Z,2020-02-11T00:03:00Z,2020-02-11T01:03:50Z
TVS4326,OMTSG,505E67,B738,TVS,UGTB,OAKB,2020-02-11T00:05:00Z,2020-02-11T00:03:00Z,2020-02-11T03:24:36Z
FIN6,OHLTU,461F0E,A333,FIN,KJFK,EFHK,2020-02-11T00:05:00Z,2020-02-10T23:44:00Z,2020-02-11T07:35:46Z
MTL565C,YLRAG,NA,SF34,MTL,LIME,LFOK,2020-02-11T00:05:00Z,2020-02-10T23:59:00Z,2020-02-11T02:45:33Z
RAM329,CNROW,NA,B763,RAM,GMMN,GABS,2020-02-11T00:05:00Z,2020-02-11T00:15:00Z,2020-02-11T03:13:55Z
PGT1B,TCNCD,4BB864,A20N,PGT,HEGN,LTFJ,2020-02-11T00:05:00Z,2020-02-11T00:05:00Z,2020-02-11T03:14:00Z
QTR8913,A7BFS,06A2E0,B77L,QTR,EBLG,OTHH,2020-02-11T00:05:00Z,2020-02-11T00:22:00Z,2020-02-11T05:46:34Z
CRL919,FHZEN,39E48D,A333,CRL,KMIA,LFPO,2020-02-11T00:05:00Z,2020-02-11T00:56:00Z,2020-02-11T09:20:27Z
THY3AR,TCJVI,NA,B738,THY,UWKD,LTFM,2020-02-11T00:05:00Z,2020-02-11T00:03:00Z,2020-02-11T03:39:00Z
FWI45P,FOFDF,3A1465,A332,FWI,TFFR,LFPO,2020-02-11T00:05:00Z,2020-02-11T00:16:00Z,2020-02-11T07:49:00Z
MEA571,ODMEC,748021,A332,MEA,OLBA,DNMM,2020-02-11T00:05:00Z,2020-02-11T00:14:31Z,2020-02-11T07:25:08Z
UAE41P,A6EON,8963EB,A388,UAE,KSFO,OMDB,2020-02-11T00:05:00Z,2020-02-11T00:28:00Z,2020-02-11T16:07:02Z
VIR90R,GVMNK,407545,A332,VIR,TLPL,EGKK,2020-02-11T00:05:00Z,2020-02-11T00:05:46Z,2020-02-11T07:32:37Z
ETH407,ETALK,04000F,B737,ETH,OLBA,HAAB,2020-02-11T00:05:00Z,2020-02-10T23:59:00Z,2020-02-11T03:53:10Z
QTR708,A7BED,06A19F,B77W,QTR,KIAD,OTHH,2020-02-11T00:05:00Z,2020-02-10T23:44:00Z,2020-02-11T10:59:44Z
MPH8912,PHCKC,4841C5,B744,MPH,HECA,EHAM,2020-02-11T00:05:00Z,2020-02-10T23:54:20Z,2020-02-11T04:57:59Z
UAE230,A6EPW,89644C,B77W,UAE,KSEA,OMDB,2020-02-11T00:05:00Z,2020-02-11T00:00:00Z,2020-02-11T14:40:17Z
QTR714,A7ANG,06A123,A35K,QTR,KIAH,OTHH,2020-02-11T00:05:00Z,2020-02-11T00:20:00Z,2020-02-11T13:10:17Z
VIR110,GVROS,4008F6,B744,VIR,KATL,EGCC,2020-02-11T00:05:00Z,2020-02-11T00:28:00Z,2020-02-11T07:19:22Z
AZU8756,PRAIW,NA,A332,AZU,SBKP,LPPR,2020-02-11T00:05:00Z,2020-02-11T00:16:00Z,2020-02-11T10:16:00Z
DAL404,N155DL,A0DD18,B763,DAL,KBOS,LFPG,2020-02-11T00:08:00Z,2020-02-11T00:03:00Z,2020-02-11T06:16:21Z
AFL2605,VPBTK,42426A,A321,AFL,LEMD,UUEE,2020-02-11T00:10:00Z,2020-02-11T00:01:00Z,2020-02-11T04:39:00Z
ETR895,CSTQP,495230,A332,ZZZ,SVMI,LEMD,2020-02-11T00:10:00Z,2020-02-11T00:33:00Z,2020-02-11T08:29:30Z
TAY4128,OELFB,NA,B752,TAY,LFPG,LFML,2020-02-11T00:10:00Z,2020-02-11T00:44:00Z,2020-02-11T01:56:16Z
