FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
FRF201,HATAD,475001,SF34,FRF,LBPD,ESGG,2020-03-04T00:00:00Z,2020-03-04T00:09:15Z,2020-03-04T04:06:19Z
FHPCE,FHPCE,39BC44,FA7X,ZZZ,CYOW,LFPB,2020-03-04T00:00:00Z,2020-03-03T23:07:06Z,2020-03-04T05:12:28Z
SWT052,ECHCF,NA,E120,SWT,ENGM,ENBR,2020-03-04T00:00:00Z,2020-03-03T23:45:00Z,2020-03-04T00:44:04Z
VJT929,9HVJS,4D211B,GLEX,VJT,KPBI,LFKF,2020-03-04T00:00:00Z,2020-03-03T23:54:00Z,2020-03-04T08:49:40Z
IGO011,VTIUD,800D58,A21N,IGO,VIDP,LTFM,2020-03-04T00:00:00Z,2020-03-04T00:10:08Z,2020-03-04T06:25:00Z
UAL909,N656UA,A8A4C7,B763,UAL,KORD,EHAM,2020-03-04T00:00:00Z,2020-03-04T00:00:00Z,2020-03-04T07:43:30Z
UAL999,N12005,A05628,B78X,UAL,KEWR,EBBR,2020-03-04T00:00:00Z,2020-03-04T00:05:00Z,2020-03-04T06:33:22Z
UAE37V,A6EOG,8963E4,A388,UAE,KLAX,OMDB,2020-03-04T00:00:00Z,2020-03-04T00:14:00Z,2020-03-04T15:28:31Z
DAL1,N833MH,AB649A,B764,DAL,KJFK,EGLL,2020-03-04T00:00:00Z,2020-03-04T00:00:00Z,2020-03-04T06:50:37Z
DAL220,N1605,A0F4B5,B763,DAL,KSLC,LFPG,2020-03-04T00:00:00Z,2020-03-04T00:00:00Z,2020-03-04T09:29:52Z
AAL740,N288AY,A2EBCA,A332,AAL,KPHL,LEMD,2020-03-04T00:00:00Z,2020-03-03T23:51:00Z,2020-03-04T06:34:46Z
SWT072,ECGQA,NA,E120,SWT,ENGM,ENVA,2020-03-04T00:01:00Z,2020-03-03T23:48:00Z,2020-03-04T00:49:57Z
MSA56B,EIGHA,NA,B734,MSA,LIPO,LIBD,2020-03-04T00:01:00Z,2020-03-03T23:56:00Z,2020-03-04T01:04:34Z
FJK1261,UPEM019,68327B,E35L,ZZZ,UACC,LSZH,2020-03-04T00:01:00Z,2020-03-04T00:00:00Z,2020-03-04T06:28:55Z
TVS4325,HALKG,471E16,B738,TVS,LEMG,ESSA,2020-03-04T00:01:00Z,2020-03-03T23:54:32Z,2020-03-04T04:01:21Z
CMB533,N819AX,AB2AE1,B772,CMB,EINN,OKBK,2020-03-04T00:01:00Z,2020-03-04T00:06:00Z,2020-03-04T07:18:29Z
UTN5731,URAZF,508421,B738,UTN,UKHH,HESH,2020-03-04T00:05:00Z,2020-03-03T23:49:00Z,2020-03-04T03:55:42Z
MEA209,ODMEB,748019,A332,MEA,OLBA,LFPG,2020-03-04T00:05:00Z,2020-03-03T23:57:12Z,2020-03-04T04:17:46Z
RYR88,EIEBM,4CA736,B738,RYR,LRBS,LROP,2020-03-04T00:05:00Z,2020-03-04T00:05:28Z,2020-03-04T00:45:39Z
SWT5GL,ECJKH,3422D7,E120,SWT,EGSS,EGPF,2020-03-04T00:05:00Z,2020-03-04T00:04:00Z,2020-03-04T01:32:15Z
MSA92C,EIGHC,NA,B734,MSA,LIPO,LICC,2020-03-04T00:05:00Z,2020-03-03T23:59:00Z,2020-03-04T01:27:54Z
FIN6,OHLTP,461F09,A333,FIN,KJFK,EFHK,2020-03-04T00:05:00Z,2020-03-03T23:56:00Z,2020-03-04T07:50:11Z
BRU8155,EW455PA,51009A,B738,BRU,UMMS,HEGN,2020-03-04T00:05:00Z,2020-03-03T23:55:00Z,2020-03-04T04:15:45Z
BRU8261,EW527PA,510115,B738,BRU,UMMS,HEGN,2020-03-04T00:05:00Z,2020-03-03T23:57:00Z,2020-03-04T04:13:31Z
EWG1189,OOSFJ,44CCCA,A333,EWG,MUHA,EDDL,2020-03-04T00:05:00Z,2020-03-04T00:44:17Z,2020-03-04T09:33:04Z
MSA95S,SPSPC,NA,AT72,MSA,LIPO,LICA,2020-03-04T00:05:00Z,2020-03-04T00:04:00Z,2020-03-04T02:01:07Z
MSA31F,LZLDU,NA,MD82,MSA,LIPO,LIRF,2020-03-04T00:05:00Z,2020-03-04T00:01:00Z,2020-03-04T00:48:53Z
TFL302,PHTFL,48506C,B788,TFL,SMJP,EHAM,2020-03-04T00:05:00Z,2020-03-04T00:38:08Z,2020-03-04T08:39:03Z
PGT407,TCCCK,NA,B738,PGT,OMAA,LTFJ,2020-03-04T00:05:00Z,2020-03-04T00:02:00Z,2020-03-04T04:54:00Z
P4RCC,P4RCC,4850A3,E35L,ZZZ,USSS,LCLK,2020-03-04T00:05:00Z,2020-03-03T23:57:00Z,2020-03-04T06:44:05Z
TVS3B,OKTST,49D403,B738,TVS,LKPR,HEGN,2020-03-04T00:05:00Z,2020-03-04T00:12:00Z,2020-03-04T04:16:28Z
THY3AR,TCJGG,NA,B738,THY,UWKD,LTFM,2020-03-04T00:05:00Z,2020-03-03T23:59:00Z,2020-03-04T03:28:00Z
BCS37B,GDHKN,407435,B752,BCS,EBBR,EDDP,2020-03-04T00:05:00Z,2020-03-04T00:06:00Z,2020-03-04T01:20:04Z
BCS192,LZCGU,451DBD,B734,BCS,EDDP,EDDK,2020-03-04T00:05:00Z,2020-03-03T23:54:00Z,2020-03-04T00:50:41Z
QTR708,A7BEU,06A2C4,B77W,QTR,KIAD,OTHH,2020-03-04T00:05:00Z,2020-03-03T23:48:00Z,2020-03-04T12:01:05Z
UAE230,A6EQP,8964A8,B77W,UAE,KSEA,OMDB,2020-03-04T00:05:00Z,2020-03-04T00:10:00Z,2020-03-04T13:49:50Z
UAE41P,A6EOM,8963EA,A388,UAE,KSFO,OMDB,2020-03-04T00:05:00Z,2020-03-04T00:14:00Z,2020-03-04T15:21:54Z
UZB133,UK67002,507C39,B763,UZB,UTTT,LTFM,2020-03-04T00:05:00Z,2020-03-03T23:58:00Z,2020-03-04T04:42:00Z
AUI374,URPSM,508366,B738,AUI,OMDB,UKBB,2020-03-04T00:05:00Z,2020-03-04T00:09:00Z,2020-03-04T06:49:00Z
BAW2152,GVIIY,400776,B772,BAW,TBPB,EGKK,2020-03-04T00:05:00Z,2020-03-04T00:39:53Z,2020-03-04T08:02:25Z
AAL50,N721AN,A9A750,B77W,AAL,KDFW,EGLL,2020-03-04T00:05:00Z,2020-03-04T00:09:00Z,2020-03-04T08:15:21Z
EZE9444,GCISK,406EDB,E145,EZE,EGBB,EGNT,2020-03-04T00:05:00Z,2020-03-03T23:49:00Z,2020-03-04T00:38:00Z
MSA61P,GPOWS,400513,B734,MSA,LIPO,LICJ,2020-03-04T00:10:00Z,2020-03-03T23:54:00Z,2020-03-04T01:13:14Z
TAY4128,OOTFC,NA,B752,TAY,LFPG,LFML,2020-03-04T00:10:00Z,2020-03-04T00:36:00Z,2020-03-04T01:46:11Z
TAY4805,OEIAE,440795,B734,TAY,EBLG,EDDN,2020-03-04T00:10:00Z,2020-03-03T23:57:51Z,2020-03-04T00:53:17Z
TAY4803,FGZTT,396673,B734,TAY,ESGJ,EFHK,2020-03-04T00:10:00Z,2020-03-03T23:59:00Z,2020-03-04T01:04:32Z
PGT94Q,TCNBS,4BB853,A20N,PGT,EDDK,LTFJ,2020-03-04T00:10:00Z,2020-03-03T23:49:00Z,2020-03-04T03:08:00Z
KLM724,PHAON,484FAD,A332,KLM,MUHA,EHAM,2020-03-04T00:10:00Z,2020-03-04T00:10:30Z,2020-03-04T08:57:00Z
PGT1723,TCCPN,4B8E0E,B738,PGT,UKBB,LTAC,2020-03-04T00:10:00Z,2020-03-04T00:06:00Z,2020-03-04T02:02:00Z
TVS7D,OKHEU,49D357,A320,TVS,LKPR,HEMA,2020-03-04T00:10:00Z,2020-03-04T00:19:00Z,2020-03-04T04:55:52Z
CXI9205,TCTJP,4BD150,B738,CXI,GBYD,EDDL,2020-03-04T00:10:00Z,2020-03-03T23:43:50Z,2020-03-04T05:58:56Z
TOW2231,GVYGJ,406B79,A332,TOW,GVAC,EGVN,2020-03-04T00:10:00Z,2020-03-03T23:30:35Z,2020-03-04T05:07:11Z
BCS93C,GDHKT,4074E5,B752,BCS,EDDP,EGNX,2020-03-04T00:10:00Z,2020-03-04T00:07:00Z,2020-03-04T01:49:37Z
SQP7131,URSQA,5083DE,B738,SQP,UKLL,HESH,2020-03-04T00:10:00Z,2020-03-03T23:58:00Z,2020-03-04T03:53:06Z
IBE6124,ECLXK,344345,A333,IBE,KMIA,LEMD,2020-03-04T00:10:00Z,2020-03-04T00:14:00Z,2020-03-04T08:20:57Z
QTR756,A7BBI,06A0DB,B77L,QTR,KATL,OTHH,2020-03-04T00:10:00Z,2020-03-03T23:54:00Z,2020-03-04T12:47:36Z
TAP118,CSTOL,4951EC,A332,TAP,SBPA,LPPT,2020-03-04T00:10:00Z,2020-03-04T00:15:00Z,2020-03-04T10:54:07Z
ACA808,CGHLM,C0584F,A333,ACA,CYUL,GMMN,2020-03-04T00:10:00Z,2020-03-04T00:07:00Z,2020-03-04T06:43:57Z
CAO1041,B2095,780BB6,B77L,CAO,ZSPD,EDDF,2020-03-04T00:10:00Z,2020-03-03T23:59:00Z,2020-03-04T11:44:15Z
BAW71F,GBYGB,4006B2,B744,BAW,KSFO,EGLL,2020-03-04T00:10:00Z,2020-03-04T00:19:00Z,2020-03-04T09:51:46Z
GMA487D,GSASC,400DC2,BE20,GMA,EGPF,EGEC,2020-03-04T00:10:00Z,2020-03-04T00:01:00Z,2020-03-04T00:28:28Z
DAL258,N804NW,AAF1FA,A333,DAL,KBOS,EHAM,2020-03-04T00:12:00Z,2020-03-04T00:12:00Z,2020-03-04T06:24:52Z
AFL2119,RA89065,155BE9,SU95,AFL,EVRA,UUEE,2020-03-04T00:15:00Z,2020-03-04T00:11:00Z,2020-03-04T01:43:00Z
UTN4489,URAZK,508423,B763,UTN,EINN,MDLR,2020-03-04T00:15:00Z,2020-03-04T00:12:00Z,2020-03-04T09:07:26Z
JMP803,DCULT,NA,D228,JMP,LIPE,EDFM,2020-03-04T00:15:00Z,2020-03-03T23:55:00Z,2020-03-04T02:00:01Z
FDB51H,A6FEX,8963BA,B738,FDB,UUWW,OMDB,2020-03-04T00:15:00Z,2020-03-04T00:15:00Z,2020-03-04T04:59:34Z
FBG101,LZFAB,452068,AT43,ZZZ,LWSK,EDDP,2020-03-04T00:15:00Z,2020-03-04T00:26:00Z,2020-03-04T03:22:06Z
