FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
CTM3352,FRAPG,NA,C130,CTM,HLLB,LFOE,2020-02-29T00:00:00Z,2020-02-28T23:22:50Z,2020-02-29T05:04:26Z
JACKT16,124112,NA,Q9,ZZZ,LICZ,LICZ,2020-02-29T00:00:00Z,2020-02-28T23:54:00Z,2020-02-29T23:14:42Z
BWJ123,BHVP,780A1A,GLF5,ZZZ,VHHH,ESSA,2020-02-29T00:00:00Z,2020-02-28T23:48:00Z,2020-02-29T10:27:52Z
JDI11Z,SPWOI,48D1C8,GLEX,JDI,KSFO,LSZH,2020-02-29T00:00:00Z,2020-02-29T00:02:00Z,2020-02-29T10:15:27Z
IGO011,VTIUD,800D58,A21N,IGO,VIDP,LTFM,2020-02-29T00:00:00Z,2020-02-29T00:08:19Z,2020-02-29T06:34:00Z
UAL999,N12006,A05629,B78X,UAL,KEWR,EBBR,2020-02-29T00:00:00Z,2020-02-29T00:04:00Z,2020-02-29T06:40:22Z
N101QS,N101QS,A009DA,GL5T,ZZZ,KFLL,EHBK,2020-02-29T00:00:00Z,2020-02-28T23:41:00Z,2020-02-29T07:51:44Z
BCS968,DALEJ,3C70AA,A332,BCS,EDDP,KCVG,2020-02-29T00:00:00Z,2020-02-28T23:58:00Z,2020-02-29T09:06:23Z
UAL909,N661UA,A8B9B3,B763,UAL,KORD,EHAM,2020-02-29T00:00:00Z,2020-02-28T23:59:00Z,2020-02-29T07:58:17Z
VND2039,IFORU,30030A,LJ45,VND,LIMF,LIEE,2020-02-29T00:00:00Z,2020-02-28T23:47:00Z,2020-02-29T01:04:12Z
DAL220,N195DN,A17B16,B763,DAL,KSLC,LFPG,2020-02-29T00:00:00Z,2020-02-29T00:50:00Z,2020-02-29T10:44:34Z
DAL1,N834MH,AB6851,B764,DAL,KJFK,EGLL,2020-02-29T00:00:00Z,2020-02-29T00:01:00Z,2020-02-29T06:45:44Z
AAL740,N293AY,A300B6,A332,AAL,KPHL,LEMD,2020-02-29T00:00:00Z,2020-02-28T23:50:00Z,2020-02-29T06:20:19Z
AAL94,N778AN,AA86CC,B772,AAL,KJFK,LEMD,2020-02-29T00:00:00Z,2020-02-28T23:35:00Z,2020-02-29T06:04:56Z
XRO067,PHSTB,NA,F900,XRO,LGIR,HKJK,2020-02-29T00:01:00Z,2020-02-28T23:47:00Z,2020-02-29T05:22:49Z
WKT24,2WKTJ,43ED4B,BE30,ZZZ,LGKO,ELLX,2020-02-29T00:01:00Z,2020-02-28T23:40:00Z,2020-02-29T06:21:40Z
N510QS,N510QS,A662DE,GLF5,ZZZ,KSJC,LPPT,2020-02-29T00:01:00Z,2020-02-28T23:54:00Z,2020-02-29T09:53:27Z
NMA6382,SUNMA,010140,A320,NMA,HEGN,EDDK,2020-02-29T00:01:00Z,2020-02-28T23:54:00Z,2020-02-29T05:19:56Z
KLM672,PHAOE,484444,A332,KLM,CYUL,EHAM,2020-02-29T00:01:00Z,2020-02-29T00:15:00Z,2020-02-29T06:35:13Z
AVA016,N783AV,AA9BBF,B788,AVA,SKRG,LEMD,2020-02-29T00:03:00Z,2020-02-29T00:15:41Z,2020-02-29T09:08:53Z
UTN5731,URAZF,508421,B738,UTN,UKHH,HESH,2020-02-29T00:05:00Z,2020-02-28T23:59:00Z,2020-02-29T04:00:00Z
MEA209,ODMEB,748019,A332,MEA,OLBA,LFPG,2020-02-29T00:05:00Z,2020-02-29T00:22:36Z,2020-02-29T05:06:34Z
MSA9764,GPOWS,400513,B734,MSA,LICJ,LIPO,2020-02-29T00:05:00Z,2020-02-28T23:56:00Z,2020-02-29T01:23:37Z
RAM509,CNRGM,020104,B738,RAM,FKKD,GMMN,2020-02-29T00:05:00Z,2020-02-28T23:50:00Z,2020-02-29T05:04:57Z
TVP7537,SPTVZ,48CB15,B738,TVP,GMAD,EPWA,2020-02-29T00:05:00Z,2020-02-29T00:13:00Z,2020-02-29T04:32:47Z
FIN6,OHLTN,461F07,A333,FIN,KJFK,EFHK,2020-02-29T00:05:00Z,2020-02-28T23:51:00Z,2020-02-29T07:50:32Z
BPA1540,EIGEP,4CAF83,B763,BPA,TAPA,LIMC,2020-02-29T00:05:00Z,2020-02-29T00:21:09Z,2020-02-29T08:15:49Z
RCH557,21099A,AE1171,C17,RCH,KWRI,ETAR,2020-02-29T00:05:00Z,2020-02-29T00:31:00Z,2020-02-29T07:55:00Z
CRL919,FHJAZ,39A419,A333,CRL,KMIA,LFPO,2020-02-29T00:05:00Z,2020-02-29T00:23:00Z,2020-02-29T08:01:34Z
QTR8158,A7BFE,06A0DE,B77L,QTR,MPTO,EBLG,2020-02-29T00:05:00Z,2020-02-29T01:43:20Z,2020-02-29T11:02:46Z
UTN4435,URAZC,5083E3,B763,UTN,UKBB,HESH,2020-02-29T00:05:00Z,2020-02-28T23:54:00Z,2020-02-29T03:42:54Z
UAE230,A6EPV,89644B,B77W,UAE,KSEA,OMDB,2020-02-29T00:05:00Z,2020-02-29T00:15:00Z,2020-02-29T14:08:17Z
UAE41P,A6EOL,8963E9,A388,UAE,KSFO,OMDB,2020-02-29T00:05:00Z,2020-02-29T00:48:00Z,2020-02-29T15:52:28Z
TVS3B,OKHEU,49D357,A320,TVS,LKPR,HEGN,2020-02-29T00:05:00Z,2020-02-29T00:06:00Z,2020-02-29T03:45:25Z
STP507,CSTSV,495276,B763,ZZZ,LPPT,FPST,2020-02-29T00:05:00Z,2020-02-29T00:02:00Z,2020-02-29T05:30:31Z
SXS52E,TCSEN,4BCCAE,B738,SXS,LTAI,EPGD,2020-02-29T00:05:00Z,2020-02-28T23:45:00Z,2020-02-29T03:05:00Z
SQP7135,URSQA,5083DE,B738,SQP,UKLL,HESH,2020-02-29T00:05:00Z,2020-02-29T00:09:00Z,2020-02-29T03:46:18Z
ACA892,CGHLM,C0584F,A333,ACA,CYUL,LIRF,2020-02-29T00:05:00Z,2020-02-29T00:19:00Z,2020-02-29T07:51:48Z
AUI374,URPSI,5082E6,B739,AUI,OMDB,LCLK,2020-02-29T00:05:00Z,2020-02-29T00:40:00Z,2020-02-29T05:10:42Z
THY3AR,TCJGY,NA,B738,THY,UWKD,LTFM,2020-02-29T00:05:00Z,2020-02-29T00:05:00Z,2020-02-29T03:55:00Z
VIR110,GVROM,4008F9,B744,VIR,KATL,EGCC,2020-02-29T00:05:00Z,2020-02-29T00:13:00Z,2020-02-29T07:09:19Z
BAW2152,GYMMC,4007EE,B772,BAW,TBPB,EGKK,2020-02-29T00:05:00Z,2020-02-29T00:24:02Z,2020-02-29T07:58:37Z
ACA2045,CGEFA,C04FBB,A333,ACA,EIDW,CYYZ,2020-02-29T00:05:00Z,2020-02-29T00:06:39Z,2020-02-29T06:55:11Z
CLX7335,LXECV,4D0115,B744,CLX,UTAA,ELLX,2020-02-29T00:05:00Z,2020-02-28T23:43:57Z,2020-02-29T05:29:52Z
QTR708,A7BAC,06A062,B77W,QTR,KIAD,OTHH,2020-02-29T00:05:00Z,2020-02-28T23:48:00Z,2020-02-29T11:44:05Z
QTR714,A7ANB,06A11E,A35K,QTR,KIAH,OTHH,2020-02-29T00:05:00Z,2020-02-29T00:29:00Z,2020-02-29T13:52:09Z
AZQ063,4KAZ60,NA,IL76,AZQ,UBBB,OAIX,2020-02-29T00:05:00Z,2020-02-29T00:01:00Z,2020-02-29T02:43:17Z
AZU8756,PRAIS,E49182,A332,AZU,SBKP,LPPR,2020-02-29T00:05:00Z,2020-02-29T00:05:00Z,2020-02-29T09:41:56Z
AAL50,N732AN,A9D286,B77W,AAL,KDFW,EGLL,2020-02-29T00:05:00Z,2020-02-29T00:08:00Z,2020-02-29T08:34:57Z
DAL404,N182DN,A14872,B763,DAL,KBOS,LFPG,2020-02-29T00:08:00Z,2020-02-29T00:21:00Z,2020-02-29T06:47:48Z
FIA132,ER00005,504E57,A320,FIA,UUWW,LUKK,2020-02-29T00:10:00Z,2020-02-29T00:27:00Z,2020-02-29T02:14:00Z
RAM440A,CNCOF,0200F5,AT76,RAM,GMMN,GMFF,2020-02-29T00:10:00Z,2020-02-29T00:43:00Z,2020-02-29T01:27:51Z
TAY4128,OOTFC,NA,B752,TAY,LFPG,LFML,2020-02-29T00:10:00Z,2020-02-29T00:12:00Z,2020-02-29T01:25:50Z
BRU9205,EW457PA,51009C,B738,BRU,UMMS,HESH,2020-02-29T00:10:00Z,2020-02-29T00:03:00Z,2020-02-29T03:57:10Z
THY589,TCJYH,NA,B739,THY,FOOL,LTFM,2020-02-29T00:10:00Z,2020-02-29T00:13:00Z,2020-02-29T07:22:00Z
QTR3HN,A7BCJ,06A0AE,B788,QTR,OTHH,EPWA,2020-02-29T00:10:00Z,2020-02-29T00:04:00Z,2020-02-29T05:46:14Z
TVS7D,OKTST,49D403,B738,TVS,LKPR,HEMA,2020-02-29T00:10:00Z,2020-02-29T00:06:00Z,2020-02-29T03:59:08Z
IBE6124,ECLUX,344344,A333,IBE,KMIA,LEMD,2020-02-29T00:10:00Z,2020-02-29T00:15:00Z,2020-02-29T07:25:35Z
QTR756,A7BBD,06A074,B77L,QTR,KATL,OTHH,2020-02-29T00:10:00Z,2020-02-29T00:15:00Z,2020-02-29T12:48:21Z
ACA862,CFKSV,C01C52,B789,ACA,CYYZ,EGLL,2020-02-29T00:10:00Z,2020-02-29T03:52:00Z,2020-02-29T10:23:53Z
BAW71F,GCIVI,4005E2,B744,BAW,KSFO,EGLL,2020-02-29T00:10:00Z,2020-02-29T01:12:00Z,2020-02-29T10:53:27Z
EUP007,FGYPE,NA,E135,ZZZ,LFLY,LFLB,2020-02-29T00:15:00Z,2020-02-28T23:43:00Z,2020-02-29T00:08:37Z
AFL2119,RA89065,155BE9,SU95,AFL,EVRA,UUEE,2020-02-29T00:15:00Z,2020-02-29T00:18:00Z,2020-02-29T01:57:00Z
SZN403,9HSZN,4D21C5,A339,ZZZ,GOBD,LFPG,2020-02-29T00:15:00Z,2020-02-29T00:47:49Z,2020-02-29T05:50:25Z
THY8AK,TCLSB,NA,A21N,THY,ORBI,LTFM,2020-02-29T00:15:00Z,2020-02-29T00:09:01Z,2020-02-29T03:08:00Z
FDB4AH,A6FEN,8963B0,B738,FDB,URMM,OMDB,2020-02-29T00:15:00Z,2020-02-29T00:08:00Z,2020-02-29T03:23:27Z
BAW133,GVIIN,4006C0,B772,BAW,EGLL,OEJN,2020-02-29T00:15:00Z,2020-02-28T23:49:00Z,2020-02-29T05:13:53Z
PUE302,ECNFQ,NA,A346,PUE,SPJC,LEMD,2020-02-29T00:15:00Z,2020-02-29T00:23:00Z,2020-02-29T11:51:19Z
TAY4123,FGIXC,NA,B733,TAY,LFPG,LFBO,2020-02-29T00:15:00Z,2020-02-29T00:17:00Z,2020-02-29T01:30:44Z
PGT657,TCNBL,NA,A20N,PGT,ORBI,LTFJ,2020-02-29T00:15:00Z,2020-02-29T00:14:00Z,2020-02-29T03:10:00Z
CEL500,CSTQX,NA,B77L,CEL,FGSL,LEMD,2020-02-29T00:15:00Z,2020-02-29T00:21:04Z,2020-02-29T06:08:50Z
TAP1510,CSTVA,4952C1,A20N,TAP,DIAP,LPPT,2020-02-29T00:15:00Z,2020-02-29T01:08:00Z,2020-02-29T06:28:59Z
PGT94Q,TCDCF,4B9066,A320,PGT,EDDK,LTFJ,2020-02-29T00:15:00Z,2020-02-29T00:05:00Z,2020-02-29T02:59:00Z
HES6811,TCOEC,4BBCA3,A321,HES,HEGN,EDDP,2020-02-29T00:15:00Z,2020-02-29T00:45:00Z,2020-02-29T05:41:38Z
NAX8MU,LNLNK,47C88C,B789,NAX,KFLL,LFPG,2020-02-29T00:15:00Z,2020-02-29T00:25:00Z,2020-02-29T07:57:41Z
ANZ2,ZKOKS,C8215F,B77W,ANZ,KLAX,EGLL,2020-02-29T00:15:00Z,2020-02-29T00:38:00Z,2020-02-29T10:39:19Z
ACA45,CFVND,C038CA,B789,ACA,VIDP,CYVR,2020-02-29T00:15:00Z,2020-02-29T00:21:00Z,2020-02-29T14:29:41Z
AAL92,N805AN,AAF47D,B788,AAL,KPHL,LSZH,2020-02-29T00:15:00Z,2020-02-29T00:11:00Z,2020-02-29T07:04:43Z
MLD832,ERAXR,504E55,A321,MLD,EIDW,LUKK,2020-02-29T00:20:00Z,2020-02-28T23:59:00Z,2020-02-29T03:18:00Z
SZN405,6VANB,NA,A339,ZZZ,GOBD,LFML,2020-02-29T00:20:00Z,2020-02-29T01:04:00Z,2020-02-29T05:28:52Z
CRL925,FGTUI,394E88,B744,CRL,TFFF,LFPO,2020-02-29T00:20:00Z,2020-02-29T00:21:00Z,2020-02-29T07:54:31Z
THY159,TCJRE,4BAA45,A321,THY,OEJN,LTFJ,2020-02-29T00:20:00Z,2020-02-29T00:25:00Z,2020-02-29T03:53:00Z
EZY45WH,GUZHH,4074B8,A20N,EZY,EGPF,EGGW,2020-02-29T00:20:00Z,2020-02-29T00:18:00Z,2020-02-29T01:24:30Z
SVR821,VPBMT,4242B2,A320,SVR,USSS,LKPR,2020-02-29T00:20:00Z,2020-02-29T00:26:00Z,2020-02-29T04:56:13Z
HES6839,TCODC,4BBC83,A320,HES,HEGN,EDDT,2020-02-29T00:20:00Z,2020-02-29T00:21:00Z,2020-02-29T05:21:02Z
DIAWE,DIAWE,3E1988,C425,ZZZ,LHBP,EDDE,2020-02-29T00:20:00Z,2020-02-29T00:17:00Z,2020-02-29T02:38:05Z
HES6817,TCOBY,4BBC59,A321,HES,HEGN,EDDS,2020-02-29T00:20:00Z,2020-02-29T00:30:00Z,2020-02-29T05:32:15Z
HES4813,TCOBG,4BBC47,A320,HES,HEMA,EDDM,2020-02-29T00:20:00Z,2020-02-28T23:55:49Z,2020-02-29T04:42:17Z
BAW282,GBYGF,40073E,B744,BAW,KLAX,EGLL,2020-02-29T00:20:00Z,2020-02-29T00:31:00Z,2020-02-29T10:44:11Z
UAL120,N76055,AA44AD,B764,UAL,KEWR,LEBL,2020-02-29T00:20:00Z,2020-02-29T00:02:00Z,2020-02-29T06:51:33Z
UAL81,N643UA,A87223,B763,UAL,KEWR,EGCC,2020-02-29T00:20:00Z,2020-02-29T00:55:00Z,2020-02-29T07:06:13Z
ETH407,ETATV,04012E,B738,ETH,OLBA,HAAB,2020-02-29T00:20:00Z,2020-02-29T00:08:28Z,2020-02-29T04:08:59Z
AAL174,N794AN,AAC6EE,B772,AAL,KRDU,EGLL,2020-02-29T00:20:00Z,2020-02-29T00:27:00Z,2020-02-29T07:22:21Z
NPT5745,GJMCJ,NA,B734,NPT,LFPG,LFMT,2020-02-29T00:25:00Z,2020-02-29T00:07:00Z,2020-02-29T01:22:08Z
NPT5629,GJMCB,NA,B734,NPT,LFPG,LFBO,2020-02-29T00:25:00Z,2020-02-29T00:16:00Z,2020-02-29T01:33:42Z
