FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
RYR3WL,EIGJS,4CACDF,B738,RYR,EIDW,EGMC,2020-01-18T00:00:00Z,2020-01-17T23:50:00Z,2020-01-18T00:51:38Z
UAE92,A6EVA,8964AF,A388,UAE,LIMC,OMDB,2020-01-18T00:00:00Z,2020-01-17T23:44:00Z,2020-01-18T05:24:27Z
CSN463,B2028,780DAA,B77L,CSN,ZSPD,EDDF,2020-01-18T00:00:00Z,2020-01-18T00:23:00Z,2020-01-18T12:33:25Z
YUPBB,YUPBB,4C3C21,C56X,ZZZ,LMML,EGGW,2020-01-18T00:00:00Z,2020-01-17T23:58:00Z,2020-01-18T03:27:20Z
IBE6653,ECINO,34164A,A346,IBE,LEMD,SPJC,2020-01-18T00:00:00Z,2020-01-17T23:50:00Z,2020-01-18T11:56:01Z
N600J,N600J,A7C807,GLF5,ZZZ,KTTN,EBAW,2020-01-18T00:00:00Z,2020-01-17T23:53:00Z,2020-01-18T06:54:10Z
UAL909,N646UA,A87D48,B763,UAL,KORD,EHAM,2020-01-18T00:00:00Z,2020-01-18T03:30:00Z,2020-01-18T11:13:35Z
UAL999,N17002,A11BA0,B78X,UAL,KEWR,EBBR,2020-01-18T00:00:00Z,2020-01-18T00:06:00Z,2020-01-18T06:58:30Z
IGO011,VTIUC,800D57,A21N,IGO,VIDP,LTFM,2020-01-18T00:00:00Z,2020-01-18T00:16:09Z,2020-01-18T06:44:00Z
DLH649,DAIKO,3C656F,A333,DLH,UACC,EDDF,2020-01-18T00:00:00Z,2020-01-18T00:15:00Z,2020-01-18T06:14:53Z
ABW543,VQBWW,4243E3,B744,ABW,EBLG,UUEE,2020-01-18T00:00:00Z,2020-01-17T23:53:00Z,2020-01-18T02:49:00Z
ABW396,VPBIK,4240E6,B744,ABW,EBLG,UUDD,2020-01-18T00:00:00Z,2020-01-17T23:58:00Z,2020-01-18T02:53:14Z
DAL220,N1604R,A0F4A2,B763,DAL,KSLC,LFPG,2020-01-18T00:00:00Z,2020-01-18T00:16:00Z,2020-01-18T09:55:57Z
DAL1,N834MH,AB6851,B764,DAL,KJFK,EGLL,2020-01-18T00:00:00Z,2020-01-17T23:47:00Z,2020-01-18T06:53:01Z
AAL94,N766AN,AA57DF,B772,AAL,KJFK,LEMD,2020-01-18T00:00:00Z,2020-01-17T23:53:00Z,2020-01-18T06:54:52Z
RYR2142,EIEVX,4CAA5C,B738,RYR,EPKT,EGCC,2020-01-18T00:01:00Z,2020-01-18T00:03:00Z,2020-01-18T02:16:49Z
KLM672,PHAON,484FAD,A332,KLM,CYUL,EHAM,2020-01-18T00:01:00Z,2020-01-18T00:21:00Z,2020-01-18T06:53:10Z
AVA016,N785AV,AA9F76,B788,AVA,SKRG,LEMD,2020-01-18T00:03:00Z,2020-01-18T00:15:39Z,2020-01-18T09:02:53Z
UTN5731,URAZF,508421,B738,UTN,UKHH,HESH,2020-01-18T00:05:00Z,2020-01-17T23:52:00Z,2020-01-18T03:36:58Z
MEA209,ODMED,748029,A332,MEA,OLBA,LFPG,2020-01-18T00:05:00Z,2020-01-17T23:57:36Z,2020-01-18T04:21:51Z
AUI374,URPSJ,508302,B739,AUI,OMDB,LCLK,2020-01-18T00:05:00Z,2020-01-18T00:38:00Z,2020-01-18T05:09:42Z
RAM509,CNRNU,NA,B738,RAM,FKKD,GMMN,2020-01-18T00:05:00Z,2020-01-17T23:56:00Z,2020-01-18T05:04:57Z
FIN6,OHLTS,461F0C,A333,FIN,KJFK,EFHK,2020-01-18T00:05:00Z,2020-01-17T23:49:00Z,2020-01-18T07:54:15Z
KTK8887,VPBYD,NA,B738,KTK,UUWW,LTAI,2020-01-18T00:05:00Z,2020-01-18T00:01:49Z,2020-01-18T03:20:00Z
PGT691,TCAZP,NA,B738,PGT,OERK,LTFJ,2020-01-18T00:05:00Z,2020-01-17T23:46:00Z,2020-01-18T03:52:00Z
SXS52E,TCSOF,4BCDE6,B738,SXS,LTAI,EPGD,2020-01-18T00:05:00Z,2020-01-17T23:58:00Z,2020-01-18T03:14:12Z
STP507,CSTKR,495172,B763,ZZZ,LPPT,FPST,2020-01-18T00:05:00Z,2020-01-17T23:58:00Z,2020-01-18T05:36:50Z
CRL919,FHBIL,39850B,A332,CRL,KMIA,LFPO,2020-01-18T00:05:00Z,2020-01-18T00:04:00Z,2020-01-18T08:22:55Z
UAE230,A6EQC,896452,B77W,UAE,KSEA,OMDB,2020-01-18T00:05:00Z,2020-01-18T00:08:00Z,2020-01-18T14:26:24Z
QTR714,A7AND,06A120,A35K,QTR,KIAH,OTHH,2020-01-18T00:05:00Z,2020-01-18T00:54:00Z,2020-01-18T14:56:31Z
BAW2152,GYMMC,4007EE,B772,BAW,TBPB,EGKK,2020-01-18T00:05:00Z,2020-01-18T00:40:23Z,2020-01-18T08:15:09Z
THY3AR,TCJRU,NA,A321,THY,UWKD,LTFM,2020-01-18T00:05:00Z,2020-01-18T00:16:00Z,2020-01-18T03:41:00Z
UAE41P,A6EEL,89618B,A388,UAE,KSFO,OMDB,2020-01-18T00:05:00Z,2020-01-18T00:24:00Z,2020-01-18T15:35:55Z
VIR110,GVINE,40655D,A333,VIR,KATL,EGCC,2020-01-18T00:05:00Z,2020-01-18T00:03:00Z,2020-01-18T07:37:26Z
QTR708,A7BES,06A2B7,B77W,QTR,KIAD,OTHH,2020-01-18T00:05:00Z,2020-01-18T00:06:00Z,2020-01-18T12:49:37Z
CTN9203,9ACQA,501DA8,DH8D,CTN,LWSK,LDZA,2020-01-18T00:05:00Z,2020-01-17T23:54:00Z,2020-01-18T01:15:21Z
ETH407,ETAPO,04005E,B738,ETH,OLBA,HAAB,2020-01-18T00:05:00Z,2020-01-18T00:19:25Z,2020-01-18T04:44:57Z
UTA879,NA,NA,B738,UTA,UUWW,URWA,2020-01-18T00:07:00Z,2020-01-17T23:49:20Z,2020-01-18T03:26:51Z
DAL404,N1611B,A0F7E2,B763,DAL,KBOS,LFPG,2020-01-18T00:08:00Z,2020-01-18T00:04:00Z,2020-01-18T06:59:41Z
SRR761P,OYSRP,45CE50,B762,SRR,EDDP,EDDK,2020-01-18T00:10:00Z,2020-01-18T00:15:00Z,2020-01-18T01:11:03Z
