FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
EZY786E,GUZHG,4074B7,A319,EZY,EGKK,EGAA,2020-03-09T00:00:00Z,2020-03-08T23:47:00Z,2020-03-09T01:03:00Z
THY6447,TCJDR,NA,A332,THY,ORER,LTBA,2020-03-09T00:00:00Z,2020-03-09T00:01:03Z,2020-03-09T02:18:00Z
UAL999,N17002,A11BA0,B78X,UAL,KEWR,EBBR,2020-03-09T00:00:00Z,2020-03-09T00:02:00Z,2020-03-09T06:49:59Z
DAL1,N833MH,AB649A,B764,DAL,KJFK,EGLL,2020-03-09T00:00:00Z,2020-03-09T00:03:00Z,2020-03-09T06:57:53Z
RJA264,JYBAG,740827,B788,RJA,KORD,OJAI,2020-03-09T00:00:00Z,2020-03-08T23:33:00Z,2020-03-09T10:56:00Z
AAW452,5AONJ,NA,A320,AAW,HLLB,DTTA,2020-03-09T00:00:00Z,2020-03-09T02:57:47Z,2020-03-09T04:42:08Z
DAL220,N154DL,A0D961,B763,DAL,KSLC,LFPG,2020-03-09T00:00:00Z,2020-03-09T00:03:00Z,2020-03-09T09:48:41Z
N1WW,N1WW,A0020B,GLEX,ZZZ,KBED,LJLJ,2020-03-09T00:01:00Z,2020-03-08T23:45:00Z,2020-03-09T06:46:27Z
SVA9090,TCOCL,4BBC6C,A332,SVA,OEJN,LTBA,2020-03-09T00:01:00Z,2020-03-08T23:45:00Z,2020-03-09T03:01:00Z
UPS236,N394UP,A49375,B763,UPS,EDDK,EGSS,2020-03-09T00:01:00Z,2020-03-08T23:52:00Z,2020-03-09T01:03:36Z
DAL404,N827NW,AB4C1D,A333,DAL,KBOS,LFPG,2020-03-09T00:02:00Z,2020-03-09T00:11:00Z,2020-03-09T06:45:09Z
TAY4216,OOTNN,44D1CE,B734,TAY,EBLG,LFML,2020-03-09T00:04:00Z,2020-03-08T23:51:00Z,2020-03-09T01:22:18Z
UTN5731,URAZF,508421,B738,UTN,UKHH,HESH,2020-03-09T00:05:00Z,2020-03-08T23:49:00Z,2020-03-09T04:06:16Z
MEA209,ODMEC,748021,A332,MEA,OLBA,LFPG,2020-03-09T00:05:00Z,2020-03-08T23:56:47Z,2020-03-09T04:12:03Z
EZY854F,GUZLG,407833,A20N,EZY,EGGD,EGNT,2020-03-09T00:05:00Z,2020-03-09T00:13:00Z,2020-03-09T01:09:12Z
WZZ3798,HALYV,471F91,A320,WZZ,EGGW,LUKK,2020-03-09T00:05:00Z,2020-03-08T23:56:00Z,2020-03-09T02:57:00Z
AUI392,URPSI,5082E6,B739,AUI,UGTB,UKBB,2020-03-09T00:05:00Z,2020-03-08T23:50:00Z,2020-03-09T02:23:00Z
CLX7337,LXWCV,4D010C,B744,CLX,UTAA,LHBP,2020-03-09T00:05:00Z,2020-03-09T00:07:00Z,2020-03-09T04:26:51Z
BLX406,GTUIJ,406F3B,B789,BLX,VTSG,ESSA,2020-03-09T00:05:00Z,2020-03-09T00:03:00Z,2020-03-09T11:02:08Z
UAE230,A6EQA,896450,B77W,UAE,KSEA,OMDB,2020-03-09T00:05:00Z,2020-03-08T23:46:00Z,2020-03-09T13:47:37Z
UAE41P,A6EOG,8963E4,A388,UAE,KSFO,OMDB,2020-03-09T00:05:00Z,2020-03-09T00:20:00Z,2020-03-09T15:18:15Z
SQP7001,URSQE,50841C,B737,SQP,UKBB,HEGN,2020-03-09T00:05:00Z,2020-03-08T23:57:00Z,2020-03-09T04:02:40Z
FIN6,OHLTM,461F06,A333,FIN,KJFK,EFHK,2020-03-09T00:05:00Z,2020-03-08T23:54:00Z,2020-03-09T07:53:36Z
AZG042,VQBBM,NA,B748,AZG,ZSPD,UBBB,2020-03-09T00:05:00Z,2020-03-09T01:08:00Z,2020-03-09T09:45:00Z
CPA037,BLIC,780219,B744,CPA,VIDP,EDDF,2020-03-09T00:05:00Z,2020-03-09T01:01:00Z,2020-03-09T08:54:31Z
