FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
AZD094,HBAMB,4B0139,AT43,AZD,ESSA,ESNU,2020-03-13T00:00:00Z,2020-03-12T23:57:00Z,2020-03-13T01:24:37Z
IFA6078,DAFAN,3C582E,CRJ2,IFA,EDDB,LTFJ,2020-03-13T00:00:00Z,2020-03-12T23:53:00Z,2020-03-13T02:18:00Z
IGO011,VTIUJ,8013AD,A21N,IGO,VIDP,LTFM,2020-03-13T00:00:00Z,2020-03-13T01:09:37Z,2020-03-13T07:56:00Z
SQP7117,URSQI,508436,B739,SQP,UKBB,HESH,2020-03-13T00:00:00Z,2020-03-13T00:02:00Z,2020-03-13T03:46:12Z
SUS911,OYJJC,45A943,H25B,SUS,EKVG,EKCH,2020-03-13T00:00:00Z,2020-03-12T23:52:00Z,2020-03-13T01:37:31Z
DAL1,N836MH,AB6FBF,B764,DAL,KJFK,EGLL,2020-03-13T00:00:00Z,2020-03-13T00:20:00Z,2020-03-13T07:30:01Z
RJA266,JYBAF,740826,B788,RJA,KORD,OJAI,2020-03-13T00:00:00Z,2020-03-12T23:53:00Z,2020-03-13T10:59:00Z
UAL999,N12010,A05646,B78X,UAL,KEWR,EBBR,2020-03-13T00:00:00Z,2020-03-12T23:55:00Z,2020-03-13T06:32:27Z
MSA56B,EIGHC,NA,B734,MSA,LIPO,LIBD,2020-03-13T00:01:00Z,2020-03-12T23:50:00Z,2020-03-13T00:58:11Z
GTH718,N718PM,A99B16,GLF4,ZZZ,LGIR,EGGW,2020-03-13T00:01:00Z,2020-03-12T23:32:00Z,2020-03-13T03:19:09Z
N1F,N1F,A0007F,GLF6,ZZZ,KHOU,LFLL,2020-03-13T00:01:00Z,2020-03-13T00:05:00Z,2020-03-13T08:51:02Z
UTN5735,URAZF,508421,B738,UTN,UKHH,HESH,2020-03-13T00:05:00Z,2020-03-13T00:02:00Z,2020-03-13T03:57:29Z
NPT11M,GJMCU,406C76,B733,NPT,EGPH,EGSS,2020-03-13T00:05:00Z,2020-03-12T23:47:00Z,2020-03-13T00:48:51Z
MEA209,ODMEE,748051,A332,MEA,OLBA,LFPG,2020-03-13T00:05:00Z,2020-03-13T00:31:19Z,2020-03-13T05:07:49Z
WZZ3798,HALYD,471F7F,A320,WZZ,EGGW,LUKK,2020-03-13T00:05:00Z,2020-03-13T00:08:00Z,2020-03-13T02:46:00Z
PUE601,ECNFP,34634B,A346,PUE,LEMD,SEQM,2020-03-13T00:05:00Z,2020-03-12T23:58:00Z,2020-03-13T10:56:23Z
MSA92C,EIGHA,NA,B734,MSA,LIPO,LICC,2020-03-13T00:05:00Z,2020-03-13T00:04:00Z,2020-03-13T01:33:17Z
MNB452,TCMCC,4BB463,A306,MNB,EDDK,EGGW,2020-03-13T00:05:00Z,2020-03-12T23:40:00Z,2020-03-13T01:02:46Z
BUC31F,LZLDU,NA,MD82,BUC,LIPO,LIRF,2020-03-13T00:05:00Z,2020-03-13T00:01:00Z,2020-03-13T00:48:10Z
PGT1B,TCNBV,4BB856,A20N,PGT,HEGN,LTFJ,2020-03-13T00:05:00Z,2020-03-13T00:13:00Z,2020-03-13T02:47:00Z
BCS37B,DALET,3C70B4,B752,BCS,EBBR,EDDP,2020-03-13T00:05:00Z,2020-03-12T23:56:00Z,2020-03-13T01:05:26Z
MSA95S,SPSPC,NA,AT72,MSA,LIPO,LICA,2020-03-13T00:05:00Z,2020-03-13T00:11:00Z,2020-03-13T02:07:46Z
BCS192,LZCGP,411E28,B733,BCS,EDDP,EDDK,2020-03-13T00:05:00Z,2020-03-12T23:54:00Z,2020-03-13T00:56:50Z
NOS8403,INDOF,3004B3,B763,NOS,EDDK,LIMC,2020-03-13T00:05:00Z,2020-03-13T00:17:00Z,2020-03-13T01:35:19Z
PGT407,TCCPK,NA,B738,PGT,OMAA,LTFJ,2020-03-13T00:05:00Z,2020-03-13T00:01:00Z,2020-03-13T04:46:00Z
FIN6,OHLTM,461F06,A333,FIN,KJFK,EFHK,2020-03-13T00:05:00Z,2020-03-12T23:58:00Z,2020-03-13T07:50:51Z
UAE41P,A6EEL,89618B,A388,UAE,KSFO,OMDB,2020-03-13T00:05:00Z,2020-03-13T00:20:00Z,2020-03-13T15:12:34Z
ELY018,4XEDF,7380C5,B789,ELY,KMIA,LLBG,2020-03-13T00:05:00Z,2020-03-13T00:38:00Z,2020-03-13T12:11:00Z
