FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
AZD094,HBAMC,4B013A,AT43,AZD,ESSA,ESNU,2020-01-30T00:00:00Z,2020-01-29T23:37:15Z,2020-01-30T01:05:04Z
WIF78C,LNWIG,NA,DH8A,WIF,ENVD,ENKR,2020-01-30T00:00:00Z,2020-01-29T23:50:10Z,2020-01-30T00:04:58Z
RCH141,40070A,AE07E4,C17,RCH,KPOB,LEMO,2020-01-30T00:00:00Z,2020-01-30T00:05:50Z,2020-01-30T08:14:43Z
UAL999,N12005,A05628,B78X,UAL,KEWR,EBBR,2020-01-30T00:00:00Z,2020-01-30T00:01:00Z,2020-01-30T06:43:05Z
ABB5961,OOABB,448442,A343,ZZZ,TFFR,EBCI,2020-01-30T00:00:00Z,2020-01-30T00:02:48Z,2020-01-30T07:43:19Z
UAL909,N647UA,A880FF,B763,UAL,KORD,EHAM,2020-01-30T00:00:00Z,2020-01-30T00:05:00Z,2020-01-30T08:04:29Z
IBE6653,ECINO,34164A,A346,IBE,LEMD,SPJC,2020-01-30T00:00:00Z,2020-01-30T00:00:00Z,2020-01-30T11:56:51Z
IGO011,VTIUD,800D58,A21N,IGO,VIDP,LTFM,2020-01-30T00:00:00Z,2020-01-29T23:59:20Z,2020-01-30T06:52:00Z
DAL1,N826MH,AB4840,B764,DAL,KJFK,EGLL,2020-01-30T00:00:00Z,2020-01-29T23:36:00Z,2020-01-30T06:33:59Z
AAL740,N288AY,A2EBCA,A332,AAL,KPHL,LEMD,2020-01-30T00:00:00Z,2020-01-29T23:47:00Z,2020-01-30T06:48:12Z
MSA56B,EIGHC,NA,B734,MSA,LIPO,LIBD,2020-01-30T00:01:00Z,2020-01-30T00:10:00Z,2020-01-30T01:14:18Z
KLM672,PHAOA,48440F,A332,KLM,CYUL,EHAM,2020-01-30T00:01:00Z,2020-01-30T00:17:57Z,2020-01-30T06:36:02Z
HVN31,NA,8880F7,B789,HVN,VVTS,EDDF,2020-01-30T00:01:00Z,2020-01-29T17:05:34Z,2020-01-30T05:21:22Z
AVA016,N781AV,AA9451,B788,AVA,SKRG,LEMD,2020-01-30T00:03:00Z,2020-01-30T00:12:07Z,2020-01-30T09:04:20Z
UTN5733,URAZE,50840A,B738,UTN,UKHH,HESH,2020-01-30T00:05:00Z,2020-01-29T23:55:00Z,2020-01-30T03:57:48Z
MEA209,ODMEE,748051,A332,MEA,OLBA,LFPG,2020-01-30T00:05:00Z,2020-01-30T00:14:24Z,2020-01-30T05:04:18Z
MSA92C,EIGHA,NA,B734,MSA,LIPO,LICC,2020-01-30T00:05:00Z,2020-01-30T00:19:28Z,2020-01-30T01:38:29Z
MSA95S,SPSPC,NA,AT72,MSA,LIPO,LICA,2020-01-30T00:05:00Z,2020-01-30T00:41:00Z,2020-01-30T02:35:57Z
FIN6,OHLTU,461F0E,A333,FIN,KJFK,EFHK,2020-01-30T00:05:00Z,2020-01-29T23:50:00Z,2020-01-30T07:54:19Z
PGT531,TCCRE,NA,B738,PGT,OMRK,LTFJ,2020-01-30T00:05:00Z,2020-01-30T00:04:00Z,2020-01-30T05:18:00Z
BCS192,LZCGT,451DAD,B734,BCS,EDDP,EDDK,2020-01-30T00:05:00Z,2020-01-30T00:01:00Z,2020-01-30T01:02:03Z
SWT5GL,ECJKH,3422D7,E120,SWT,EGSS,EGPF,2020-01-30T00:05:00Z,2020-01-30T00:01:00Z,2020-01-30T01:36:12Z
MSA31F,LZLDU,NA,MD82,MSA,LIPO,LIRF,2020-01-30T00:05:00Z,2020-01-30T00:08:00Z,2020-01-30T00:51:54Z
CRL919,FHBIL,39850B,A332,CRL,KMIA,LFPO,2020-01-30T00:05:00Z,2020-01-30T00:16:00Z,2020-01-30T08:25:22Z
BCS37B,DALEQ,3C70B1,B752,BCS,EBBR,EDDP,2020-01-30T00:05:00Z,2020-01-30T00:04:06Z,2020-01-30T01:20:52Z
PGT7137,TCDCB,NA,A320,PGT,OKBK,LTFJ,2020-01-30T00:05:00Z,2020-01-29T23:31:00Z,2020-01-30T03:40:00Z
THY6610,TCJOZ,4BA9FA,A332,THY,LTBA,UAAA,2020-01-30T00:05:00Z,2020-01-29T23:50:00Z,2020-01-30T04:57:11Z
UAE230,A6EQA,896450,B77W,UAE,KSEA,OMDB,2020-01-30T00:05:00Z,2020-01-30T00:05:37Z,2020-01-30T13:54:09Z
UAE41P,A6EET,896193,A388,UAE,KSFO,OMDB,2020-01-30T00:05:00Z,2020-01-30T00:16:00Z,2020-01-30T15:25:34Z
AFR733,FGSPD,3949E3,B772,AFR,MDSD,LFPG,2020-01-30T00:05:00Z,2020-01-30T00:06:26Z,2020-01-30T08:05:32Z
WRC7663,URWRV,508406,A321,WRC,UKBB,HEGN,2020-01-30T00:05:00Z,2020-01-30T00:09:00Z,2020-01-30T03:52:18Z
DLH485,DAIGT,3C64F4,A343,DLH,MPTO,EDDF,2020-01-30T00:05:00Z,2020-01-30T00:07:48Z,2020-01-30T10:09:43Z
