FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
AZD094,HBAMC,4B013A,AT43,AZD,ESSA,ESNU,2020-02-13T00:00:00Z,2020-02-12T23:32:00Z,2020-02-13T00:58:18Z
KRP3206,YRFZA,NA,F100,KRP,LIMC,LIRN,2020-02-13T00:00:00Z,2020-02-13T00:08:00Z,2020-02-13T01:21:52Z
MFLCN,MFLCN,43EAD4,F2TH,ZZZ,KCEF,LIML,2020-02-13T00:00:00Z,2020-02-13T00:20:24Z,2020-02-13T07:16:38Z
MYGIG,MYGIG,424B1F,GLF6,ZZZ,VHHH,EGGW,2020-02-13T00:00:00Z,2020-02-12T23:55:22Z,2020-02-13T12:20:51Z
N400J,N400J,A4AD69,GLF6,ZZZ,KTTN,EGGW,2020-02-13T00:00:00Z,2020-02-12T23:53:00Z,2020-02-13T05:43:05Z
UAL999,N12003,A05626,B78X,UAL,KEWR,EBBR,2020-02-13T00:00:00Z,2020-02-13T00:03:00Z,2020-02-13T06:32:35Z
ABB5961,OOABB,448442,A343,ABB,TFFR,EBCI,2020-02-13T00:00:00Z,2020-02-12T23:56:00Z,2020-02-13T08:13:38Z
FHADT,FHADT,NA,C510,ZZZ,LFBO,LFLY,2020-02-13T00:00:00Z,2020-02-12T23:42:00Z,2020-02-13T00:34:52Z
IGO011,VTIUC,800D57,A21N,IGO,VIDP,LTFM,2020-02-13T00:00:00Z,2020-02-13T00:04:17Z,2020-02-13T07:16:00Z
UAL909,N646UA,A87D48,B763,UAL,KORD,EHAM,2020-02-13T00:00:00Z,2020-02-12T23:53:00Z,2020-02-13T08:08:53Z
FHUNK,FHUNK,NA,P180,ZZZ,LFLY,LFLC,2020-02-13T00:00:00Z,2020-02-13T00:00:00Z,2020-02-13T00:38:25Z
DAL1,N836MH,AB6FBF,B764,DAL,KJFK,EGLL,2020-02-13T00:00:00Z,2020-02-12T23:48:00Z,2020-02-13T06:42:00Z
ETH3724,ETARH,04008A,B77L,ETH,HAAB,EBBR,2020-02-13T00:00:00Z,2020-02-13T00:04:08Z,2020-02-13T08:01:20Z
MSA56B,EIGHC,NA,B734,MSA,LIPO,LIBD,2020-02-13T00:01:00Z,2020-02-13T00:03:00Z,2020-02-13T01:07:54Z
CLX6353,LXVCG,4D0107,B748,CLX,UNNT,ELLX,2020-02-13T00:01:00Z,2020-02-13T00:18:00Z,2020-02-13T06:32:55Z
FEG3087,SUTMJ,0101CE,B738,FEG,HEGN,LFLL,2020-02-13T00:01:00Z,2020-02-12T23:46:00Z,2020-02-13T05:03:29Z
TWY64,N64NY,A86425,GLEX,ZZZ,KOPF,LSGG,2020-02-13T00:01:00Z,2020-02-13T00:00:00Z,2020-02-13T08:20:45Z
KLM672,PHAOE,484444,A332,KLM,CYUL,EHAM,2020-02-13T00:01:00Z,2020-02-13T00:15:00Z,2020-02-13T06:32:59Z
WZZ2498,HALVE,471F32,A21N,WZZ,LCLK,LHBP,2020-02-13T00:02:00Z,2020-02-12T23:29:00Z,2020-02-13T02:36:32Z
AVA016,N782AV,AA9808,B788,AVA,SKRG,LEMD,2020-02-13T00:03:00Z,2020-02-13T00:27:23Z,2020-02-13T09:53:10Z
MEA209,ODMEB,748019,A332,MEA,OLBA,LFPG,2020-02-13T00:05:00Z,2020-02-13T00:15:06Z,2020-02-13T05:19:30Z
SWT5GL,ECJKH,3422D7,E120,SWT,EGSS,EGPF,2020-02-13T00:05:00Z,2020-02-12T23:51:00Z,2020-02-13T01:17:18Z
DLH1307,DAILH,3C6588,A319,DLH,OLBA,EDDF,2020-02-13T00:05:00Z,2020-02-12T23:53:03Z,2020-02-13T04:40:15Z
MSA92C,EIGHA,NA,B734,MSA,LIPO,LICC,2020-02-13T00:05:00Z,2020-02-12T23:53:00Z,2020-02-13T01:17:05Z
MSA95S,SPSPC,NA,AT72,MSA,LIPO,LICA,2020-02-13T00:05:00Z,2020-02-13T00:30:00Z,2020-02-13T02:33:50Z
HFY630,9HSOL,4D218B,A343,HFY,KJFK,EBMB,2020-02-13T00:05:00Z,2020-02-12T23:50:36Z,2020-02-13T06:39:07Z
BRU736,EW437PA,NA,B738,BRU,UGTB,UMMS,2020-02-13T00:05:00Z,2020-02-13T00:12:00Z,2020-02-13T03:01:00Z
FIN6,OHLTS,461F0C,A333,FIN,KJFK,EFHK,2020-02-13T00:05:00Z,2020-02-12T23:53:00Z,2020-02-13T07:38:33Z
MSA31F,LZLDU,NA,MD82,MSA,LIPO,LIRF,2020-02-13T00:05:00Z,2020-02-12T23:56:00Z,2020-02-13T00:42:52Z
UAE41P,A6EEU,896194,A388,UAE,KSFO,OMDB,2020-02-13T00:05:00Z,2020-02-13T00:18:00Z,2020-02-13T15:23:05Z
UAE230,A6EQC,896452,B77W,UAE,KSEA,OMDB,2020-02-13T00:05:00Z,2020-02-13T00:08:00Z,2020-02-13T14:46:20Z
BCS37B,DALET,3C70B4,B752,BCS,EBBR,EDDP,2020-02-13T00:05:00Z,2020-02-13T00:00:00Z,2020-02-13T01:15:02Z
BCS192,LZCGS,451D99,B734,BCS,EDDP,EDDK,2020-02-13T00:05:00Z,2020-02-13T00:02:00Z,2020-02-13T01:03:02Z
CRL919,FHZEN,39E48D,A333,CRL,KMIA,LFPO,2020-02-13T00:05:00Z,2020-02-13T00:05:00Z,2020-02-13T08:18:36Z
AFR733,FGSPZ,3949F9,B772,AFR,MDSD,LFPG,2020-02-13T00:05:00Z,2020-02-13T00:24:26Z,2020-02-13T09:02:17Z
SQP7153,URSQC,508405,B738,SQP,UKDE,HESH,2020-02-13T00:05:00Z,2020-02-13T00:01:00Z,2020-02-13T03:30:50Z
WRC7663,URWRJ,50822C,A321,WRC,UKBB,HEGN,2020-02-13T00:05:00Z,2020-02-12T23:58:00Z,2020-02-13T03:22:41Z
QTR708,A7BEQ,06A2B5,B77W,QTR,KIAD,OTHH,2020-02-13T00:05:00Z,2020-02-12T23:52:00Z,2020-02-13T11:35:32Z
THY3AR,TCJHL,NA,B738,THY,UWKD,LTFM,2020-02-13T00:05:00Z,2020-02-12T23:52:00Z,2020-02-13T03:39:00Z
SVA171,HZASC,71007C,A320,SVA,OERK,EDDM,2020-02-13T00:05:00Z,2020-02-13T00:07:07Z,2020-02-13T06:36:30Z
