FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
UTN3231,URAZE,50840A,B738,UTN,UKLL,HESH,2020-01-28T00:05:00Z,2020-01-28T00:12:00Z,2020-01-28T04:02:49Z
MEA209,ODMEE,748051,A332,MEA,OLBA,LFPG,2020-01-28T00:05:00Z,2020-01-28T00:12:03Z,2020-01-28T04:55:23Z
AUI374,URPSJ,508302,B739,AUI,OMDB,LCLK,2020-01-28T00:05:00Z,2020-01-28T00:46:00Z,2020-01-28T05:09:37Z
MSA92C,EIGHB,NA,B734,MSA,LIPO,LICC,2020-01-28T00:05:00Z,2020-01-27T23:52:00Z,2020-01-28T01:19:02Z
PGT1B,TCNBU,4BB855,A20N,PGT,HEGN,LTFJ,2020-01-28T00:05:00Z,2020-01-27T23:41:00Z,2020-01-28T02:13:00Z
N933EY,N933EY,ACF149,GLEX,ZZZ,KMMU,EGSS,2020-01-28T00:05:00Z,2020-01-27T23:45:00Z,2020-01-28T06:04:02Z
MSA31F,LZLDU,NA,MD82,MSA,LIPO,LIRF,2020-01-28T00:05:00Z,2020-01-28T00:05:00Z,2020-01-28T00:52:26Z
BCS192,LZCGR,451E2B,B734,BCS,EDDP,EDDK,2020-01-28T00:05:00Z,2020-01-27T23:54:00Z,2020-01-28T00:54:41Z
CRL919,FHBIL,39850B,A332,CRL,KMIA,LFPO,2020-01-28T00:05:00Z,2020-01-28T00:29:00Z,2020-01-28T08:31:21Z
THY3AR,TCJZF,NA,B738,THY,UWKD,LTFM,2020-01-28T00:05:00Z,2020-01-27T23:57:00Z,2020-01-28T03:44:00Z
UAE41P,A6EOG,8963E4,A388,UAE,KSFO,OMDB,2020-01-28T00:05:00Z,2020-01-28T00:20:00Z,2020-01-28T15:29:05Z
UAE230,A6EPW,89644C,B77W,UAE,KSEA,OMDB,2020-01-28T00:05:00Z,2020-01-28T00:11:56Z,2020-01-28T14:18:36Z
FIN6,OHLTP,461F09,A333,FIN,KJFK,EFHK,2020-01-28T00:05:00Z,2020-01-27T23:38:00Z,2020-01-28T07:49:47Z
ELY018,4XEDI,7380C7,B789,ELY,KMIA,LLBG,2020-01-28T00:05:00Z,2020-01-28T00:36:00Z,2020-01-28T11:43:00Z
SQP7003,URSQE,50841C,B737,SQP,UKBB,HEGN,2020-01-28T00:05:00Z,2020-01-28T00:08:00Z,2020-01-28T03:49:35Z
DCDSO,DCDSO,3CC9CE,C550,ZZZ,EDDN,EDDL,2020-01-28T00:05:00Z,2020-01-28T00:25:00Z,2020-01-28T01:26:24Z
VIR110,GVINE,40655D,A333,VIR,KATL,EGCC,2020-01-28T00:05:00Z,2020-01-27T23:57:00Z,2020-01-28T07:21:51Z
RAM329,CNROW,NA,B763,RAM,GMMN,GABS,2020-01-28T00:05:00Z,2020-01-28T00:14:00Z,2020-01-28T03:15:37Z
MEA571,ODMEA,748017,A332,MEA,OLBA,DNMM,2020-01-28T00:05:00Z,2020-01-28T00:09:04Z,2020-01-28T07:03:47Z
QTR714,A7ANH,06A124,A35K,QTR,KIAH,OTHH,2020-01-28T00:05:00Z,2020-01-28T00:27:37Z,2020-01-28T13:59:28Z
VIR90R,GVWND,4074FE,A332,VIR,TLPL,EGKK,2020-01-28T00:05:00Z,2020-01-28T00:18:55Z,2020-01-28T08:08:54Z
QTR708,A7BEW,06A2C6,B77W,QTR,KIAD,OTHH,2020-01-28T00:05:00Z,2020-01-27T23:42:00Z,2020-01-28T11:47:43Z
AZU8756,PRAIZ,E4904C,A332,AZU,SBKP,LPPR,2020-01-28T00:05:00Z,2020-01-28T00:06:00Z,2020-01-28T09:50:36Z
WZZ2498,HALVE,471F32,A21N,WZZ,LCLK,LHBP,2020-01-28T00:07:00Z,2020-01-28T00:15:00Z,2020-01-28T03:04:20Z
DAL404,N1607B,A0F4FD,B763,DAL,KBOS,LFPG,2020-01-28T00:08:00Z,2020-01-28T00:07:48Z,2020-01-28T06:31:31Z
MSA61P,OYYBU,NA,AT72,MSA,LIPO,LICJ,2020-01-28T00:10:00Z,2020-01-28T00:08:00Z,2020-01-28T02:05:00Z
MCLHL,MCLHL,424B36,CL60,ZZZ,EVRA,EGGW,2020-01-28T00:10:00Z,2020-01-28T00:21:00Z,2020-01-28T03:00:18Z
ETR895,9HSOL,4D218B,A343,ZZZ,SVMI,LEMD,2020-01-28T00:10:00Z,2020-01-28T00:06:00Z,2020-01-28T08:21:07Z
TAY4805,OEIAU,4403F4,B734,TAY,EBLG,EDDN,2020-01-28T00:10:00Z,2020-01-28T00:04:42Z,2020-01-28T01:01:25Z
TAY4128,OOTFC,NA,B752,TAY,LFPG,LFML,2020-01-28T00:10:00Z,2020-01-28T00:26:00Z,2020-01-28T01:39:04Z
PGT1723,TCCPG,4B8E07,B738,PGT,UKBB,LTAC,2020-01-28T00:10:00Z,2020-01-28T00:10:00Z,2020-01-28T02:10:00Z
RAM1514,CNRGE,NA,B738,RAM,DTTA,GMFO,2020-01-28T00:10:00Z,2020-01-28T00:58:00Z,2020-01-28T02:47:36Z
TAR6003,TSIMU,02A194,A320,TAR,DTTJ,OEMA,2020-01-28T00:10:00Z,2020-01-28T00:17:00Z,2020-01-28T04:01:20Z
PGT94Q,TCAIS,4B8533,B738,PGT,EDDK,LTFJ,2020-01-28T00:10:00Z,2020-01-28T00:04:00Z,2020-01-28T03:04:00Z
KLM724,PHAOM,484CC6,A332,KLM,MUHA,EHAM,2020-01-28T00:10:00Z,2020-01-28T00:03:24Z,2020-01-28T08:40:51Z
THY5594,TCJRF,4BAA46,A321,THY,LTFM,LTCB,2020-01-28T00:10:00Z,2020-01-28T00:18:00Z,2020-01-28T01:53:17Z
KLM734,PHAOE,484444,A332,KLM,TNCC,EHAM,2020-01-28T00:10:00Z,2020-01-28T00:06:48Z,2020-01-28T09:00:09Z
BCS93C,GBMRI,40066B,B752,BCS,EDDP,EGNX,2020-01-28T00:10:00Z,2020-01-28T00:14:00Z,2020-01-28T01:57:37Z
IBE6124,ECLUB,344304,A333,IBE,KMIA,LEMD,2020-01-28T00:10:00Z,2020-01-28T00:08:00Z,2020-01-28T07:57:01Z
4XCOZ,4XCOZ,NA,C550,ZZZ,HESH,LLBG,2020-01-28T00:10:00Z,2020-01-28T00:39:00Z,2020-01-28T01:47:00Z
QTR756,A7BBF,06A076,B77L,QTR,KATL,OTHH,2020-01-28T00:10:00Z,2020-01-28T00:04:00Z,2020-01-28T12:53:07Z
BAW71F,GCIVW,4006AD,B744,BAW,KSFO,EGLL,2020-01-28T00:10:00Z,2020-01-28T00:06:00Z,2020-01-28T09:54:29Z
AAL92,N800AN,AAE1EA,B788,AAL,KPHL,LSZH,2020-01-28T00:10:00Z,2020-01-27T23:53:00Z,2020-01-28T07:02:47Z
AAL50,N720AN,A9A399,B77W,AAL,KDFW,EGLL,2020-01-28T00:10:00Z,2020-01-28T00:14:00Z,2020-01-28T08:44:09Z
AFL2119,RA89109,155C15,SU95,AFL,EVRA,UUEE,2020-01-28T00:15:00Z,2020-01-28T00:05:00Z,2020-01-28T01:41:00Z
LOG772,GLGNM,405409,SF34,LOG,EGPH,EGAA,2020-01-28T00:15:00Z,2020-01-28T00:06:00Z,2020-01-28T00:53:50Z
AMC725,9HNEB,4D21DB,A20N,AMC,GMMN,LMML,2020-01-28T00:15:00Z,2020-01-27T23:55:00Z,2020-01-28T03:03:08Z
MSA79N,OYYAB,NA,AT72,MSA,LIPO,LIRN,2020-01-28T00:15:00Z,2020-01-28T00:10:00Z,2020-01-28T01:39:29Z
THY8AK,TCLSJ,NA,A21N,THY,ORBI,LTFM,2020-01-28T00:15:00Z,2020-01-27T23:57:19Z,2020-01-28T03:05:00Z
TAY4872,OEIAC,4409AD,B734,TAY,EBLG,EGSS,2020-01-28T00:15:00Z,2020-01-28T00:14:37Z,2020-01-28T01:14:25Z
PUE302,ECNFQ,NA,A346,PUE,SPJC,LEMD,2020-01-28T00:15:00Z,2020-01-28T00:40:00Z,2020-01-28T11:43:47Z
SOW3,OEFRS,440871,C25A,SOW,EDDN,LOWW,2020-01-28T00:15:00Z,2020-01-27T23:53:00Z,2020-01-28T00:50:18Z
TAY4123,FGIXC,NA,B733,TAY,LFPG,LFBO,2020-01-28T00:15:00Z,2020-01-28T00:14:00Z,2020-01-28T01:28:20Z
PGT691,TCCRA,4B8E41,B738,PGT,OERK,LTFJ,2020-01-28T00:15:00Z,2020-01-27T23:46:00Z,2020-01-28T04:05:20Z
AFR355,FGSPU,3949F4,B772,AFR,KSEA,LFPG,2020-01-28T00:15:00Z,2020-01-28T00:26:21Z,2020-01-28T09:31:59Z
OAE700,N423AX,A506DA,B763,OAE,LRBS,OAKB,2020-01-28T00:15:00Z,2020-01-28T00:18:00Z,2020-01-28T04:50:19Z
SQP7119,URSQJ,50843D,B739,SQP,UKBB,HESH,2020-01-28T00:15:00Z,2020-01-28T00:47:00Z,2020-01-28T04:46:23Z
FWI607,FORLY,3A4578,A333,FWI,MDPC,LFPO,2020-01-28T00:15:00Z,2020-01-28T00:57:04Z,2020-01-28T08:46:22Z
TAP1510,CSTVG,4952C7,A20N,TAP,DIAP,LPPT,2020-01-28T00:15:00Z,2020-01-28T00:16:00Z,2020-01-28T05:41:21Z
RCH931,60004A,AE07EE,C17,RCH,ETAR,OKBK,2020-01-28T00:19:00Z,2020-01-28T00:22:00Z,2020-01-28T06:32:03Z
SWN502,SEKXP,4AAF10,ATP,SWN,EGNX,EGAA,2020-01-28T00:20:00Z,2020-01-28T00:07:00Z,2020-01-28T01:16:00Z
NPT4817,GNPTA,407477,B738,NPT,EBLG,EDDV,2020-01-28T00:20:00Z,2020-01-28T00:29:00Z,2020-01-28T01:26:16Z
INI114H,ECHGI,NA,C550,ZZZ,LEBZ,LEMD,2020-01-28T00:20:00Z,2020-01-28T00:37:00Z,2020-01-28T01:20:58Z
PGT667,TCDCE,NA,A320,PGT,ORMM,LTFJ,2020-01-28T00:20:00Z,2020-01-27T23:44:00Z,2020-01-28T03:12:00Z
PGT1703,TCCPI,NA,B738,PGT,ORER,LTAC,2020-01-28T00:20:00Z,2020-01-28T00:16:19Z,2020-01-28T02:08:00Z
OAE587,N828AX,NA,B772,OAE,EINN,KGRK,2020-01-28T00:20:00Z,2020-01-28T00:18:00Z,2020-01-28T09:26:28Z
CRL925,FHSUN,39CA8D,B744,CRL,TFFF,LFPO,2020-01-28T00:20:00Z,2020-01-28T00:23:17Z,2020-01-28T07:58:20Z
THY159,TCJPI,4BAA09,A320,THY,OEJN,LTFJ,2020-01-28T00:20:00Z,2020-01-28T00:50:00Z,2020-01-28T04:25:00Z
BAW282,GBYGA,4006B1,B744,BAW,KLAX,EGLL,2020-01-28T00:20:00Z,2020-01-28T00:57:09Z,2020-01-28T10:58:31Z
UAL81,N652UA,A895EB,B763,UAL,KEWR,EGCC,2020-01-28T00:20:00Z,2020-01-28T00:16:00Z,2020-01-28T06:43:46Z
NPT5745,GJMCJ,NA,B734,NPT,LFPG,LFMT,2020-01-28T00:25:00Z,2020-01-28T00:14:00Z,2020-01-28T01:31:50Z
NPT5629,GJMCM,NA,B733,NPT,LFPG,LFBO,2020-01-28T00:25:00Z,2020-01-28T00:18:00Z,2020-01-28T01:34:19Z
WUK4SJ,HALWP,471F57,A320,WUK,EGGW,LUKK,2020-01-28T00:25:00Z,2020-01-28T00:22:00Z,2020-01-28T03:16:00Z
DLH1307,DAISH,3C6668,A321,DLH,OLBA,EDDF,2020-01-28T00:25:00Z,2020-01-28T00:06:07Z,2020-01-28T04:37:48Z
LWA101,5AWLC,01808F,A319,ZZZ,LTFM,HLMS,2020-01-28T00:25:00Z,2020-01-28T00:20:00Z,2020-01-28T03:58:32Z
MSA95S,SPSPC,NA,AT72,MSA,LIPO,LICA,2020-01-28T00:25:00Z,2020-01-28T00:29:00Z,2020-01-28T02:25:03Z
THY70,TCJJN,4BA94E,B77W,THY,LTFM,VHHH,2020-01-28T00:25:00Z,2020-01-28T00:16:00Z,2020-01-28T09:16:50Z
EDW35Y,HBJHR,4B188B,A333,EDW,MDPC,LSZH,2020-01-28T00:25:00Z,2020-01-28T00:43:46Z,2020-01-28T09:32:41Z
FPO843T,FGIXT,NA,B733,FPO,LFPG,LFLL,2020-01-28T00:25:00Z,2020-01-28T00:17:00Z,2020-01-28T01:15:39Z
BCS37B,DAEAA,3C5421,A306,BCS,EBBR,EDDP,2020-01-28T00:25:00Z,2020-01-28T00:18:00Z,2020-01-28T01:27:16Z
TAP088,CSTUO,4952AF,A339,TAP,SBGR,LPPT,2020-01-28T00:25:00Z,2020-01-28T00:35:00Z,2020-01-28T09:56:43Z
AFL103,VQBQC,424574,B77W,AFL,KJFK,UUEE,2020-01-28T00:25:00Z,2020-01-28T00:02:00Z,2020-01-28T08:54:32Z
ACA832,CFNOE,C023C5,B789,ACA,CYUL,EBBR,2020-01-28T00:25:00Z,2020-01-28T00:51:16Z,2020-01-28T07:00:07Z
TAP1522,CSTVA,4952C1,A20N,TAP,DGAA,LPPT,2020-01-28T00:25:00Z,2020-01-28T00:23:00Z,2020-01-28T06:00:53Z
RCH220,77185A,AE20C6,C17,RCH,ETAR,OKAS,2020-01-28T00:25:00Z,2020-01-28T00:34:00Z,2020-01-28T06:44:33Z
BAW17V,GCIVP,400691,B744,BAW,KDEN,EGLL,2020-01-28T00:25:00Z,2020-01-28T02:00:00Z,2020-01-28T10:39:58Z
DAL90,N841MH,AB84AB,B764,DAL,KATL,EDDL,2020-01-28T00:25:00Z,2020-01-28T00:38:00Z,2020-01-28T08:34:57Z
BAW176A,GCIVS,4006A9,B744,BAW,KJFK,EGLL,2020-01-28T00:25:00Z,2020-01-28T00:04:00Z,2020-01-28T06:47:37Z
AAL174,N777AN,AA8315,B772,AAL,KRDU,EGLL,2020-01-28T00:25:00Z,2020-01-28T00:23:00Z,2020-01-28T07:17:29Z
SRR761P,OYSRL,45CE4C,B762,SRR,EDDP,EDDK,2020-01-28T00:30:00Z,2020-01-28T00:38:00Z,2020-01-28T01:35:17Z
NPT12B,GCKUZ,407504,B734,NPT,EGNX,EGPH,2020-01-28T00:30:00Z,2020-01-28T00:30:00Z,2020-01-28T01:18:02Z
SZN403,9HSZN,4D21C5,A339,ZZZ,GOBD,LFPG,2020-01-28T00:30:00Z,2020-01-28T00:31:08Z,2020-01-28T06:02:19Z
KTK111,VQBZY,42444A,B77W,KTK,UUWW,MMUN,2020-01-28T00:30:00Z,2020-01-28T01:05:00Z,2020-01-28T13:17:25Z
AFR990,FHPJD,39BD23,A388,AFR,LFPG,FAOR,2020-01-28T00:30:00Z,2020-01-28T00:38:00Z,2020-01-28T10:45:46Z
NRS18U,GCKWE,4074D5,B789,NRS,KJFK,EGKK,2020-01-28T00:30:00Z,2020-01-28T00:53:00Z,2020-01-28T07:20:43Z
PGT657,TCCPK,NA,B738,PGT,ORBI,LTFJ,2020-01-28T00:30:00Z,2020-01-28T00:05:47Z,2020-01-28T02:57:00Z
ABR1551,EISTM,4CA8AD,B734,ABR,EGNX,EDDP,2020-01-28T00:30:00Z,2020-01-28T00:24:00Z,2020-01-28T02:02:39Z
EIN1HL,EILRA,4CA9BA,A21N,EIN,KBOS,EINN,2020-01-28T00:30:00Z,2020-01-28T00:08:39Z,2020-01-28T05:34:37Z
SVW55HS,LXPHS,4D0206,GLF5,SVW,LEMG,UUWW,2020-01-28T00:30:00Z,2020-01-28T00:27:00Z,2020-01-28T05:03:08Z
GTI8130,N409MC,A4CF26,B744,GTI,KPOB,EDFH,2020-01-28T00:30:00Z,2020-01-27T23:47:33Z,2020-01-28T07:02:52Z
DJT101,FHBUZ,398699,A21N,DJT,KEWR,LFPO,2020-01-28T00:30:00Z,2020-01-28T00:26:00Z,2020-01-28T07:26:03Z
AFR333,FHRBA,39C420,B789,AFR,KBOS,LFPG,2020-01-28T00:30:00Z,2020-01-28T00:18:00Z,2020-01-28T06:33:21Z
IBE2601,ECMYA,346045,A332,IBE,LEBL,SAEZ,2020-01-28T00:30:00Z,2020-01-28T00:13:00Z,2020-01-28T13:19:31Z
QTR726,A7BET,06A2B8,B77W,QTR,KORD,OTHH,2020-01-28T00:30:00Z,2020-01-28T00:38:00Z,2020-01-28T13:26:33Z
BAW25K,GVIIP,4006C2,B772,BAW,MKJP,EGKK,2020-01-28T00:30:00Z,2020-01-28T01:07:07Z,2020-01-28T09:24:48Z
ABD398,TFAMI,4CC3C9,B744,ABD,EBLG,SVMI,2020-01-28T00:30:00Z,2020-01-28T00:24:34Z,2020-01-28T10:22:41Z
DAL140,N825MH,AB4489,B764,DAL,KJFK,EBBR,2020-01-28T00:30:00Z,2020-01-28T04:04:46Z,2020-01-28T10:49:33Z
AZG789,VQBVB,4243C3,B748,AZG,KORD,UBBB,2020-01-28T00:30:00Z,2020-01-28T00:45:00Z,2020-01-28T12:35:00Z
DAL126,N169DZ,A11380,B763,DAL,KJFK,LEMD,2020-01-28T00:32:00Z,2020-01-28T00:18:00Z,2020-01-28T07:13:23Z
DAL48,N178DZ,A13748,B763,DAL,KJFK,EHAM,2020-01-28T00:33:00Z,2020-01-28T00:17:00Z,2020-01-28T07:24:22Z
BRU740,EW253PA,NA,B735,BRU,UBBB,UMMS,2020-01-28T00:35:00Z,2020-01-28T00:39:00Z,2020-01-28T04:10:00Z
CXI9105,TCTJO,4BD14F,B738,CXI,GBYD,EDDM,2020-01-28T00:35:00Z,2020-01-28T00:24:00Z,2020-01-28T06:34:32Z
PGT401,TCNCC,NA,A20N,PGT,URMG,LTFJ,2020-01-28T00:35:00Z,2020-01-28T00:25:00Z,2020-01-28T02:48:00Z
FPO701,FGZTJ,NA,B734,FPO,LFPG,LFML,2020-01-28T00:35:00Z,2020-01-28T00:29:00Z,2020-01-28T01:44:52Z
AAR551,HL7700,NA,B772,AAR,RKSI,LTFM,2020-01-28T00:35:00Z,2020-01-28T00:45:00Z,2020-01-28T12:16:00Z
AEA015,ECLXR,34444F,A333,AEA,LEMD,MHLM,2020-01-28T00:35:00Z,2020-01-28T00:31:00Z,2020-01-28T12:16:28Z
SVR891,VQBCX,424926,A321,SVR,UUDD,OMDB,2020-01-28T00:35:00Z,2020-01-28T00:35:00Z,2020-01-28T05:14:37Z
DLH465,DABVM,3C4ACD,B744,DLH,KMCO,EDDF,2020-01-28T00:35:00Z,2020-01-28T00:44:00Z,2020-01-28T08:55:58Z
UAL23,N91007,AC9923,B78X,UAL,KEWR,EIDW,2020-01-28T00:35:00Z,2020-01-28T00:21:00Z,2020-01-28T06:16:15Z
THY712,TCJOM,4BA9ED,A333,THY,LTFM,VGHS,2020-01-28T00:35:00Z,2020-01-28T00:36:00Z,2020-01-28T07:47:22Z
VIR78,GVLNM,4075CF,A332,VIR,TBPB,EGCC,2020-01-28T00:35:00Z,2020-01-28T01:04:32Z,2020-01-28T08:54:45Z
CMB521,N662GT,A8BC4F,B763,CMB,KPSM,EPPW,2020-01-28T00:35:00Z,2020-01-28T00:40:00Z,2020-01-28T07:44:00Z
THY8DM,TCJNS,4BA9D3,A333,THY,OJAI,LTFM,2020-01-28T00:35:00Z,2020-01-28T00:28:26Z,2020-01-28T02:31:00Z
ETH407,ETAOB,04003B,B738,ETH,OLBA,HAAB,2020-01-28T00:35:00Z,2020-01-28T00:41:34Z,2020-01-28T04:45:57Z
DAL258,N801NW,AAE6D5,A333,DAL,KBOS,EHAM,2020-01-28T00:35:00Z,2020-01-28T00:43:10Z,2020-01-28T07:12:05Z
DLH447,DABTK,3C4A8B,B744,DLH,KDEN,EDDF,2020-01-28T00:35:00Z,2020-01-28T01:12:00Z,2020-01-28T10:22:37Z
AAL38,N717AN,A9961B,B77W,AAL,KMIA,EGLL,2020-01-28T00:35:00Z,2020-01-28T00:39:00Z,2020-01-28T08:26:55Z
RYR8711,EIFTZ,4CA7C2,B738,RYR,LIPE,LIBD,2020-01-28T00:37:00Z,2020-01-28T00:33:00Z,2020-01-28T01:44:55Z
AVA046,N786AV,AA9F76,B788,AVA,SKBO,LEMD,2020-01-28T00:37:00Z,2020-01-28T00:54:13Z,2020-01-28T10:00:10Z
DAL30,N826MH,AB4840,B764,DAL,KATL,EGLL,2020-01-28T00:38:00Z,2020-01-28T00:52:00Z,2020-01-28T08:37:27Z
DLH693,DAIDG,3C6487,A321,DLH,OJAI,EDDF,2020-01-28T00:40:00Z,2020-01-28T00:32:00Z,2020-01-28T05:09:41Z
SWT042,ECHCF,NA,E120,SWT,ENBR,ENZV,2020-01-28T00:40:00Z,2020-01-28T00:37:00Z,2020-01-28T01:12:22Z
THY1NX,TCJPN,NA,A320,THY,UGTB,LTFM,2020-01-28T00:40:00Z,2020-01-28T00:47:00Z,2020-01-28T03:12:00Z
THY8JT,TCJRG,NA,A321,THY,LTAI,LTFM,2020-01-28T00:40:00Z,2020-01-28T00:16:00Z,2020-01-28T01:30:00Z
ABR1624,EISTJ,4CA7F9,B734,ABR,LIMC,EGMC,2020-01-28T00:40:00Z,2020-01-28T00:26:00Z,2020-01-28T02:20:21Z
RWZ7053,VPBRW,NA,A321,RWZ,UUDD,LTFM,2020-01-28T00:40:00Z,2020-01-28T00:35:36Z,2020-01-28T04:03:00Z
TAP236,CSTUE,4952A5,A339,TAP,KSFO,LPPT,2020-01-28T00:40:00Z,2020-01-28T01:03:00Z,2020-01-28T11:38:43Z
THY1DZ,TCJMJ,4BA9AA,A321,THY,LTFM,ORMM,2020-01-28T00:40:00Z,2020-01-28T00:27:00Z,2020-01-28T03:39:05Z
CLX7151,LXVCD,4D0104,B748,CLX,HKJK,EHAM,2020-01-28T00:40:00Z,2020-01-28T01:05:00Z,2020-01-28T09:41:57Z
DAL106,N829MH,AB5365,B764,DAL,KJFK,EDDF,2020-01-28T00:43:00Z,2020-01-28T00:20:00Z,2020-01-28T07:42:06Z
IMX358,HBALQ,4B012E,AT72,IMX,EGBB,EIDW,2020-01-28T00:45:00Z,2020-01-28T00:21:00Z,2020-01-28T01:27:35Z
FDB2MF,A6FEY,8963BB,B738,FDB,UGTB,OMDB,2020-01-28T00:45:00Z,2020-01-28T00:29:00Z,2020-01-28T03:17:33Z
EWG1185,OOSFP,44CCD0,A333,EWG,KMIA,EDDL,2020-01-28T00:45:00Z,2020-01-28T01:12:00Z,2020-01-28T09:37:36Z
AEG402,ESLSH,5110C8,SF34,AEG,ESGJ,EKBI,2020-01-28T00:45:00Z,2020-01-28T01:01:00Z,2020-01-28T02:01:43Z
SAM021,010041,AE11F6,B737,ZZZ,KADW,EINN,2020-01-28T00:45:00Z,2020-01-28T00:53:53Z,2020-01-28T07:02:31Z
TAY4803,EISTK,4CA7FA,B734,TAY,ESGJ,EFHK,2020-01-28T00:45:00Z,2020-01-28T00:58:00Z,2020-01-28T02:03:34Z
SWR23C,HBJHE,4B187E,A333,SWR,KJFK,LSGG,2020-01-28T00:45:00Z,2020-01-28T00:14:00Z,2020-01-28T07:36:00Z
BCS25C,GDHKR,4074F4,B752,BCS,EBBR,EDDP,2020-01-28T00:45:00Z,2020-01-28T00:42:00Z,2020-01-28T01:55:41Z
QTR8913,A7BFK,06A1E8,B77L,QTR,EBLG,OTHH,2020-01-28T00:45:00Z,2020-01-28T00:31:00Z,2020-01-28T06:16:13Z
EIN88,EICJX,NA,B752,EIN,KMSP,EIDW,2020-01-28T00:45:00Z,2020-01-28T00:33:00Z,2020-01-28T07:35:51Z
SWR65,HBJNI,4B191E,B77W,SWR,KMIA,LSZH,2020-01-28T00:45:00Z,2020-01-28T01:20:00Z,2020-01-28T09:50:40Z
THY6208,TCJOZ,NA,A332,THY,VOHS,LTBA,2020-01-28T00:45:00Z,2020-01-28T00:35:00Z,2020-01-28T08:18:00Z
AIC177,VTANS,800739,B788,AIC,VOBL,EGLL,2020-01-28T00:45:00Z,2020-01-28T00:57:00Z,2020-01-28T11:28:31Z
BAW8VA,GVIIO,4006C1,B772,BAW,TLPL,EGKK,2020-01-28T00:45:00Z,2020-01-28T00:44:58Z,2020-01-28T08:22:45Z
UAL960,N17002,A11BA0,B78X,UAL,KEWR,EDDF,2020-01-28T00:45:00Z,2020-01-28T00:31:00Z,2020-01-28T07:22:17Z
DAL408,N833MH,AB649A,B764,DAL,KJFK,LSZH,2020-01-28T00:45:00Z,2020-01-28T00:24:00Z,2020-01-28T07:44:49Z
BAW8,GSTBH,406948,B77W,BAW,RJTT,EGLL,2020-01-28T00:45:00Z,2020-01-28T01:14:00Z,2020-01-28T13:58:12Z
AMX001,XAADH,0D0A9B,B789,AMX,MMMX,LEMD,2020-01-28T00:45:00Z,2020-01-28T01:43:15Z,2020-01-28T11:23:14Z
HRK102F,752,NA,C130,ZZZ,LGSR,LGEL,2020-01-28T00:50:00Z,2020-01-28T01:05:00Z,2020-01-28T01:47:51Z
SXD18Y,DASXZ,3C0A5C,B738,SXD,LTAU,EDDL,2020-01-28T00:50:00Z,2020-01-28T01:21:00Z,2020-01-28T05:07:30Z
PGT1801,TCIZJ,4BA74A,B738,PGT,OJAI,LTAI,2020-01-28T00:50:00Z,2020-01-28T00:43:00Z,2020-01-28T02:06:00Z
PGT513,TCNBH,NA,A20N,PGT,OIIE,LTFJ,2020-01-28T00:50:00Z,2020-01-28T00:52:00Z,2020-01-28T04:14:00Z
