FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
DAL220,N196DN,A17ECD,B763,DAL,KSLC,LFPG,2020-03-01T00:00:00Z,2020-03-01T00:06:00Z,2020-03-01T09:36:51Z
DAL1,N833MH,AB649A,B764,DAL,KJFK,EGLL,2020-03-01T00:00:00Z,2020-03-01T00:20:00Z,2020-03-01T07:05:13Z
AAL740,N281AY,A2D1C9,A332,AAL,KPHL,LEMD,2020-03-01T00:00:00Z,2020-02-29T23:37:00Z,2020-03-01T05:54:34Z
AAL94,N756AM,AA305F,B772,AAL,KJFK,LEMD,2020-03-01T00:00:00Z,2020-02-29T23:38:00Z,2020-03-01T05:56:50Z
PHVBG,PHVBG,4841B4,F2TH,ZZZ,HELX,EHRD,2020-03-01T00:00:00Z,2020-02-29T23:47:00Z,2020-03-01T05:10:04Z
N888XM,N888XM,NA,GLF6,ZZZ,HESX,KTEB,2020-03-01T00:00:00Z,2020-03-01T00:16:00Z,2020-03-01T11:52:35Z
N892CH,N892CH,AC4CFC,GLF5,ZZZ,KPNE,LFPB,2020-03-01T00:00:00Z,2020-02-29T23:44:00Z,2020-03-01T06:15:30Z
VPBVG,VPBVG,NA,GLEX,ZZZ,MYNN,LSZA,2020-03-01T00:00:00Z,2020-02-29T23:41:34Z,2020-03-01T07:19:13Z
UAL999,N14011,A0A545,B78X,UAL,KEWR,EBBR,2020-03-01T00:00:00Z,2020-03-01T00:30:00Z,2020-03-01T06:54:26Z
IGO011,VTIUD,800D58,A21N,IGO,VIDP,LTFM,2020-03-01T00:00:00Z,2020-03-01T00:06:45Z,2020-03-01T06:41:00Z
UAL909,N657UA,A8A87E,B763,UAL,KORD,EHAM,2020-03-01T00:00:00Z,2020-03-01T00:10:00Z,2020-03-01T08:02:55Z
KLM672,PHAOB,484410,A332,KLM,CYUL,EHAM,2020-03-01T00:01:00Z,2020-03-01T00:03:00Z,2020-03-01T06:32:01Z
MSC387,SUBSM,010193,A320,MSC,HEGN,LYBE,2020-03-01T00:01:00Z,2020-03-01T00:11:00Z,2020-03-01T03:41:51Z
ABB5961,OOABB,448442,A343,ABB,TFFR,EBCI,2020-03-01T00:01:00Z,2020-03-01T00:07:28Z,2020-03-01T07:50:18Z
FDX5084,N856FD,ABBE23,B77L,FDX,LFPG,LIMC,2020-03-01T00:01:00Z,2020-03-01T00:13:00Z,2020-03-01T01:33:53Z
SVA171,HZASA,710070,A320,SVA,OERK,EDDM,2020-03-01T00:05:00Z,2020-03-01T00:03:36Z,2020-03-01T06:19:53Z
AZQ4727,4KAZ60,NA,IL76,AZQ,UBBB,OAKN,2020-03-01T00:05:00Z,2020-02-29T23:56:00Z,2020-03-01T02:27:58Z
AFR733,FGSPE,3949E4,B772,AFR,MDSD,LFPG,2020-03-01T00:05:00Z,2020-03-01T00:18:50Z,2020-03-01T07:55:03Z
BAW2152,GVIIV,400773,B772,BAW,TBPB,EGKK,2020-03-01T00:05:00Z,2020-03-01T00:17:22Z,2020-03-01T07:39:22Z
AAL50,N721AN,A9A750,B77W,AAL,KDFW,EGLL,2020-03-01T00:05:00Z,2020-03-01T00:04:00Z,2020-03-01T08:41:49Z
ETH407,ETASJ,040104,B738,ETH,OLBA,HAAB,2020-03-01T00:05:00Z,2020-03-01T00:18:06Z,2020-03-01T04:28:08Z
UTN5735,URAZE,50840A,B738,UTN,UKHH,HESH,2020-03-01T00:05:00Z,2020-02-29T23:51:00Z,2020-03-01T03:29:56Z
LRQ115E,LXEAA,4D0293,LJ45,ZZZ,DAAT,LFML,2020-03-01T00:05:00Z,2020-02-29T23:55:00Z,2020-03-01T03:03:31Z
FIN6,OHLTU,461F0E,A333,FIN,KJFK,EFHK,2020-03-01T00:05:00Z,2020-02-29T23:56:00Z,2020-03-01T08:01:17Z
PGT407,TCCPJ,NA,B738,PGT,OMAA,LTFJ,2020-03-01T00:05:00Z,2020-03-01T00:18:00Z,2020-03-01T05:00:00Z
PGT531,TCANP,NA,B738,PGT,OMRK,LTFJ,2020-03-01T00:05:00Z,2020-03-01T00:04:00Z,2020-03-01T04:52:00Z
CRL919,FHSKY,39C958,A333,CRL,KMIA,LFPO,2020-03-01T00:05:00Z,2020-03-01T00:07:00Z,2020-03-01T07:40:21Z
TVS3B,OKSWW,49D2B9,B737,TVS,LKPR,HEGN,2020-03-01T00:05:00Z,2020-03-01T00:14:34Z,2020-03-01T04:08:15Z
PUE712,ECNBU,NA,A343,PUE,SVMI,GCXO,2020-03-01T00:05:00Z,2020-03-01T00:09:00Z,2020-03-01T07:15:31Z
QTR714,A7ANC,06A11F,A35K,QTR,KIAH,OTHH,2020-03-01T00:05:00Z,2020-03-01T00:03:00Z,2020-03-01T13:30:45Z
UAE230,A6EPX,89644D,B77W,UAE,KSEA,OMDB,2020-03-01T00:05:00Z,2020-03-01T00:16:00Z,2020-03-01T14:17:53Z
UTN4437,URAZC,5083E3,B763,UTN,UKBB,HESH,2020-03-01T00:05:00Z,2020-03-01T00:03:00Z,2020-03-01T03:38:43Z
HES6809,TCOBK,4BBC4B,A321,HES,HEGN,EDDE,2020-03-01T00:05:00Z,2020-03-01T00:17:00Z,2020-03-01T05:10:02Z
TVS2486,OKTVP,49D1A8,B738,TVS,GCRR,LFLL,2020-03-01T00:05:00Z,2020-03-01T00:01:00Z,2020-03-01T03:16:41Z
UAE41P,A6EEU,896194,A388,UAE,KSFO,OMDB,2020-03-01T00:05:00Z,2020-03-01T00:14:00Z,2020-03-01T15:16:53Z
SQP7203,URSQI,508436,B739,SQP,UKBB,HESH,2020-03-01T00:05:00Z,2020-02-29T23:59:00Z,2020-03-01T03:30:53Z
ICV5717,LXVCV,4D010B,B744,ICV,LIMC,RJAA,2020-03-01T00:05:00Z,2020-02-29T23:58:00Z,2020-03-01T11:03:08Z
VIR78,GVAST,400678,B744,VIR,TBPB,EGCC,2020-03-01T00:05:00Z,2020-03-01T00:25:38Z,2020-03-01T07:47:59Z
QTR708,A7BER,06A2B6,B77W,QTR,KIAD,OTHH,2020-03-01T00:05:00Z,2020-02-29T23:52:00Z,2020-03-01T11:47:41Z
AUI374,URPSM,508366,B738,AUI,OMDB,UKBB,2020-03-01T00:05:00Z,2020-03-01T00:26:00Z,2020-03-01T07:16:05Z
FDX5245,N125FE,A066C7,B763,FDX,LFPG,LEMD,2020-03-01T00:07:00Z,2020-03-01T00:17:00Z,2020-03-01T02:17:17Z
DAL404,N1201P,A0563B,B763,DAL,KBOS,LFPG,2020-03-01T00:08:00Z,2020-03-01T00:04:00Z,2020-03-01T06:29:20Z
QTR756,A7BBF,06A076,B77L,QTR,KATL,OTHH,2020-03-01T00:10:00Z,2020-03-01T00:06:00Z,2020-03-01T12:48:37Z
BAW71F,GBYGG,40073F,B744,BAW,KSFO,EGLL,2020-03-01T00:10:00Z,2020-03-01T00:25:00Z,2020-03-01T10:03:38Z
BAW8VA,GVIIU,400772,B772,BAW,TLPL,EGKK,2020-03-01T00:10:00Z,2020-03-01T00:52:09Z,2020-03-01T08:11:04Z
KTK8881,VQBEY,NA,B752,KTK,UUWW,LTAI,2020-03-01T00:10:00Z,2020-03-01T00:30:00Z,2020-03-01T03:50:00Z
BRU8265,EW457PA,51009C,B738,BRU,UMMS,HESH,2020-03-01T00:10:00Z,2020-03-01T00:02:00Z,2020-03-01T03:51:58Z
PGT1036,TCCPL,4B8E0C,B738,PGT,EDDV,LTFJ,2020-03-01T00:10:00Z,2020-03-01T00:15:00Z,2020-03-01T02:57:00Z
PGT1723,TCAIS,4B8533,B738,PGT,UKBB,LTAC,2020-03-01T00:10:00Z,2020-03-01T00:12:00Z,2020-03-01T01:56:00Z
KLM724,PHAOD,484443,A332,KLM,MUHA,EHAM,2020-03-01T00:10:00Z,2020-03-01T00:14:38Z,2020-03-01T08:26:14Z
PGT94Q,TCDCL,4B906C,A320,PGT,EDDK,LTFJ,2020-03-01T00:10:00Z,2020-03-01T00:28:57Z,2020-03-01T03:25:00Z
SVR1003,VPBSY,NA,A321,SVR,UUDD,LTAI,2020-03-01T00:10:00Z,2020-03-01T00:26:00Z,2020-03-01T03:39:00Z
IBE6124,ECLXK,344345,A333,IBE,KMIA,LEMD,2020-03-01T00:10:00Z,2020-03-01T00:14:00Z,2020-03-01T07:14:58Z
TAP118,CSTOL,4951EC,A332,TAP,SBPA,LPPT,2020-03-01T00:10:00Z,2020-03-01T00:31:00Z,2020-03-01T10:49:52Z
ACA862,CFKSV,C01C52,B789,ACA,CYYZ,EGLL,2020-03-01T00:10:00Z,2020-03-01T01:08:00Z,2020-03-01T07:54:56Z
NAX7260,LNLNC,47C5C6,B788,NAX,VTSG,ESSA,2020-03-01T00:15:00Z,2020-03-01T00:10:00Z,2020-03-01T11:43:53Z
AAL92,N815AA,AB1BF0,B788,AAL,KPHL,LSZH,2020-03-01T00:15:00Z,2020-03-01T00:03:00Z,2020-03-01T07:01:49Z
THY6393,N402KZ,A4B508,B744,THY,LTBA,LIMC,2020-03-01T00:15:00Z,2020-03-01T00:08:00Z,2020-03-01T02:59:24Z
KRP3045,YRFKB,NA,F100,KRP,LIRN,LIMF,2020-03-01T00:15:00Z,2020-03-01T00:22:00Z,2020-03-01T01:45:02Z
