FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
AZD094,HBAMC,4B013A,AT43,AZD,ESSA,ESNU,2020-01-09T00:00:00Z,2020-01-08T23:42:43Z,2020-01-09T01:11:37Z
UAL999,N12004,A05627,B78X,UAL,KEWR,EBBR,2020-01-09T00:00:00Z,2020-01-09T00:29:00Z,2020-01-09T06:51:16Z
UAL909,N658UA,A8AC35,B763,UAL,KORD,EHAM,2020-01-09T00:00:00Z,2020-01-09T00:18:00Z,2020-01-09T07:55:21Z
ABB5961,OOABB,448442,A343,ZZZ,TFFR,EBCI,2020-01-09T00:00:00Z,2020-01-09T00:13:06Z,2020-01-09T08:13:20Z
IBE6653,ECJBA,34210B,A346,IBE,LEMD,SPJC,2020-01-09T00:00:00Z,2020-01-08T23:50:00Z,2020-01-09T11:05:57Z
AAL740,N287AY,A2E813,A332,AAL,KPHL,LEMD,2020-01-09T00:00:00Z,2020-01-08T23:54:00Z,2020-01-09T06:21:23Z
DAL1,N835MH,AB6C08,B764,DAL,KJFK,EGLL,2020-01-09T00:00:00Z,2020-01-09T00:23:00Z,2020-01-09T07:03:28Z
N703HP,N703HP,NA,C208,ZZZ,GCTS,FPST,2020-01-09T00:01:00Z,2020-01-08T23:52:00Z,2020-01-09T13:52:59Z
KLM672,PHAOD,484443,A332,KLM,CYUL,EHAM,2020-01-09T00:01:00Z,2020-01-09T00:08:00Z,2020-01-09T06:31:12Z
AVA016,N782AV,AA9808,B788,AVA,SKRG,LEMD,2020-01-09T00:03:00Z,2020-01-09T00:08:21Z,2020-01-09T09:01:37Z
UTN5733,URAZF,508421,B738,UTN,UKHH,HESH,2020-01-09T00:05:00Z,2020-01-08T23:49:00Z,2020-01-09T03:25:58Z
MEA209,ODMEE,748051,A332,MEA,OLBA,LFPG,2020-01-09T00:05:00Z,2020-01-09T01:33:11Z,2020-01-09T05:50:10Z
KTK8887,VQBAL,NA,B738,KTK,UUWW,LTAI,2020-01-09T00:05:00Z,2020-01-08T23:50:04Z,2020-01-09T03:06:00Z
AUI374,URPSQ,50837A,B738,AUI,OMDB,LCLK,2020-01-09T00:05:00Z,2020-01-09T00:16:00Z,2020-01-09T04:57:34Z
FRV0403,CNMVI,NA,B738,ZZZ,GMME,GMMX,2020-01-09T00:05:00Z,2020-01-09T00:05:00Z,2020-01-09T00:45:36Z
BCS192,LZCGU,451DBD,B734,BCS,EDDP,EDDK,2020-01-09T00:05:00Z,2020-01-09T00:00:00Z,2020-01-09T01:01:44Z
BCS62A,DALMD,3C71A4,A332,BCS,EBBR,EDDP,2020-01-09T00:05:00Z,2020-01-08T23:58:00Z,2020-01-09T01:15:26Z
THY3AR,TCJHU,NA,B738,THY,UWKD,LTFM,2020-01-09T00:05:00Z,2020-01-09T00:09:00Z,2020-01-09T03:19:00Z
CRL919,FHBIL,39850B,A332,CRL,KMIA,LFPO,2020-01-09T00:05:00Z,2020-01-09T00:17:00Z,2020-01-09T07:57:17Z
BCS37B,DALEN,3C70AE,B752,BCS,EBBR,EDDP,2020-01-09T00:05:00Z,2020-01-09T00:03:00Z,2020-01-09T01:12:43Z
SVR3001,VQBKH,NA,A321,SVR,UUDD,LTAI,2020-01-09T00:05:00Z,2020-01-09T00:53:09Z,2020-01-09T03:59:00Z
