FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
AZD094,HBAMC,4B013A,AT43,AZD,ESSA,ESNU,2020-01-14T00:00:00Z,2020-01-13T23:29:31Z,2020-01-14T00:53:04Z
RCH421,65849T,NA,C30J,RCH,OAIX,UGTB,2020-01-14T00:00:00Z,2020-01-14T00:05:29Z,2020-01-14T05:11:00Z
DIPOD,DIPOD,NA,C525,ZZZ,LEGE,LECO,2020-01-14T00:00:00Z,2020-01-14T00:02:00Z,2020-01-14T02:01:47Z
UAL999,N16008,A0F427,B78X,UAL,KEWR,EBBR,2020-01-14T00:00:00Z,2020-01-13T23:56:00Z,2020-01-14T06:16:48Z
IBE6653,ECLFS,343551,A346,IBE,LEMD,SPJC,2020-01-14T00:00:00Z,2020-01-13T23:59:00Z,2020-01-14T11:29:33Z
DAL1,N835MH,AB6C08,B764,DAL,KJFK,EGLL,2020-01-14T00:00:00Z,2020-01-13T23:38:00Z,2020-01-14T06:31:09Z
AAL740,N276AY,A2BCDD,A333,AAL,KPHL,LEMD,2020-01-14T00:00:00Z,2020-01-14T00:03:00Z,2020-01-14T06:36:06Z
BAW2063,GYMMF,4007F1,B772,BAW,EGKK,FIMP,2020-01-14T00:01:00Z,2020-01-14T00:03:00Z,2020-01-14T11:42:28Z
KLM672,PHAOC,484411,A332,KLM,CYUL,EHAM,2020-01-14T00:01:00Z,2020-01-14T00:16:00Z,2020-01-14T06:36:58Z
AVA016,N792AV,AABF87,B788,AVA,SKRG,LEMD,2020-01-14T00:03:00Z,2020-01-14T00:12:11Z,2020-01-14T09:19:30Z
VCJ88G,9HOMK,4D20BD,GL5T,VCJ,LCLK,UUWW,2020-01-14T00:05:00Z,2020-01-13T23:49:00Z,2020-01-14T02:50:44Z
UTN3231,URAZC,5083E3,B763,UTN,UKLL,HESH,2020-01-14T00:05:00Z,2020-01-14T00:00:00Z,2020-01-14T03:45:46Z
UTN5735,URAZF,508421,B738,UTN,UKHH,HESH,2020-01-14T00:05:00Z,2020-01-13T23:48:00Z,2020-01-14T03:46:15Z
MEA209,ODMEA,748017,A332,MEA,OLBA,LFPG,2020-01-14T00:05:00Z,2020-01-14T00:02:35Z,2020-01-14T04:36:45Z
RAM509,CNROK,NA,B738,RAM,FKKD,GMMN,2020-01-14T00:05:00Z,2020-01-13T23:53:00Z,2020-01-14T04:57:39Z
MSA92C,EIGHB,NA,B734,MSA,LIPO,LICC,2020-01-14T00:05:00Z,2020-01-14T00:15:00Z,2020-01-14T01:39:12Z
AUI374,URPSJ,508302,B739,AUI,OMDB,LCLK,2020-01-14T00:05:00Z,2020-01-14T00:42:00Z,2020-01-14T05:25:54Z
CGF192,LZCGQ,451E29,B733,CGF,EDDP,EDDK,2020-01-14T00:05:00Z,2020-01-13T23:53:00Z,2020-01-14T00:52:37Z
BRU9201,EW336PA,51006A,B733,BRU,UMMS,HEGN,2020-01-14T00:05:00Z,2020-01-14T00:01:00Z,2020-01-14T04:23:07Z
FIN6,OHLTU,461F0E,A333,FIN,KJFK,EFHK,2020-01-14T00:05:00Z,2020-01-13T23:43:00Z,2020-01-14T07:45:18Z
BCS37B,DAEAR,3C5432,A306,BCS,EBBR,EDDP,2020-01-14T00:05:00Z,2020-01-14T00:12:00Z,2020-01-14T01:24:49Z
PGT1B,TCDCL,4B906C,A320,PGT,HEGN,LTFJ,2020-01-14T00:05:00Z,2020-01-13T23:53:00Z,2020-01-14T02:30:00Z
TAR2217,TSIMN,02A18D,A320,TAR,LTFM,DTTA,2020-01-14T00:05:00Z,2020-01-13T23:59:00Z,2020-01-14T02:40:31Z
UAE41P,A6EEF,896185,A388,UAE,KSFO,OMDB,2020-01-14T00:05:00Z,2020-01-14T01:07:00Z,2020-01-14T16:16:04Z
AIC177,VTANN,800734,B788,AIC,VOBL,EGLL,2020-01-14T00:05:00Z,2020-01-14T00:26:45Z,2020-01-14T11:25:26Z
SQP7201,URSQI,508436,B739,SQP,UKBB,HESH,2020-01-14T00:05:00Z,2020-01-14T00:14:00Z,2020-01-14T04:05:33Z
MEA571,ODMEB,748019,A332,MEA,OLBA,DNMM,2020-01-14T00:05:00Z,2020-01-14T00:00:25Z,2020-01-14T06:59:02Z
THY3AR,TCJSJ,NA,A321,THY,UWKD,LTFM,2020-01-14T00:05:00Z,2020-01-14T00:03:00Z,2020-01-14T03:36:00Z
UAE230,A6EQC,896452,B77W,UAE,KSEA,OMDB,2020-01-14T00:05:00Z,2020-01-14T00:35:00Z,2020-01-14T14:44:39Z
SQP7003,URSQE,50841C,B737,SQP,UKBB,HEGN,2020-01-14T00:05:00Z,2020-01-14T00:18:00Z,2020-01-14T03:58:40Z
ELY018,4XEDK,7380C9,B789,ELY,KMIA,LLBG,2020-01-14T00:05:00Z,2020-01-14T00:30:00Z,2020-01-14T11:41:00Z
DLH457,DAIMA,3C65A1,A388,DLH,KLAX,EDDF,2020-01-14T00:05:00Z,2020-01-14T00:01:00Z,2020-01-14T10:11:46Z
QTR708,A7BEI,06A1BF,B77W,QTR,KIAD,OTHH,2020-01-14T00:05:00Z,2020-01-13T23:58:00Z,2020-01-14T11:57:34Z
CRL919,FHCAT,398813,A332,CRL,KMIA,LFPO,2020-01-14T00:05:00Z,2020-01-14T00:02:00Z,2020-01-14T08:13:14Z
VIR90R,GVMNK,407545,A332,VIR,TLPL,EGKK,2020-01-14T00:05:00Z,2020-01-14T01:53:58Z,2020-01-14T09:38:12Z
ETH407,ETAPM,04005D,B738,ETH,OLBA,HAAB,2020-01-14T00:05:00Z,2020-01-14T00:18:51Z,2020-01-14T04:48:12Z
VIR110,GVROS,4008F6,B744,VIR,KATL,EGCC,2020-01-14T00:05:00Z,2020-01-14T00:07:00Z,2020-01-14T06:57:48Z
QTR714,A7ANE,06A121,A35K,QTR,KIAH,OTHH,2020-01-14T00:05:00Z,2020-01-14T01:19:00Z,2020-01-14T14:36:14Z
AZU8756,PRAIV,E4908E,A332,AZU,SBKP,LPPR,2020-01-14T00:05:00Z,2020-01-14T00:26:00Z,2020-01-14T10:09:18Z
AMX005,N446AM,A560F3,B789,AMX,MMMX,LFPG,2020-01-14T00:05:00Z,2020-01-14T00:41:02Z,2020-01-14T09:57:09Z
DAL404,N1611B,A0F7E2,B763,DAL,KBOS,LFPG,2020-01-14T00:08:00Z,2020-01-14T00:01:00Z,2020-01-14T06:18:11Z
MSA83E,EIGHC,NA,B734,MSA,LIPO,LIEE,2020-01-14T00:10:00Z,2020-01-14T00:17:00Z,2020-01-14T01:25:03Z
ETR895,9HJAI,4D215B,A343,ZZZ,SVMI,LEMD,2020-01-14T00:10:00Z,2020-01-14T00:55:47Z,2020-01-14T08:50:16Z
PGT1723,TCCPB,4B8E02,B738,PGT,UKBB,LTAC,2020-01-14T00:10:00Z,2020-01-14T00:18:00Z,2020-01-14T02:16:00Z
TAY4128,OELFB,NA,B752,TAY,LFPG,LFML,2020-01-14T00:10:00Z,2020-01-14T00:40:00Z,2020-01-14T01:50:37Z
KLM734,PHAOE,484444,A332,KLM,TNCC,EHAM,2020-01-14T00:10:00Z,2020-01-14T00:07:48Z,2020-01-14T09:08:02Z
PGT94Q,TCNBD,4BB844,A20N,PGT,EDDK,LTFJ,2020-01-14T00:10:00Z,2020-01-13T23:51:00Z,2020-01-14T02:49:00Z
KLM724,PHAOM,484CC6,A332,KLM,MUHA,EHAM,2020-01-14T00:10:00Z,2020-01-14T00:25:08Z,2020-01-14T08:58:24Z
BCS93C,GDHKG,40645A,B752,BCS,EDDP,EGNX,2020-01-14T00:10:00Z,2020-01-14T00:15:00Z,2020-01-14T02:04:59Z
IBE6124,ECLUB,344304,A333,IBE,KMIA,LEMD,2020-01-14T00:10:00Z,2020-01-14T00:04:00Z,2020-01-14T07:50:49Z
QTR756,A7BBH,06A07E,B77L,QTR,KATL,OTHH,2020-01-14T00:10:00Z,2020-01-14T00:15:00Z,2020-01-14T12:55:54Z
BAW71F,GBYGA,4006B1,B744,BAW,KSFO,EGLL,2020-01-14T00:10:00Z,2020-01-14T00:16:00Z,2020-01-14T09:54:28Z
AAL50,N728AN,A9C151,B77W,AAL,KDFW,EGLL,2020-01-14T00:10:00Z,2020-01-14T00:15:00Z,2020-01-14T08:24:58Z
AAL92,N818AL,AB271F,B788,AAL,KPHL,LSZH,2020-01-14T00:10:00Z,2020-01-14T00:24:00Z,2020-01-14T07:17:49Z
AFL2119,RA89099,155C0B,SU95,AFL,EVRA,UUEE,2020-01-14T00:15:00Z,2020-01-13T23:55:00Z,2020-01-14T01:17:00Z
LOG772,GLGNM,405409,SF34,LOG,EGPH,EGAA,2020-01-14T00:15:00Z,2020-01-13T23:58:00Z,2020-01-14T00:50:56Z
