FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
N703RK,N703RK,A96134,GLF5,ZZZ,KFTY,EGSS,2020-01-27T00:00:00Z,2020-01-26T23:45:00Z,2020-01-27T07:14:25Z
UPS236,N303UP,A32C47,B763,UPS,EDDK,EGSS,2020-01-27T00:00:00Z,2020-01-26T23:32:00Z,2020-01-27T00:47:18Z
UAL990,N29961,A31A2D,B789,UAL,KSFO,LFPG,2020-01-27T00:00:00Z,2020-01-27T00:12:00Z,2020-01-27T10:07:45Z
UAL999,N12005,A05628,B78X,UAL,KEWR,EBBR,2020-01-27T00:00:00Z,2020-01-27T00:28:00Z,2020-01-27T06:57:51Z
UAL909,N644UA,A875DA,B763,UAL,KORD,EHAM,2020-01-27T00:00:00Z,2020-01-26T23:34:00Z,2020-01-27T07:36:45Z
DCAWO,DCAWO,3CC24A,C56X,ZZZ,EHRD,EDDV,2020-01-27T00:00:00Z,2020-01-26T23:44:29Z,2020-01-27T00:28:20Z
IGO011,VTIUJ,8013AD,A21N,IGO,VIDP,LTFM,2020-01-27T00:00:00Z,2020-01-27T00:07:01Z,2020-01-27T06:57:00Z
DAL220,N193DN,A173A8,B763,DAL,KSLC,LFPG,2020-01-27T00:00:00Z,2020-01-27T00:02:00Z,2020-01-27T09:46:21Z
DAL1,N835MH,AB6C08,B764,DAL,KJFK,EGLL,2020-01-27T00:00:00Z,2020-01-26T23:55:00Z,2020-01-27T06:45:34Z
AAL94,N762AN,AA4903,B772,AAL,KJFK,LEMD,2020-01-27T00:00:00Z,2020-01-26T23:36:00Z,2020-01-27T06:16:46Z
AAL740,N291AY,A2F948,A332,AAL,KPHL,LEMD,2020-01-27T00:00:00Z,2020-01-26T23:44:00Z,2020-01-27T06:37:10Z
TAY4216,OEIAR,4405A3,B734,TAY,EBLG,LFML,2020-01-27T00:04:00Z,2020-01-26T23:58:42Z,2020-01-27T01:26:42Z
UTN5731,URUTQ,5082CB,B738,UTN,UKHH,HESH,2020-01-27T00:05:00Z,2020-01-26T23:54:00Z,2020-01-27T03:50:05Z
TUI3BT,DATYA,3C0D01,B738,TUI,GCLP,EDDL,2020-01-27T00:05:00Z,2020-01-27T00:03:00Z,2020-01-27T04:12:00Z
SRR5336,OYSRL,45CE4C,B762,SRR,EDDP,LZIB,2020-01-27T00:05:00Z,2020-01-26T23:56:00Z,2020-01-27T01:05:45Z
SRR6978,OYSRN,45CE4E,B762,SRR,EDDK,EGNX,2020-01-27T00:05:00Z,2020-01-26T23:41:18Z,2020-01-27T01:07:15Z
MEA209,ODMEC,748021,A332,MEA,OLBA,LFPG,2020-01-27T00:05:00Z,2020-01-27T00:02:00Z,2020-01-27T04:34:33Z
KZR947,P4KDA,4844B7,A321,KZR,UATG,EDDF,2020-01-27T00:05:00Z,2020-01-27T00:08:00Z,2020-01-27T05:15:58Z
KAR621,VPBZJ,4243AB,E190,KAR,ULLI,UDYZ,2020-01-27T00:05:00Z,2020-01-27T00:03:45Z,2020-01-27T03:18:00Z
WUK4SJ,HALPQ,473410,A320,WUK,EGGW,LUKK,2020-01-27T00:05:00Z,2020-01-27T00:04:00Z,2020-01-27T03:00:00Z
RAM327,CNROW,NA,B763,RAM,DIAP,GMMN,2020-01-27T00:05:00Z,2020-01-27T00:42:02Z,2020-01-27T04:46:18Z
AUI374,URPSI,5082E6,B739,AUI,OMDB,UKBB,2020-01-27T00:05:00Z,2020-01-27T00:35:00Z,2020-01-27T07:06:00Z
FIN6,OHLTT,461F0D,A333,FIN,KJFK,EFHK,2020-01-27T00:05:00Z,2020-01-26T23:49:00Z,2020-01-27T08:00:58Z
RAM4045,CNRGZ,NA,B789,RAM,KMIA,GMMX,2020-01-27T00:05:00Z,2020-01-27T01:09:00Z,2020-01-27T08:29:28Z
BLX406,GTUIJ,406F3B,B789,BLX,VTSG,ESSA,2020-01-27T00:05:00Z,2020-01-26T23:53:00Z,2020-01-27T11:35:09Z
BCS87L,DAEAO,3C542F,A306,BCS,EDDP,EKCH,2020-01-27T00:05:00Z,2020-01-26T23:54:00Z,2020-01-27T00:56:05Z
THY3AR,TCJVP,NA,B738,THY,UWKD,LTFM,2020-01-27T00:05:00Z,2020-01-27T00:17:00Z,2020-01-27T03:48:00Z
NWS352,VPBJL,424383,B77W,NWS,MDPP,UUEE,2020-01-27T00:05:00Z,2020-01-27T00:14:33Z,2020-01-27T10:55:15Z
TFL370,PHTFM,48506D,B788,TFL,TNCC,EHAM,2020-01-27T00:05:00Z,2020-01-27T00:10:59Z,2020-01-27T08:38:22Z
UAE41P,A6EOF,89639F,A388,UAE,KSFO,OMDB,2020-01-27T00:05:00Z,2020-01-27T00:26:00Z,2020-01-27T15:32:56Z
BOX419,DAALE,3C4585,B77L,BOX,KDFW,EDDF,2020-01-27T00:05:00Z,2020-01-26T23:52:00Z,2020-01-27T08:58:17Z
AHO9201,DASIM,3C08C9,FA7X,AHO,KMIA,ESSB,2020-01-27T00:05:00Z,2020-01-26T23:55:00Z,2020-01-27T08:36:37Z
