FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
JACKT14,124112,NA,Q9,ZZZ,LICZ,LICZ,2020-02-27T00:00:00Z,2020-02-27T00:00:00Z,2020-02-27T20:45:00Z
EZY9006,GEZUP,40666A,A320,EZY,EGCC,EGKK,2020-02-27T00:00:00Z,2020-02-26T23:59:00Z,2020-02-27T00:46:47Z
AHO472F,DCSUN,3CF19D,C56X,AHO,LEMD,EGGW,2020-02-27T00:00:00Z,2020-02-26T23:54:17Z,2020-02-27T02:21:39Z
VPCZA,VPCZA,4241D8,GLF6,ZZZ,LEMD,KEWR,2020-02-27T00:00:00Z,2020-02-26T23:54:53Z,2020-02-27T07:28:32Z
ABB5961,OOABB,448442,A343,ABB,TFFR,EBCI,2020-02-27T00:00:00Z,2020-02-26T23:49:38Z,2020-02-27T07:57:37Z
IGO011,VTIUD,800D58,A21N,IGO,VIDP,LTFM,2020-02-27T00:00:00Z,2020-02-27T00:14:34Z,2020-02-27T06:49:00Z
UAL909,N662UA,A8BD6A,B763,UAL,KORD,EHAM,2020-02-27T00:00:00Z,2020-02-27T00:15:00Z,2020-02-27T07:51:51Z
UAL999,N14001,A0A522,B78X,UAL,KEWR,EBBR,2020-02-27T00:00:00Z,2020-02-27T00:10:00Z,2020-02-27T06:28:51Z
DAL1,N831MH,AB5D2C,B764,DAL,KJFK,EGLL,2020-02-27T00:00:00Z,2020-02-27T00:00:00Z,2020-02-27T06:27:45Z
AAL740,N285AY,A2E0A5,A332,AAL,KPHL,LEMD,2020-02-27T00:00:00Z,2020-02-26T23:40:00Z,2020-02-27T06:06:12Z
MSA56B,EIGHB,NA,B734,MSA,LIPO,LIBD,2020-02-27T00:01:00Z,2020-02-26T23:50:00Z,2020-02-27T00:55:48Z
SVA9092,TCOCK,4BBC6B,A332,SVA,OEJN,LTBA,2020-02-27T00:01:00Z,2020-02-27T00:15:00Z,2020-02-27T03:43:00Z
FEG3087,SUTMK,0101D9,B738,FEG,HEGN,LFLL,2020-02-27T00:01:00Z,2020-02-26T23:46:00Z,2020-02-27T04:43:44Z
KLM672,PHAKA,484F71,A333,KLM,CYUL,EHAM,2020-02-27T00:01:00Z,2020-02-27T00:16:00Z,2020-02-27T06:31:34Z
AVA016,N795AV,AACAAC,B788,AVA,SKRG,LEMD,2020-02-27T00:03:00Z,2020-02-27T00:09:27Z,2020-02-27T09:11:24Z
UTN5733,URAZF,508421,B738,UTN,UKHH,HESH,2020-02-27T00:05:00Z,2020-02-26T23:56:00Z,2020-02-27T04:09:28Z
MEA209,ODMEE,748051,A332,MEA,OLBA,LFPG,2020-02-27T00:05:00Z,2020-02-27T00:08:19Z,2020-02-27T04:47:08Z
MSA92C,EIGHC,NA,B734,MSA,LIPO,LICC,2020-02-27T00:05:00Z,2020-02-26T23:54:00Z,2020-02-27T01:23:53Z
SWT5GL,ECJKH,3422D7,E120,SWT,EGSS,EGPF,2020-02-27T00:05:00Z,2020-02-26T23:54:00Z,2020-02-27T01:34:16Z
RCH233,10197A,AE10C0,C17,RCH,KWRI,ETAR,2020-02-27T00:05:00Z,2020-02-27T01:00:00Z,2020-02-27T08:13:00Z
