FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
MAC714M,CNNMN,020140,A320,MAC,GMMW,GMMN,2020-02-17T00:00:00Z,2020-02-16T23:39:00Z,2020-02-17T00:37:27Z
ASJ070,FHIBF,39A025,C510,ASJ,LFRT,LFPV,2020-02-17T00:00:00Z,2020-02-17T00:16:00Z,2020-02-17T01:09:31Z
CRL901,FHSKY,39C958,A333,CRL,CYUL,LFPO,2020-02-17T00:00:00Z,2020-02-17T00:12:00Z,2020-02-17T06:49:29Z
IGO011,VTIUC,800D57,A21N,IGO,VIDP,LTFM,2020-02-17T00:00:00Z,2020-02-16T23:50:54Z,2020-02-17T06:33:00Z
UAL909,N658UA,A8AC35,B763,UAL,KORD,EHAM,2020-02-17T00:00:00Z,2020-02-16T23:58:00Z,2020-02-17T07:43:16Z
UAL999,N17002,A11BA0,B78X,UAL,KEWR,EBBR,2020-02-17T00:00:00Z,2020-02-17T01:06:00Z,2020-02-17T07:35:06Z
DAL1,N828MH,AB4FAE,B764,DAL,KJFK,EGLL,2020-02-17T00:00:00Z,2020-02-17T00:41:00Z,2020-02-17T07:14:24Z
DAL220,N193DN,A173A8,B763,DAL,KSLC,LFPG,2020-02-17T00:00:00Z,2020-02-17T00:09:00Z,2020-02-17T09:39:37Z
AAL94,N772AN,AA7082,B772,AAL,KJFK,LEMD,2020-02-17T00:00:00Z,2020-02-16T23:44:00Z,2020-02-17T06:19:10Z
AAL740,N281AY,A2D1C9,A332,AAL,KPHL,LEMD,2020-02-17T00:00:00Z,2020-02-16T23:56:00Z,2020-02-17T06:43:20Z
N6PC,N6PC,A7C3D5,GLF5,ZZZ,KSLC,LIPZ,2020-02-17T00:01:00Z,2020-02-17T00:01:00Z,2020-02-17T09:48:36Z
TAY4216,OEIAT,4405A8,B734,TAY,EBLG,LFML,2020-02-17T00:04:00Z,2020-02-16T23:55:00Z,2020-02-17T01:28:24Z
UTN5731,URUTQ,5082CB,B738,UTN,UKHH,HESH,2020-02-17T00:05:00Z,2020-02-16T23:42:00Z,2020-02-17T03:23:19Z
MEA209,ODMEC,748021,A332,MEA,OLBA,LFPG,2020-02-17T00:05:00Z,2020-02-17T00:00:25Z,2020-02-17T04:27:24Z
SRR6978,OYSRO,45CE4F,B762,SRR,EDDK,EGNX,2020-02-17T00:05:00Z,2020-02-16T23:53:00Z,2020-02-17T01:25:29Z
AUI374,URPSJ,508302,B739,AUI,OMDB,UKBB,2020-02-17T00:05:00Z,2020-02-17T00:28:00Z,2020-02-17T07:10:00Z
VIR30V,GVMNK,407545,A332,VIR,TBPB,EGKK,2020-02-17T00:05:00Z,2020-02-17T00:18:37Z,2020-02-17T07:49:24Z
FIN6,OHLTS,461F0C,A333,FIN,KJFK,EFHK,2020-02-17T00:05:00Z,2020-02-16T23:51:00Z,2020-02-17T07:42:48Z
CFG759,GVYGK,406D26,A332,CFG,MKJS,EDDF,2020-02-17T00:05:00Z,2020-02-17T01:03:07Z,2020-02-17T09:52:07Z
PGT859,TCNBO,NA,A20N,PGT,OKBK,LTFJ,2020-02-17T00:05:00Z,2020-02-17T00:28:00Z,2020-02-17T03:51:00Z
CPA037,BLJJ,780A3F,B748,CPA,VIDP,EDDF,2020-02-17T00:05:00Z,2020-02-17T00:48:00Z,2020-02-17T09:07:58Z
THY3AR,TCJZE,NA,B738,THY,UWKD,LTFM,2020-02-17T00:05:00Z,2020-02-17T00:13:00Z,2020-02-17T03:26:00Z
UAE41P,A6EEO,89618E,A388,UAE,KSFO,OMDB,2020-02-17T00:05:00Z,2020-02-17T00:26:00Z,2020-02-17T15:44:30Z
SQP7103,URSQH,508420,B738,SQP,UKBB,HESH,2020-02-17T00:05:00Z,2020-02-16T23:56:00Z,2020-02-17T03:28:59Z
CLX7337,LXVCA,4D0103,B748,CLX,UTAA,LHBP,2020-02-17T00:05:00Z,2020-02-16T23:49:00Z,2020-02-17T04:12:30Z
UAE230,A6EQB,896451,B77W,UAE,KSEA,OMDB,2020-02-17T00:05:00Z,2020-02-17T00:06:00Z,2020-02-17T14:42:37Z
