FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
KLM672,PHAOD,484443,A332,KLM,CYUL,EHAM,2020-03-21T00:01:00Z,2020-03-21T00:42:00Z,2020-03-21T07:11:01Z
OHY9096,TCOCI,4BBC69,A332,OHY,OEJN,LTFM,2020-03-21T00:05:00Z,2020-03-21T00:04:00Z,2020-03-21T03:47:00Z
KTK6682,VQBEO,424489,B763,KTK,ULLI,OMDW,2020-03-21T00:05:00Z,2020-03-21T00:05:00Z,2020-03-21T05:31:05Z
THY3AR,TCJHO,NA,B738,THY,UWKD,LTFM,2020-03-21T00:05:00Z,2020-03-20T23:59:00Z,2020-03-21T03:20:00Z
CMB164,N701CK,A95881,B744,CMB,KWRI,ETAR,2020-03-21T00:05:00Z,2020-03-21T02:21:21Z,2020-03-21T09:09:34Z
CLX8575,LXKCL,4D012D,B744,CLX,UBBB,ELLX,2020-03-21T00:05:00Z,2020-03-21T00:07:00Z,2020-03-21T05:03:17Z
MMZ653,CSTSV,495276,B763,MMZ,LPPR,FNLU,2020-03-21T00:05:00Z,2020-03-20T23:53:00Z,2020-03-21T07:08:25Z
VIR110,GVINE,40655D,A333,VIR,KATL,EGCC,2020-03-21T00:05:00Z,2020-03-21T00:41:00Z,2020-03-21T07:48:39Z
KTK6681,VPBRA,43BE82,B763,KTK,UUWW,OMDW,2020-03-21T00:05:00Z,2020-03-21T00:05:00Z,2020-03-21T04:47:05Z
UAE230,A6EQA,896450,B77W,UAE,KSEA,OMDB,2020-03-21T00:05:00Z,2020-03-20T23:56:00Z,2020-03-21T13:53:16Z
UAL48,N2250U,A1F5FF,B77W,UAL,KEWR,VABB,2020-03-21T00:05:00Z,2020-03-21T00:06:00Z,2020-03-21T13:43:35Z
BAW2152,GYMME,4007F0,B772,BAW,TBPB,EGKK,2020-03-21T00:05:00Z,2020-03-21T01:16:09Z,2020-03-21T09:00:54Z
AZQ4717,4KAZ40,NA,IL76,AZQ,UBBB,OAIX,2020-03-21T00:05:00Z,NA,2020-03-21T02:40:10Z
UAE41P,A6EOC,89639C,A388,UAE,KSFO,OMDB,2020-03-21T00:05:00Z,2020-03-21T00:09:00Z,2020-03-21T15:08:29Z
VIR50,GVROY,4008FA,B744,VIR,KMCO,EGKK,2020-03-21T00:05:00Z,2020-03-21T00:15:00Z,2020-03-21T07:52:14Z
AAL50,N724AN,A9B275,B77W,AAL,KDFW,EGLL,2020-03-21T00:05:00Z,2020-03-21T00:24:00Z,2020-03-21T08:31:51Z
IFA6033,DAXTM,3C171B,GLEX,IFA,GVAC,EDDN,2020-03-21T00:05:00Z,2020-03-21T00:20:00Z,2020-03-21T05:45:46Z
