FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
AZD094,HBAMC,4B013A,AT43,AZD,ESSA,ESNU,2020-03-17T00:00:00Z,2020-03-16T23:37:00Z,2020-03-17T01:01:56Z
N173PA,N173PA,A12598,GLF3,ZZZ,EINN,LGSA,2020-03-17T00:00:00Z,2020-03-17T00:07:00Z,2020-03-17T04:21:42Z
RJA954,VQBMZ,4243E4,GLF6,RJA,KHPN,OJAQ,2020-03-17T00:00:00Z,2020-03-16T23:56:48Z,2020-03-17T09:48:39Z
RJA264,JYBAA,740821,B788,RJA,KORD,OJAI,2020-03-17T00:00:00Z,2020-03-16T23:52:00Z,2020-03-17T11:04:00Z
DAL1,N837MH,AB7376,B764,DAL,KJFK,EGLL,2020-03-17T00:00:00Z,2020-03-16T23:41:00Z,2020-03-17T06:39:42Z
MSA79N,OYJZZ,NA,AT72,MSA,LIPO,LIRN,2020-03-17T00:01:00Z,2020-03-17T00:24:00Z,2020-03-17T01:54:53Z
FYL54G,LXEMO,4D0247,F900,FYL,TAPA,EBAW,2020-03-17T00:01:00Z,2020-03-17T01:04:30Z,2020-03-17T09:03:48Z
KLM672,PHAKD,484F73,A333,KLM,CYUL,EHAM,2020-03-17T00:01:00Z,2020-03-16T23:45:00Z,2020-03-17T06:08:53Z
LOG772,GLGNM,405409,SF34,LOG,EGPH,EGAA,2020-03-17T00:01:00Z,2020-03-16T23:52:00Z,2020-03-17T00:45:00Z
AVA016,N781AV,AA9451,B788,AVA,SKRG,LEMD,2020-03-17T00:03:00Z,2020-03-17T00:24:18Z,2020-03-17T09:31:18Z
MSA95S,SPSPC,NA,AT72,MSA,LIPO,LICA,2020-03-17T00:05:00Z,2020-03-17T00:13:00Z,2020-03-17T02:14:43Z
TUG3247,EZB023,60185C,CL60,ZZZ,UTAA,EGGW,2020-03-17T00:05:00Z,2020-03-16T23:50:00Z,2020-03-17T07:09:18Z
BRU9201,EW407PA,510083,B733,BRU,UMMS,HEGN,2020-03-17T00:05:00Z,2020-03-16T23:55:00Z,2020-03-17T03:53:40Z
BCS37B,DAEAL,3C542C,A306,BCS,EBBR,EDDP,2020-03-17T00:05:00Z,2020-03-17T00:10:00Z,2020-03-17T01:23:00Z
T7CJK,T7CJK,500199,GLEX,ZZZ,EGGW,EFHK,2020-03-17T00:05:00Z,2020-03-17T00:01:00Z,2020-03-17T02:19:10Z
BCS192,LZCGR,451E2B,B734,BCS,EDDP,EDDK,2020-03-17T00:05:00Z,2020-03-16T23:51:00Z,2020-03-17T00:50:10Z
THY6555,TCJDS,4BA893,A332,THY,HUEN,LTFM,2020-03-17T00:05:00Z,2020-03-17T00:47:59Z,2020-03-17T06:47:00Z
UAE41P,A6EOC,89639C,A388,UAE,KSFO,OMDB,2020-03-17T00:05:00Z,2020-03-17T00:13:00Z,2020-03-17T15:19:06Z
AIC177,VTANK,8005F4,B788,AIC,VOBL,EGLL,2020-03-17T00:05:00Z,2020-03-17T00:29:00Z,2020-03-17T10:33:35Z
EIN11K,EILRA,4CA9BA,A21N,EIN,KPHL,EIDW,2020-03-17T00:05:00Z,2020-03-17T00:11:00Z,2020-03-17T06:24:46Z
FIN6,OHLTU,461F0E,A333,FIN,KJFK,EFHK,2020-03-17T00:05:00Z,2020-03-16T23:38:00Z,2020-03-17T07:30:16Z
UAE230,A6EQE,896454,B77W,UAE,KSEA,OMDB,2020-03-17T00:05:00Z,2020-03-16T23:42:00Z,2020-03-17T13:46:21Z
VIR110,GVWND,4074FE,A332,VIR,KATL,EGCC,2020-03-17T00:05:00Z,2020-03-17T00:34:00Z,2020-03-17T07:48:22Z
THY3AR,TCJHS,NA,B738,THY,UWKD,LTFM,2020-03-17T00:05:00Z,2020-03-16T23:53:00Z,2020-03-17T03:14:00Z
CMB531,N477MC,A5DC31,B744,CMB,EDFH,OEPS,2020-03-17T00:05:00Z,2020-03-16T23:55:00Z,2020-03-17T05:30:15Z
MEA571,ODMEC,748021,A332,MEA,OLBA,DNMM,2020-03-17T00:05:00Z,2020-03-17T00:09:46Z,2020-03-17T06:47:05Z
AUI374,URPSM,508366,B738,AUI,OMDB,UKBB,2020-03-17T00:05:00Z,2020-03-17T00:27:00Z,2020-03-17T07:05:00Z
VIR90R,GVMNK,407545,A332,VIR,TLPL,EGKK,2020-03-17T00:05:00Z,2020-03-17T00:16:42Z,2020-03-17T07:59:42Z
QTR708,A7BEO,06A2B3,B77W,QTR,KIAD,OTHH,2020-03-17T00:05:00Z,2020-03-16T23:48:00Z,2020-03-17T12:09:11Z
AZQ063,4KAZ40,NA,IL76,AZQ,UBBB,OAIX,2020-03-17T00:05:00Z,2020-03-17T00:17:00Z,2020-03-17T03:00:55Z
UAL48,N2333U,A21679,B77W,UAL,KEWR,VABB,2020-03-17T00:05:00Z,2020-03-16T23:59:37Z,2020-03-17T13:51:37Z
UAL36,N12116,A05A03,B752,UAL,KEWR,EGPH,2020-03-17T00:05:00Z,2020-03-17T00:06:00Z,2020-03-17T06:24:52Z
AAL50,N718AN,A999D2,B77W,AAL,KDFW,EGLL,2020-03-17T00:05:00Z,2020-03-17T00:27:00Z,2020-03-17T08:47:39Z
CMB163,N715CK,A98EDC,B744,CMB,KWRI,ETAR,2020-03-17T00:05:00Z,2020-03-17T00:59:12Z,2020-03-17T07:49:26Z
RCH048,70045B,AE058A,C5M,RCH,OAKN,LERT,2020-03-17T00:10:00Z,2020-03-17T01:40:32Z,2020-03-17T12:22:00Z
FRF101,HATAB,475002,SF34,FRF,LYBE,LPPT,2020-03-17T00:10:00Z,2020-03-16T23:59:00Z,2020-03-17T06:03:05Z
MSA61P,GJOTE,NA,B463,MSA,LIPO,LICJ,2020-03-17T00:10:00Z,2020-03-17T00:41:00Z,2020-03-17T02:11:52Z
TAY4128,OOTFC,NA,B752,TAY,LFPG,LFML,2020-03-17T00:10:00Z,2020-03-17T00:11:00Z,2020-03-17T01:25:42Z
TAY4803,FGZTT,396673,B734,TAY,ESGJ,EFHK,2020-03-17T00:10:00Z,2020-03-17T00:04:00Z,2020-03-17T01:10:25Z
KLM724,PHAOF,484445,A332,KLM,MUHA,EHAM,2020-03-17T00:10:00Z,2020-03-17T00:57:11Z,2020-03-17T09:22:18Z
KTK8881,VPBIR,NA,B738,KTK,UUWW,LTAI,2020-03-17T00:10:00Z,2020-03-17T00:07:00Z,2020-03-17T03:33:00Z
THY801,TCLLD,4BB184,B789,THY,LTFM,SKBO,2020-03-17T00:10:00Z,2020-03-16T23:58:00Z,2020-03-17T13:01:35Z
CFG745,DABUE,3C4AA5,B763,CFG,TBPB,EDDF,2020-03-17T00:10:00Z,2020-03-17T00:22:11Z,2020-03-17T08:51:23Z
SVR3079,VPBSY,424363,A321,SVR,UUDD,OMRK,2020-03-17T00:10:00Z,2020-03-17T00:10:00Z,2020-03-17T04:58:51Z
VIR76X,GVROS,4008F6,B744,VIR,KMCO,EGCC,2020-03-17T00:10:00Z,2020-03-17T00:19:00Z,2020-03-17T07:46:07Z
QTR756,A7BBF,06A076,B77L,QTR,KATL,OTHH,2020-03-17T00:10:00Z,2020-03-16T23:52:00Z,2020-03-17T12:59:55Z
SDM5659,VPBOB,424354,B738,SDM,ULLI,OMSJ,2020-03-17T00:10:00Z,2020-03-17T00:17:44Z,2020-03-17T05:55:12Z
IBE6124,ECLZJ,3444C4,A333,IBE,KMIA,LEMD,2020-03-17T00:10:00Z,2020-03-17T00:17:00Z,2020-03-17T08:32:30Z
ACA862,CFIVX,C0175A,B77W,ACA,CYYZ,EGLL,2020-03-17T00:10:00Z,2020-03-17T00:13:00Z,2020-03-17T06:59:37Z
