FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
AWC411W,GPOWN,40700A,A321,AWC,EGKK,EGKK,2020-02-26T00:00:00Z,2020-02-25T23:49:00Z,2020-02-26T00:20:00Z
AZD094,HBAMB,4B0139,AT43,AZD,ESSA,ESNU,2020-02-26T00:00:00Z,2020-02-25T23:37:00Z,2020-02-26T01:02:08Z
JACKT13,124605,NA,ZZZZ,ZZZ,LICZ,LICZ,2020-02-26T00:00:00Z,2020-02-25T22:16:28Z,2020-02-26T20:58:00Z
UAL909,N661UA,A8B9B3,B763,UAL,KORD,EHAM,2020-02-26T00:00:00Z,2020-02-26T00:16:00Z,2020-02-26T07:56:09Z
ETD170,A6ETL,896329,B77W,ETD,KLAX,OMAA,2020-02-26T00:00:00Z,2020-02-26T00:09:00Z,2020-02-26T15:52:33Z
LCO1507,N534LA,A6C044,B763,LCO,KMIA,EHAM,2020-02-26T00:00:00Z,2020-02-26T00:06:00Z,2020-02-26T08:18:32Z
ETH3712,ETAVN,040156,B77L,ETH,HAAB,EBLG,2020-02-26T00:00:00Z,2020-02-25T23:57:11Z,2020-02-26T06:46:02Z
DAL1,N835MH,AB6C08,B764,DAL,KJFK,EGLL,2020-02-26T00:00:00Z,2020-02-25T23:44:00Z,2020-02-26T06:32:26Z
DAL220,N192DN,A16FF1,B763,DAL,KSLC,LFPG,2020-02-26T00:00:00Z,2020-02-26T00:17:00Z,2020-02-26T09:44:31Z
IGO011,VTIUD,800D58,A21N,IGO,VIDP,LTFM,2020-02-26T00:00:00Z,2020-02-26T00:16:38Z,2020-02-26T07:12:00Z
AAL740,N280AY,A2CE12,A332,AAL,KPHL,LEMD,2020-02-26T00:00:00Z,2020-02-26T00:05:00Z,2020-02-26T06:43:03Z
FRF100,HATAB,475002,SF34,FRF,LRTR,EGBB,2020-02-26T00:00:00Z,2020-02-25T23:54:00Z,2020-02-26T04:56:47Z
MSA56B,EIGHB,NA,B734,MSA,LIPO,LIBD,2020-02-26T00:01:00Z,2020-02-25T23:53:00Z,2020-02-26T01:03:17Z
UTN5731,URAZF,508421,B738,UTN,UKHH,HESH,2020-02-26T00:05:00Z,2020-02-25T23:54:00Z,2020-02-26T03:43:53Z
MEA209,ODMEC,748021,A332,MEA,OLBA,LFPG,2020-02-26T00:05:00Z,2020-02-26T00:33:31Z,2020-02-26T05:09:12Z
MSA31F,LZLDU,NA,MD82,MSA,LIPO,LIRF,2020-02-26T00:05:00Z,2020-02-25T23:58:00Z,2020-02-26T00:48:21Z
PGT407,TCAVP,NA,B738,PGT,OMAA,LTFJ,2020-02-26T00:05:00Z,2020-02-26T00:05:00Z,2020-02-26T04:55:00Z
TVS3B,OKSWW,49D2B9,B737,TVS,LKPR,HEGN,2020-02-26T00:05:00Z,2020-02-25T23:59:00Z,2020-02-26T04:06:27Z
PGT691,TCDCD,NA,A320,PGT,OERK,LTFJ,2020-02-26T00:05:00Z,2020-02-25T23:52:00Z,2020-02-26T04:02:00Z
MSA95S,SPSPC,NA,AT72,MSA,LIPO,LICA,2020-02-26T00:05:00Z,2020-02-26T00:03:00Z,2020-02-26T02:05:00Z
TOM725,GTUIE,406B12,B788,TOM,MKJS,EGFF,2020-02-26T00:05:00Z,2020-02-26T00:00:52Z,2020-02-26T07:45:41Z
BCS192,LZCGW,452084,B734,BCS,EDDP,EDDK,2020-02-26T00:05:00Z,2020-02-26T00:01:00Z,2020-02-26T00:58:03Z
THY3AR,TCJSU,NA,A321,THY,UWKD,LTFM,2020-02-26T00:05:00Z,2020-02-26T00:14:00Z,2020-02-26T03:49:00Z
EWG1189,OOSFK,44CCCB,A333,EWG,MUHA,EDDL,2020-02-26T00:05:00Z,2020-02-26T00:58:38Z,2020-02-26T09:44:58Z
TFL302,PHTFM,48506D,B788,TFL,SMJP,EHAM,2020-02-26T00:05:00Z,2020-02-26T00:17:55Z,2020-02-26T08:37:27Z
SQP7117,URSQJ,50843D,B739,SQP,UKBB,HESH,2020-02-26T00:05:00Z,2020-02-25T23:58:00Z,2020-02-26T03:40:24Z
SWT5GL,ECJKH,3422D7,E120,SWT,EGSS,EGPF,2020-02-26T00:05:00Z,2020-02-25T23:54:00Z,2020-02-26T01:22:14Z
AUI374,URPSJ,508302,B739,AUI,OMDB,UKBB,2020-02-26T00:05:00Z,2020-02-26T00:29:00Z,2020-02-26T07:10:17Z
SQP7131,URSQF,50840D,B738,SQP,UKLL,HESH,2020-02-26T00:05:00Z,2020-02-25T23:54:00Z,2020-02-26T03:36:13Z
UAE230,A6EQA,896450,B77W,UAE,KSEA,OMDB,2020-02-26T00:05:00Z,2020-02-26T00:08:00Z,2020-02-26T14:07:15Z
UAE41P,A6EOF,89639F,A388,UAE,KSFO,OMDB,2020-02-26T00:05:00Z,2020-02-26T00:14:00Z,2020-02-26T15:25:52Z
BAW2152,GVIIW,400774,B772,BAW,TBPB,EGKK,2020-02-26T00:05:00Z,2020-02-26T00:09:39Z,2020-02-26T07:45:06Z
QTR714,A7ANG,06A123,A35K,QTR,KIAH,OTHH,2020-02-26T00:05:00Z,2020-02-26T00:11:00Z,2020-02-26T14:40:45Z
QTR708,A7BAO,06A064,B77W,QTR,KIAD,OTHH,2020-02-26T00:05:00Z,2020-02-25T23:36:00Z,2020-02-26T11:32:36Z
AZQ4727,4KAZ60,NA,IL76,AZQ,UBBB,OAKN,2020-02-26T00:05:00Z,2020-02-25T23:52:00Z,2020-02-26T02:22:51Z
UZB133,UK67002,507C39,B763,UZB,UTTT,LTFM,2020-02-26T00:05:00Z,2020-02-25T23:56:00Z,2020-02-26T05:16:00Z
ETH407,ETALK,04000F,B737,ETH,OLBA,HAAB,2020-02-26T00:05:00Z,2020-02-26T00:03:39Z,2020-02-26T04:22:14Z
AAL50,N720AN,A9A399,B77W,AAL,KDFW,EGLL,2020-02-26T00:05:00Z,2020-02-26T00:13:00Z,2020-02-26T08:23:14Z
CLX6829,LXVCV,4D010B,B744,CLX,GABS,LIMC,2020-02-26T00:05:00Z,2020-02-26T00:31:33Z,2020-02-26T05:29:16Z
MSA61P,GPOWS,400513,B734,MSA,LIPO,LICJ,2020-02-26T00:10:00Z,2020-02-26T00:01:00Z,2020-02-26T01:25:36Z
TAY4803,FGZTT,396673,B734,TAY,ESGJ,EFHK,2020-02-26T00:10:00Z,2020-02-26T00:09:00Z,2020-02-26T01:16:58Z
TAY4128,OELFB,NA,B752,TAY,LFPG,LFML,2020-02-26T00:10:00Z,2020-02-26T00:12:00Z,2020-02-26T01:24:11Z
TAY4805,OEIBO,440118,B734,TAY,EBLG,EDDN,2020-02-26T00:10:00Z,2020-02-26T00:14:43Z,2020-02-26T01:17:54Z
PGT1014,TCSUU,4BCEB5,B738,PGT,EDDK,LTFJ,2020-02-26T00:10:00Z,2020-02-26T00:30:00Z,2020-02-26T03:33:00Z
TVS7D,OKHEU,49D357,A320,TVS,LKPR,HEMA,2020-02-26T00:10:00Z,2020-02-26T00:09:00Z,2020-02-26T04:29:44Z
KLM724,PHAOF,484445,A332,KLM,MUHA,EHAM,2020-02-26T00:10:00Z,2020-02-26T00:23:52Z,2020-02-26T09:04:59Z
PVG1999,ECHDS,3412D3,B752,PVG,LIRN,LEBL,2020-02-26T00:10:00Z,2020-02-26T00:21:00Z,2020-02-26T02:09:49Z
AZA8510,EIIXZ,4CA846,A321,AZA,LIRF,LATI,2020-02-26T00:10:00Z,2020-02-26T00:05:00Z,2020-02-26T01:15:06Z
AZA8674,EIISD,4CA987,B772,AZA,LIRF,SBGR,2020-02-26T00:10:00Z,2020-02-26T00:11:00Z,2020-02-26T11:48:37Z
BCS93C,GDHKE,4070A8,B752,BCS,EDDP,EGNX,2020-02-26T00:10:00Z,2020-02-25T23:57:00Z,2020-02-26T01:42:43Z
ACA808,CGHKR,C0583A,A333,ACA,CYUL,GMMN,2020-02-26T00:10:00Z,2020-02-26T01:08:00Z,2020-02-26T07:45:02Z
TAP118,CSTON,4951EE,A332,TAP,SBPA,LPPT,2020-02-26T00:10:00Z,2020-02-26T00:32:00Z,2020-02-26T10:54:18Z
QTR756,A7BBB,06A068,B77L,QTR,KATL,OTHH,2020-02-26T00:10:00Z,2020-02-26T00:30:00Z,2020-02-26T13:03:54Z
IBE6124,ECLUK,344305,A333,IBE,KMIA,LEMD,2020-02-26T00:10:00Z,2020-02-26T00:13:00Z,2020-02-26T08:19:33Z
BAW71F,GCIVS,4006A9,B744,BAW,KSFO,EGLL,2020-02-26T00:10:00Z,2020-02-26T00:14:00Z,2020-02-26T10:08:04Z
BNO4L,LNBSD,47887E,BE20,ZZZ,ENEV,ENTC,2020-02-26T00:10:00Z,2020-02-26T00:04:58Z,2020-02-26T00:49:23Z
CAO1041,B2095,780BB6,B77L,CAO,ZSPD,EDDF,2020-02-26T00:13:00Z,2020-02-25T23:49:06Z,2020-02-26T11:24:10Z
AFL2119,RA89027,155BC3,SU95,AFL,EVRA,UUEE,2020-02-26T00:15:00Z,2020-02-26T00:04:00Z,2020-02-26T01:26:00Z
ROF124,6191,NA,C130,ZZZ,GCLP,GAGO,2020-02-26T00:15:00Z,2020-02-26T00:14:00Z,2020-02-26T06:36:25Z
SDR824F,DASMR,3C0936,A320,SDR,EDDV,EGSS,2020-02-26T00:15:00Z,2020-02-26T00:23:00Z,2020-02-26T01:35:16Z
THY8AK,TCJMJ,NA,A321,THY,ORBI,LTFM,2020-02-26T00:15:00Z,2020-02-26T00:31:31Z,2020-02-26T03:37:00Z
TAY4872,OEIAY,4408F5,B734,TAY,EBLG,EGSS,2020-02-26T00:15:00Z,2020-02-26T00:12:00Z,2020-02-26T01:09:28Z
FDB4AH,A6FEZ,8963BC,B738,FDB,URMM,OMDB,2020-02-26T00:15:00Z,2020-02-26T00:09:00Z,2020-02-26T03:34:27Z
TAY4123,FGIXC,NA,B733,TAY,LFPG,LFBO,2020-02-26T00:15:00Z,2020-02-26T00:24:00Z,2020-02-26T01:36:13Z
PGT741,TCRBA,NA,A21N,PGT,OMDB,LTFJ,2020-02-26T00:15:00Z,2020-02-25T23:57:00Z,2020-02-26T04:46:00Z
DIMME,DIMME,3E3834,C551,ZZZ,LOWL,EDDL,2020-02-26T00:15:00Z,2020-02-26T00:10:00Z,2020-02-26T01:42:12Z
MAATD,MAATD,43EAFB,GLEX,ZZZ,EGSS,UACC,2020-02-26T00:15:00Z,2020-02-26T00:13:00Z,2020-02-26T05:26:05Z
PGT657,TCCRA,NA,B738,PGT,ORBI,LTFJ,2020-02-26T00:15:00Z,2020-02-26T00:15:08Z,2020-02-26T03:17:00Z
THY4EZ,TCJRS,4BAA53,A321,THY,LTFM,UUWW,2020-02-26T00:15:00Z,2020-02-26T00:07:00Z,2020-02-26T02:49:57Z
AZA8672,EIEJO,4CAA6D,A332,AZA,LIRF,SBGL,2020-02-26T00:15:00Z,2020-02-26T00:10:00Z,2020-02-26T11:41:55Z
AXY2519,9HAHA,4D20C5,B735,AXY,LEMD,EGSS,2020-02-26T00:15:00Z,2020-02-26T00:02:00Z,2020-02-26T02:40:15Z
ELY032,4XERC,738102,B788,ELY,CYYZ,LLBG,2020-02-26T00:15:00Z,2020-02-26T00:15:00Z,2020-02-26T10:22:00Z
ANZ2,ZKOKS,C8215F,B77W,ANZ,KLAX,EGLL,2020-02-26T00:15:00Z,2020-02-26T00:36:00Z,2020-02-26T10:45:48Z
RESCUXF,NA,NA,FA50,ZZZ,LFRH,LFRH,2020-02-26T00:15:00Z,2020-02-26T00:07:00Z,2020-02-26T01:34:59Z
MLD832,ERAXP,504DD9,A320,MLD,EIDW,LUKK,2020-02-26T00:20:00Z,2020-02-26T00:14:00Z,2020-02-26T03:30:00Z
SWN502,SEMAO,4AB42F,ATP,SWN,EGNX,EGAA,2020-02-26T00:20:00Z,2020-02-26T00:26:00Z,2020-02-26T01:41:07Z
STK61P,EIGPP,4CAA55,AT76,STK,EGMC,EICK,2020-02-26T00:20:00Z,2020-02-26T00:17:00Z,2020-02-26T01:57:53Z
MNB252,TCMCG,4BB467,A306,MNB,LFPG,EGGW,2020-02-26T00:20:00Z,2020-02-26T00:16:00Z,2020-02-26T01:16:36Z
FDB916,A6FGE,89646C,B738,FDB,URML,OMDB,2020-02-26T00:20:00Z,2020-02-26T00:20:00Z,2020-02-26T03:25:52Z
BCS37B,DAEAE,3C5425,A306,BCS,EBBR,EDDP,2020-02-26T00:20:00Z,2020-02-26T00:18:00Z,2020-02-26T01:34:01Z
PGT667,TCDCE,NA,A320,PGT,ORMM,LTFJ,2020-02-26T00:20:00Z,2020-02-26T00:01:02Z,2020-02-26T03:31:00Z
PGT871,TCCCK,NA,B738,PGT,OOMS,LTFJ,2020-02-26T00:20:00Z,2020-02-26T00:27:00Z,2020-02-26T05:40:00Z
RCH260,77182A,AE20C3,C17,RCH,KADW,ETAR,2020-02-26T00:20:00Z,2020-02-25T23:49:31Z,2020-02-26T07:24:00Z
AZA8680,EIDBL,4CA1E0,B772,AZA,LIRF,SAEZ,2020-02-26T00:20:00Z,2020-02-26T00:25:00Z,2020-02-26T14:11:00Z
SVR821,VQBGI,42441A,A320,SVR,USSS,LKPR,2020-02-26T00:20:00Z,2020-02-26T00:16:00Z,2020-02-26T05:01:54Z
THY159,TCJVJ,4BAACA,B738,THY,OEJN,LTFJ,2020-02-26T00:20:00Z,2020-02-26T00:12:00Z,2020-02-26T03:50:00Z
CRL925,FHSEA,39C880,B744,CRL,TFFF,LFPO,2020-02-26T00:20:00Z,2020-02-26T00:27:52Z,2020-02-26T08:11:31Z
UAL81,N649UA,A8886D,B763,UAL,KEWR,EGCC,2020-02-26T00:20:00Z,2020-02-26T00:26:00Z,2020-02-26T06:46:59Z
MEECNFX,ECNFX,NA,BE20,ZZZ,LEMH,LEPA,2020-02-26T00:20:00Z,2020-02-26T00:06:00Z,2020-02-26T00:43:13Z
LOT22,SPLRF,48AE05,B788,LOT,KLAX,EPWA,2020-02-26T00:20:00Z,2020-02-26T00:11:00Z,2020-02-26T11:25:38Z
UAL120,N76054,AA44AC,B764,UAL,KEWR,LEBL,2020-02-26T00:20:00Z,2020-02-26T00:23:00Z,2020-02-26T07:32:24Z
BAW282,GBYGG,40073F,B744,BAW,KLAX,EGLL,2020-02-26T00:20:00Z,2020-02-26T00:26:00Z,2020-02-26T10:40:43Z
AAL174,N795AN,AACAA5,B772,AAL,KRDU,EGLL,2020-02-26T00:20:00Z,2020-02-26T00:14:00Z,2020-02-26T07:03:56Z
NPT5745,GJMCJ,NA,B734,NPT,LFPG,LFMT,2020-02-26T00:25:00Z,2020-02-26T00:24:00Z,2020-02-26T01:44:16Z
NPT5629,GJMCB,NA,B734,NPT,LFPG,LFBO,2020-02-26T00:25:00Z,2020-02-26T00:30:00Z,2020-02-26T01:45:11Z
LWA101,5AWLC,01808F,A319,ZZZ,LTFM,HLLM,2020-02-26T00:25:00Z,2020-02-26T00:36:00Z,2020-02-26T04:12:40Z
PGT1723,TCCPE,4B8E05,B738,PGT,UKBB,LTAC,2020-02-26T00:25:00Z,2020-02-26T00:37:41Z,2020-02-26T02:32:00Z
DLH1307,DAISP,3C6670,A321,DLH,OLBA,EDDF,2020-02-26T00:25:00Z,2020-02-26T00:15:13Z,2020-02-26T04:29:21Z
FPO843T,FGZTB,NA,B733,FPO,LFPG,LFLL,2020-02-26T00:25:00Z,2020-02-26T00:24:00Z,2020-02-26T01:19:45Z
TAP088,CSTUM,4952AD,A339,TAP,SBGR,LPPT,2020-02-26T00:25:00Z,2020-02-26T00:39:00Z,2020-02-26T09:57:22Z
ACA832,CFGDZ,C01040,B789,ACA,CYUL,EBBR,2020-02-26T00:25:00Z,2020-02-26T00:49:00Z,2020-02-26T06:59:21Z
RWZ9617,VPBRB,NA,A321,RWZ,UUDD,LTAI,2020-02-26T00:25:00Z,2020-02-26T00:17:46Z,2020-02-26T03:31:00Z
QTR1463,A7BCE,06A0A9,B788,QTR,OTHH,GMMX,2020-02-26T00:25:00Z,2020-02-26T00:17:00Z,2020-02-26T08:23:42Z
AFL103,VQBQE,42457C,B77W,AFL,KJFK,UUEE,2020-02-26T00:25:00Z,2020-02-26T00:10:00Z,2020-02-26T08:42:03Z
