FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
AZD094,HBAMC,4B013A,AT43,AZD,ESSA,ESNU,2020-02-06T00:00:00Z,2020-02-05T23:27:09Z,2020-02-06T01:01:47Z
UAL999,N14011,A0A545,B78X,UAL,KEWR,EBBR,2020-02-06T00:00:00Z,2020-02-06T00:38:00Z,2020-02-06T07:14:00Z
ABB5961,OOABB,448442,A343,ZZZ,TFFR,EBCI,2020-02-06T00:00:00Z,2020-02-06T00:05:08Z,2020-02-06T08:21:21Z
UAL909,N641UA,A86AB5,B763,UAL,KORD,EHAM,2020-02-06T00:00:00Z,2020-02-05T23:55:00Z,2020-02-06T07:42:09Z
IGO011,VTIUD,800D58,A21N,IGO,VIDP,LTFM,2020-02-06T00:00:00Z,2020-02-06T00:08:58Z,2020-02-06T07:15:00Z
DAL1,N833MH,AB649A,B764,DAL,KJFK,EGLL,2020-02-06T00:00:00Z,2020-02-06T00:50:00Z,2020-02-06T07:43:15Z
VND3060,IAVND,NA,LJ45,VND,LIML,LIBR,2020-02-06T00:00:00Z,2020-02-06T00:10:00Z,2020-02-06T01:46:00Z
AAL740,N290AY,A2F591,A332,AAL,KPHL,LEMD,2020-02-06T00:00:00Z,2020-02-05T23:47:00Z,2020-02-06T06:33:03Z
DTA650,NA,NA,B77W,DTA,FNLU,LPPT,2020-02-06T00:00:00Z,2020-02-05T22:39:09Z,2020-02-06T05:59:16Z
MSA56B,EIGHA,NA,B734,MSA,LIPO,LIBD,2020-02-06T00:01:00Z,2020-02-06T00:19:00Z,2020-02-06T01:28:49Z
PS061,ONFILE,NA,P8,ZZZ,LICZ,LICZ,2020-02-06T00:01:00Z,2020-02-05T23:56:00Z,2020-02-06T08:30:00Z
FEG3087,SUTMJ,0101CE,B738,FEG,HEGN,LFLL,2020-02-06T00:01:00Z,2020-02-05T23:35:00Z,2020-02-06T04:20:34Z
KLM672,PHAOD,484443,A332,KLM,CYUL,EHAM,2020-02-06T00:01:00Z,2020-02-06T00:03:00Z,2020-02-06T06:30:21Z
HVN37,VNA868,8880F8,B789,HVN,VVNB,EDDF,2020-02-06T00:01:00Z,2020-02-05T18:45:24Z,2020-02-06T05:39:55Z
FWI11B,NA,NA,A359,FWI,TFFF,LFPO,2020-02-06T00:03:00Z,2020-02-05T23:54:18Z,2020-02-06T07:52:52Z
MEA209,ODMEA,748017,A332,MEA,OLBA,LFPG,2020-02-06T00:05:00Z,2020-02-06T00:00:37Z,2020-02-06T04:33:29Z
AUI374,URPSJ,508302,B739,AUI,OMDB,UKBB,2020-02-06T00:05:00Z,2020-02-06T00:49:00Z,2020-02-06T07:17:00Z
SWT5GL,ECJKH,3422D7,E120,SWT,EGSS,EGPF,2020-02-06T00:05:00Z,2020-02-05T23:50:00Z,2020-02-06T01:25:48Z
AUI392,URPSI,5082E6,B739,AUI,UGTB,UKBB,2020-02-06T00:05:00Z,2020-02-05T23:53:00Z,2020-02-06T02:46:00Z
MSA92C,EIGHC,NA,B734,MSA,LIPO,LICC,2020-02-06T00:05:00Z,2020-02-06T00:00:00Z,2020-02-06T01:24:31Z
FDB1RF,A6FES,8963B5,B738,FDB,URRP,OMDB,2020-02-06T00:05:00Z,2020-02-06T00:38:56Z,2020-02-06T04:17:52Z
RCH544,50008B,AE0565,C5M,RCH,KDOV,ETAR,2020-02-06T00:05:00Z,2020-02-06T01:10:00Z,2020-02-06T08:51:00Z
AFR733,FGSPB,3949E1,B772,AFR,MDSD,LFPG,2020-02-06T00:05:00Z,2020-02-06T00:27:08Z,2020-02-06T08:38:14Z
MSA31F,LZLDU,NA,MD82,MSA,LIPO,LIRF,2020-02-06T00:05:00Z,2020-02-06T00:11:00Z,2020-02-06T01:02:50Z
BCS37B,DALEQ,3C70B1,B752,BCS,EBBR,EDDP,2020-02-06T00:05:00Z,2020-02-06T00:00:00Z,2020-02-06T01:17:55Z
BCS192,LZCGU,451DBD,B734,BCS,EDDP,EDDK,2020-02-06T00:05:00Z,2020-02-05T23:55:00Z,2020-02-06T00:49:58Z
CRL919,FHCAT,398813,A332,CRL,KMIA,LFPO,2020-02-06T00:05:00Z,2020-02-05T23:58:00Z,2020-02-06T08:16:42Z
UAE41P,A6EOG,8963E4,A388,UAE,KSFO,OMDB,2020-02-06T00:05:00Z,2020-02-06T00:25:00Z,2020-02-06T15:35:48Z
SQP7153,URSQC,508405,B738,SQP,UKDE,HESH,2020-02-06T00:05:00Z,2020-02-06T00:13:00Z,2020-02-06T04:07:58Z
WRC7663,URWRJ,50822C,A321,WRC,UKBB,HEGN,2020-02-06T00:05:00Z,2020-02-05T23:56:00Z,2020-02-06T03:53:57Z
QTR714,A7ANH,06A124,A35K,QTR,KIAH,OTHH,2020-02-06T00:05:00Z,2020-02-06T01:13:00Z,2020-02-06T14:57:44Z
FIN6,OHLTU,461F0E,A333,FIN,KJFK,EFHK,2020-02-06T00:05:00Z,2020-02-05T23:59:00Z,2020-02-06T07:49:52Z
UAE230,A6EQE,896454,B77W,UAE,KSEA,OMDB,2020-02-06T00:05:00Z,2020-02-06T00:05:00Z,2020-02-06T14:10:57Z
QTR708,A7BED,06A19F,B77W,QTR,KIAD,OTHH,2020-02-06T00:05:00Z,2020-02-05T23:52:00Z,2020-02-06T12:19:00Z
THY3AR,TCJSG,NA,A321,THY,UWKD,LTFM,2020-02-06T00:05:00Z,2020-02-05T23:56:00Z,2020-02-06T03:49:00Z
SVA171,HZASE,71007F,A320,SVA,OERK,EDDM,2020-02-06T00:05:00Z,2020-02-06T00:00:45Z,2020-02-06T06:08:29Z
AZG234,4KSW008,600BBE,B744,AZG,EDFH,UBBB,2020-02-06T00:05:00Z,2020-02-06T00:11:00Z,2020-02-06T04:27:00Z
AZU8756,PRANY,NA,A339,AZU,SBKP,LPPR,2020-02-06T00:05:00Z,2020-02-06T00:33:00Z,2020-02-06T09:46:00Z
DLH461,NA,3C65A3,A388,DLH,KMIA,EDDM,2020-02-06T00:07:00Z,2020-02-06T00:31:40Z,2020-02-06T09:12:40Z
DAL404,N394DL,A491FB,B763,DAL,KBOS,LFPG,2020-02-06T00:08:00Z,2020-02-05T23:53:00Z,2020-02-06T06:22:25Z
BAW2256,NA,400772,B772,BAW,TAPA,EGKK,2020-02-06T00:09:00Z,2020-02-06T00:05:32Z,2020-02-06T07:46:57Z
MSA61P,OYYBU,NA,AT72,MSA,LIPO,LICJ,2020-02-06T00:10:00Z,2020-02-06T00:06:00Z,2020-02-06T01:51:39Z
TAY4128,OOTFC,NA,B752,TAY,LFPG,LFML,2020-02-06T00:10:00Z,2020-02-06T00:21:00Z,2020-02-06T01:35:30Z
TAY4805,OEIBO,440118,B734,TAY,EBLG,EDDN,2020-02-06T00:10:00Z,2020-02-06T00:05:00Z,2020-02-06T01:03:44Z
BRU9205,EW527PA,510115,B738,BRU,UMMS,HESH,2020-02-06T00:10:00Z,2020-02-06T00:14:00Z,2020-02-06T04:27:05Z
BRU736,EW438PA,NA,B738,BRU,UGTB,UMMS,2020-02-06T00:10:00Z,2020-02-06T00:00:00Z,2020-02-06T02:52:00Z
THY7XF,TCJRA,NA,A321,THY,LTFM,LTAF,2020-02-06T00:10:00Z,2020-02-06T00:03:00Z,2020-02-06T01:39:00Z
PGT1723,TCCPO,4B8E0F,B738,PGT,UKBB,LTAC,2020-02-06T00:10:00Z,2020-02-06T00:16:00Z,2020-02-06T02:22:00Z
TAY4803,EISTK,4CA7FA,B734,TAY,ESGJ,EFHK,2020-02-06T00:10:00Z,2020-02-05T23:56:00Z,2020-02-06T01:03:37Z
IBE6124,ECJLE,342250,A346,IBE,KMIA,LEMD,2020-02-06T00:10:00Z,2020-02-06T00:19:00Z,2020-02-06T08:20:27Z
SPMED,NA,48B083,BE58,ZZZ,EPRZ,EPBC,2020-02-06T00:10:00Z,2020-02-06T00:02:00Z,2020-02-06T01:06:06Z
BCS93C,GDHKZ,400518,B752,BCS,EDDP,EGNX,2020-02-06T00:10:00Z,2020-02-06T00:10:00Z,2020-02-06T01:50:53Z
ACA862,CFNOG,C023C7,B789,ACA,CYYZ,EGLL,2020-02-06T00:10:00Z,2020-02-05T23:59:00Z,2020-02-06T06:39:38Z
BAW2152,GVIIP,4006C2,B772,BAW,TBPB,EGKK,2020-02-06T00:10:00Z,2020-02-06T00:17:36Z,2020-02-06T08:10:36Z
BAW71F,GCIVZ,4006B0,B744,BAW,KSFO,EGLL,2020-02-06T00:10:00Z,2020-02-06T00:22:00Z,2020-02-06T10:19:58Z
QTR756,A7BBH,06A07E,B77L,QTR,KATL,OTHH,2020-02-06T00:10:00Z,2020-02-06T00:19:00Z,2020-02-06T13:30:00Z
BAW8VA,GVIIW,400774,B772,BAW,TLPL,EGKK,2020-02-06T00:10:00Z,2020-02-06T00:36:13Z,2020-02-06T08:27:41Z
AAL50,N730AN,A9CB18,B77W,AAL,KDFW,EGLL,2020-02-06T00:10:00Z,2020-02-06T00:13:00Z,2020-02-06T08:44:42Z
AAL92,N808AN,AAFFA2,B788,AAL,KPHL,LSZH,2020-02-06T00:10:00Z,2020-02-05T23:55:00Z,2020-02-06T07:15:43Z
PGT2133,TCAEP,NA,B738,PGT,LTAC,LTFJ,2020-02-06T00:10:00Z,2020-02-06T00:40:00Z,2020-02-06T01:27:00Z
RYR7074,9HQDT,4D2236,B738,RYR,LIBR,LIRF,2020-02-06T00:11:00Z,2020-02-06T00:26:00Z,2020-02-06T01:23:09Z
WZZ4VL,HALXP,471F71,A321,WZZ,EGGW,LBSF,2020-02-06T00:12:00Z,2020-02-06T00:22:00Z,2020-02-06T03:11:20Z
AFL2119,RA89097,155C09,SU95,AFL,EVRA,UUEE,2020-02-06T00:15:00Z,2020-02-06T00:02:00Z,2020-02-06T01:26:00Z
SWN091T,SEMAI,NA,ATP,SWN,ENTC,ENGM,2020-02-06T00:15:00Z,2020-02-06T00:21:00Z,2020-02-06T02:43:22Z
SZN403,9HSZN,4D21C5,A339,ZZZ,GOBD,LFPG,2020-02-06T00:15:00Z,2020-02-06T00:56:59Z,2020-02-06T06:15:27Z
THY8AK,TCJLT,NA,A319,THY,ORBI,LTFM,2020-02-06T00:15:00Z,2020-02-05T23:37:59Z,2020-02-06T02:42:00Z
TWG155,DITTT,NA,F406,TWG,LEZG,LEGE,2020-02-06T00:15:00Z,2020-02-06T00:09:00Z,2020-02-06T01:13:11Z
TAY4872,OEIAD,4409AE,B734,TAY,EBLG,EGSS,2020-02-06T00:15:00Z,2020-02-06T00:07:00Z,2020-02-06T01:03:24Z
TAY4123,FGIXU,NA,B734,TAY,LFPG,LFBO,2020-02-06T00:15:00Z,2020-02-06T00:17:00Z,2020-02-06T01:29:52Z
PUE302,ECNFQ,NA,A346,PUE,SPJC,LEMD,2020-02-06T00:15:00Z,2020-02-06T00:20:00Z,2020-02-06T11:17:00Z
QTR730,A7ANL,06A128,A35K,QTR,KDFW,OTHH,2020-02-06T00:15:00Z,2020-02-06T00:53:00Z,2020-02-06T14:27:10Z
AFR355,FGSPV,3949F5,B772,AFR,KSEA,LFPG,2020-02-06T00:15:00Z,2020-02-06T00:28:00Z,2020-02-06T10:07:52Z
IBE6024,ECMNK,3451CD,A332,IBE,SBGL,LEMD,2020-02-06T00:15:00Z,2020-02-06T00:30:00Z,2020-02-06T09:33:35Z
TAP1510,CSTVD,4952C4,A20N,TAP,DIAP,LPPT,2020-02-06T00:15:00Z,2020-02-06T00:19:00Z,2020-02-06T05:37:23Z
ANZ2,ZKOKQ,C81E22,B77W,ANZ,KLAX,EGLL,2020-02-06T00:15:00Z,2020-02-06T00:31:00Z,2020-02-06T10:48:34Z
ACA45,CFNOE,C023C5,B789,ACA,VIDP,CYVR,2020-02-06T00:15:00Z,2020-02-06T00:36:00Z,2020-02-06T14:51:35Z
DCAWR,DCAWR,3CC24D,C560,ZZZ,EDDV,EDDP,2020-02-06T00:15:00Z,2020-02-06T00:02:00Z,2020-02-06T00:41:39Z
VPCON,VPCON,4241A7,CRJ2,ZZZ,UUEE,EVRA,2020-02-06T00:20:00Z,2020-02-06T00:40:00Z,2020-02-06T02:20:07Z
LBT4045,TSINQ,02A1B0,A320,LBT,OEMA,DTTJ,2020-02-06T00:20:00Z,2020-02-05T23:55:48Z,2020-02-06T04:32:31Z
SZN405,LYLEO,NA,A333,ZZZ,GOBD,LFML,2020-02-06T00:20:00Z,2020-02-06T00:33:00Z,2020-02-06T05:32:10Z
MSA95S,SPSPC,NA,AT72,MSA,LIPO,LICA,2020-02-06T00:20:00Z,2020-02-06T00:21:00Z,2020-02-06T02:32:45Z
CRL925,FHSUN,39CA8D,B744,CRL,TFFF,LFPO,2020-02-06T00:20:00Z,2020-02-06T00:46:23Z,2020-02-06T08:42:46Z
MSR995,SUGDR,010154,B77W,MSR,HECA,CYYZ,2020-02-06T00:20:00Z,2020-02-06T00:23:38Z,2020-02-06T12:03:22Z
UAL81,N674UA,A8EC57,B763,UAL,KEWR,EGCC,2020-02-06T00:20:00Z,2020-02-06T00:13:00Z,2020-02-06T06:31:21Z
FHDPN,FHDPN,NA,C510,ZZZ,LFBD,LFQQ,2020-02-06T00:20:00Z,2020-02-06T00:15:46Z,2020-02-06T01:46:10Z
BAW282,GBYGE,40073D,B744,BAW,KLAX,EGLL,2020-02-06T00:20:00Z,2020-02-06T00:30:00Z,2020-02-06T10:45:42Z
ETH407,ETALP,040016,B763,ETH,OLBA,HAAB,2020-02-06T00:20:00Z,2020-02-06T00:12:52Z,2020-02-06T04:17:19Z
NPT5745,GJMCB,NA,B734,NPT,LFPG,LFMT,2020-02-06T00:25:00Z,2020-02-06T00:23:00Z,2020-02-06T01:40:19Z
