FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
THY6437,TCLJM,4BB14D,B77L,THY,LEMD,KMIA,2020-02-02T00:00:00Z,2020-02-02T00:11:00Z,2020-02-02T09:51:57Z
IGO011,VTIUD,800D58,A21N,IGO,VIDP,LTFM,2020-02-02T00:00:00Z,2020-02-02T00:13:37Z,2020-02-02T06:46:00Z
UAL999,N12003,A05626,B78X,UAL,KEWR,EBBR,2020-02-02T00:00:00Z,2020-02-01T23:50:00Z,2020-02-02T06:25:08Z
UAL909,N652UA,A895EB,B763,UAL,KORD,EHAM,2020-02-02T00:00:00Z,2020-02-02T00:09:00Z,2020-02-02T07:59:56Z
DAL1,N833MH,AB649A,B764,DAL,KJFK,EGLL,2020-02-02T00:00:00Z,2020-02-02T00:03:00Z,2020-02-02T06:53:30Z
DAL220,N394DL,A491FB,B763,DAL,KSLC,LFPG,2020-02-02T00:00:00Z,2020-02-02T00:37:57Z,2020-02-02T09:58:39Z
AAL94,N773AN,AA7439,B772,AAL,KJFK,LEMD,2020-02-02T00:00:00Z,2020-02-01T23:41:00Z,2020-02-02T06:24:31Z
AAL740,N288AY,A2EBCA,A332,AAL,KPHL,LEMD,2020-02-02T00:00:00Z,2020-02-01T23:44:00Z,2020-02-02T06:43:31Z
HVN37,NA,88812A,B789,HVN,VVNB,EDDF,2020-02-02T00:00:00Z,2020-02-01T17:56:38Z,2020-02-02T05:44:02Z
WZZ2498,HALVD,471F31,A21N,WZZ,LCLK,LHBP,2020-02-02T00:01:00Z,2020-02-01T23:58:00Z,2020-02-02T02:48:20Z
KLM672,PHAOM,484CC6,A332,KLM,CYUL,EHAM,2020-02-02T00:01:00Z,2020-02-02T00:03:44Z,2020-02-02T06:23:13Z
MSC387,SUBPW,0100E6,A320,MSC,HEGN,LYBE,2020-02-02T00:01:00Z,2020-02-01T23:49:00Z,2020-02-02T03:13:07Z
ABB5961,OOABB,448442,A343,ZZZ,TFFR,EBCI,2020-02-02T00:01:00Z,2020-02-02T00:03:17Z,2020-02-02T07:52:45Z
FDX5084,N843FD,AB8B7F,B77L,FDX,LFPG,LIMC,2020-02-02T00:01:00Z,2020-02-02T00:16:00Z,2020-02-02T01:34:39Z
PVG795P,ECLZO,344508,B763,PVG,LEMD,OEHL,2020-02-02T00:05:00Z,2020-02-02T00:14:00Z,2020-02-02T05:42:43Z
UTN5735,URUTQ,5082CB,B738,UTN,UKHH,HESH,2020-02-02T00:05:00Z,2020-02-02T00:02:00Z,2020-02-02T03:46:23Z
MEA209,OEMEB,748019,A332,MEA,OLBA,LFPG,2020-02-02T00:05:00Z,2020-02-01T23:58:00Z,2020-02-02T04:31:53Z
AUI374,URPSM,508366,B738,AUI,OMDB,LCLK,2020-02-02T00:05:00Z,2020-02-02T00:12:00Z,2020-02-02T04:40:20Z
BRU8261,EW437PA,51008D,B738,BRU,UMMS,HEGN,2020-02-02T00:05:00Z,2020-02-02T00:01:00Z,2020-02-02T04:02:54Z
AUI392,URPSI,5082E6,B739,AUI,UGTB,UKBB,2020-02-02T00:05:00Z,2020-02-02T00:01:00Z,2020-02-02T02:50:03Z
ANE5016,ECHPR,NA,CRJ2,ANE,LEVC,LEVX,2020-02-02T00:05:00Z,2020-02-01T23:54:00Z,2020-02-02T01:18:32Z
FIN6,OHLTU,461F0E,A333,FIN,KJFK,EFHK,2020-02-02T00:05:00Z,2020-02-01T23:49:00Z,2020-02-02T07:42:19Z
HES6809,TCOBK,4BBC4B,A321,HES,HEGN,EDDE,2020-02-02T00:05:00Z,2020-02-01T23:51:00Z,2020-02-02T04:40:07Z
SBI3588,VQBPL,42454A,A320,SBI,LIPX,UUDD,2020-02-02T00:05:00Z,2020-02-01T23:55:00Z,2020-02-02T02:52:21Z
PGT531,TCCPG,NA,B738,PGT,OMRK,LTFJ,2020-02-02T00:05:00Z,2020-02-02T00:06:00Z,2020-02-02T05:06:00Z
PGT407,TCAIS,NA,B738,PGT,OMAA,LTFJ,2020-02-02T00:05:00Z,2020-02-01T23:54:00Z,2020-02-02T04:42:00Z
PUE601,ECNFP,NA,A346,PUE,LEMD,SEQM,2020-02-02T00:05:00Z,2020-02-02T00:18:00Z,2020-02-02T11:27:02Z
CMB171,N273UP,A2B371,MD11,CMB,KNGU,LERT,2020-02-02T00:05:00Z,2020-02-02T00:06:25Z,2020-02-02T06:30:24Z
VIR78,GVXLG,4006E5,B744,VIR,TBPB,EGCC,2020-02-02T00:05:00Z,2020-02-02T00:29:44Z,2020-02-02T07:42:57Z
PUE712,ECNBU,NA,A343,PUE,SVMI,GCXO,2020-02-02T00:05:00Z,2020-02-02T00:16:00Z,2020-02-02T07:02:32Z
CRL919,FHSKY,39C958,A333,CRL,KMIA,LFPO,2020-02-02T00:05:00Z,2020-02-02T00:30:00Z,2020-02-02T08:30:27Z
UAE230,A6EQB,896451,B77W,UAE,KSEA,OMDB,2020-02-02T00:05:00Z,2020-02-02T00:15:53Z,2020-02-02T14:09:01Z
QTR708,A7BES,06A2B7,B77W,QTR,KIAD,OTHH,2020-02-02T00:05:00Z,2020-02-01T23:51:00Z,2020-02-02T11:44:41Z
SVA171,HZASE,71007F,A320,SVA,OERK,EDDM,2020-02-02T00:05:00Z,2020-02-02T00:27:04Z,2020-02-02T06:46:18Z
AZQ4727,4KAZ60,NA,IL76,AZQ,UBBB,OAKN,2020-02-02T00:05:00Z,2020-02-01T23:53:00Z,2020-02-02T02:31:35Z
THY6769,TCJOO,4BA9EF,A332,THY,EDDK,ORBI,2020-02-02T00:05:00Z,2020-02-01T23:12:00Z,2020-02-02T04:00:37Z
QTR714,A7AND,06A120,A35K,QTR,KIAH,OTHH,2020-02-02T00:05:00Z,2020-02-02T00:17:32Z,2020-02-02T13:48:00Z
VIR110,GVRAY,4066AB,A333,VIR,KATL,EGCC,2020-02-02T00:05:00Z,2020-02-02T00:10:00Z,2020-02-02T07:30:52Z
BAW2152,GVIIY,400776,B772,BAW,TBPB,EGKK,2020-02-02T00:05:00Z,2020-02-02T00:13:59Z,2020-02-02T07:45:16Z
FDX5245,N110FE,A02CB5,B763,FDX,LFPG,LEMD,2020-02-02T00:07:00Z,2020-02-02T00:09:00Z,2020-02-02T01:59:29Z
