FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
MMD6597,OYEJD,459544,FA7X,MMD,KPWK,LFMN,2020-01-11T00:00:00Z,2020-01-11T00:14:00Z,2020-01-11T08:11:58Z
MYGIG,MYGIG,424B1F,GLF6,ZZZ,VHHH,EIDW,2020-01-11T00:00:00Z,2020-01-10T23:38:00Z,2020-01-11T12:47:29Z
THY7LD,NA,NA,A321,THY,OIIE,LTFM,2020-01-11T00:00:00Z,2020-01-10T23:53:43Z,2020-01-11T02:55:00Z
ARL226,FGGVG,NA,SW3,ARL,LFPB,LFRB,2020-01-11T00:00:00Z,2020-01-11T00:13:00Z,2020-01-11T01:31:07Z
UAL999,N12003,A05626,B78X,UAL,KEWR,EBBR,2020-01-11T00:00:00Z,2020-01-11T00:02:00Z,2020-01-11T06:38:32Z
ETH3722,ETAVN,040156,B77L,ETH,HAAB,EBLG,2020-01-11T00:00:00Z,2020-01-10T23:46:17Z,2020-01-11T06:48:20Z
UAL909,N649UA,A8886D,B763,UAL,KORD,EHAM,2020-01-11T00:00:00Z,2020-01-11T00:43:00Z,2020-01-11T08:15:58Z
VND5022,IAVNE,300762,LJ40,VND,LIRA,LICR,2020-01-11T00:00:00Z,2020-01-11T00:14:00Z,2020-01-11T01:03:16Z
IBE6653,ECJFX,342212,A346,IBE,LEMD,SPJC,2020-01-11T00:00:00Z,2020-01-10T23:54:25Z,2020-01-11T11:25:10Z
DAL220,N198DN,A1863B,B763,DAL,KSLC,LFPG,2020-01-11T00:00:00Z,2020-01-11T00:45:00Z,2020-01-11T09:59:23Z
DAL1,N834MH,AB6851,B764,DAL,KJFK,EGLL,2020-01-11T00:00:00Z,2020-01-10T23:49:00Z,2020-01-11T06:46:59Z
AAL94,N783AN,AA9BB8,B772,AAL,KJFK,LEMD,2020-01-11T00:00:00Z,2020-01-10T23:39:00Z,2020-01-11T06:38:04Z
AAL740,N284AY,A2DCEE,A332,AAL,KPHL,LEMD,2020-01-11T00:00:00Z,2020-01-11T00:09:00Z,2020-01-11T07:08:29Z
XRO018,PHGWS,485E32,FA7X,XRO,KLIT,EHAM,2020-01-11T00:01:00Z,2020-01-11T00:39:00Z,2020-01-11T08:30:11Z
KLM672,PHAOC,484411,A332,KLM,CYUL,EHAM,2020-01-11T00:01:00Z,2020-01-11T00:06:00Z,2020-01-11T06:27:34Z
ABW543,VQBWW,4243E3,B744,ABW,EBLG,UUEE,2020-01-11T00:01:00Z,2020-01-10T23:56:00Z,2020-01-11T02:52:00Z
UTN5731,URAZF,508421,B738,UTN,UKHH,HESH,2020-01-11T00:05:00Z,2020-01-11T00:06:00Z,2020-01-11T03:41:57Z
MEA209,ODMEA,748017,A332,MEA,OLBA,LFPG,2020-01-11T00:05:00Z,2020-01-11T00:03:25Z,2020-01-11T04:18:29Z
MHERI,MHERI,424B5E,GLF5,ZZZ,KOPF,EGGW,2020-01-11T00:05:00Z,2020-01-11T00:18:00Z,2020-01-11T08:24:22Z
RAM509,CNROJ,NA,B738,RAM,FKKD,GMMN,2020-01-11T00:05:00Z,2020-01-10T23:55:00Z,2020-01-11T04:55:03Z
