FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
NOS857,INEOW,NA,B738,NOS,LIRF,LIPX,2020-02-20T00:00:00Z,2020-02-20T00:01:00Z,2020-02-20T01:13:51Z
RYR51,EISEV,4CA4B1,B737,RYR,LICC,EIDW,2020-02-20T00:00:00Z,2020-02-20T00:09:00Z,2020-02-20T04:02:52Z
UAL999,N12010,A05646,B78X,UAL,KEWR,EBBR,2020-02-20T00:00:00Z,2020-02-19T23:56:00Z,2020-02-20T06:11:40Z
ABB5961,OOABB,448442,A343,ABB,TFFR,EBCI,2020-02-20T00:00:00Z,2020-02-20T00:26:18Z,2020-02-20T08:31:43Z
IGO011,VTIUB,800D4F,A21N,IGO,VIDP,LTFM,2020-02-20T00:00:00Z,2020-02-20T00:11:25Z,2020-02-20T06:59:00Z
DAL1,N834MH,AB6851,B764,DAL,KJFK,EGLL,2020-02-20T00:00:00Z,2020-02-19T23:42:00Z,2020-02-20T06:48:39Z
AAL740,N286AY,A2E45C,A332,AAL,KPHL,LEMD,2020-02-20T00:00:00Z,2020-02-20T00:01:00Z,2020-02-20T06:50:29Z
QQE215,A7CGF,06A1CB,GLF6,QQE,KJFK,OTBD,2020-02-20T00:00:00Z,2020-02-19T23:54:00Z,2020-02-20T11:18:10Z
KLM672,PHAOE,484444,A332,KLM,CYUL,EHAM,2020-02-20T00:01:00Z,2020-02-20T00:00:00Z,2020-02-20T06:21:12Z
FEG3087,SUTMJ,0101CE,B738,FEG,HEGN,LFLL,2020-02-20T00:01:00Z,2020-02-19T23:43:00Z,2020-02-20T04:41:08Z
QTR8188,A7BFU,06A2E2,B77L,QTR,MPTO,EBLG,2020-02-20T00:01:00Z,2020-02-20T00:30:24Z,2020-02-20T10:04:38Z
CWG125,N125GH,A066E3,GLF5,ZZZ,KHOU,LMML,2020-02-20T00:01:00Z,2020-02-20T00:12:00Z,2020-02-20T10:34:02Z
RYR4316,9HQAS,4D223F,B738,RYR,LIBD,LIPE,2020-02-20T00:03:00Z,2020-02-20T00:07:00Z,2020-02-20T01:15:18Z
AVA016,N791AV,AA9F76,B788,AVA,SKRG,LEMD,2020-02-20T00:03:00Z,2020-02-20T00:12:21Z,2020-02-20T09:20:26Z
ETI22A,SEKOL,4AADEC,BE30,ETI,ESSA,EFRO,2020-02-20T00:05:00Z,2020-02-20T00:19:59Z,2020-02-20T02:25:29Z
UTN5733,URAZF,508421,B738,UTN,UKHH,HESH,2020-02-20T00:05:00Z,2020-02-19T23:51:00Z,2020-02-20T03:43:34Z
MEA209,ODMEA,748017,A332,MEA,OLBA,LFPG,2020-02-20T00:05:00Z,2020-02-20T00:17:59Z,2020-02-20T04:54:34Z
SWT5GL,ECJKH,3422D7,E120,SWT,EGSS,EGPF,2020-02-20T00:05:00Z,2020-02-19T23:56:00Z,2020-02-20T01:25:12Z
MSA95S,SPSPC,NA,AT72,MSA,LIPO,LICA,2020-02-20T00:05:00Z,2020-02-20T00:47:00Z,2020-02-20T02:43:36Z
FIN6,OHLTU,461F0E,A333,FIN,KJFK,EFHK,2020-02-20T00:05:00Z,2020-02-19T23:51:00Z,2020-02-20T07:25:51Z
BCS37B,DALEP,3C70B0,B752,BCS,EBBR,EDDP,2020-02-20T00:05:00Z,2020-02-20T00:01:00Z,2020-02-20T01:19:30Z
UAE41P,A6EOD,89639D,A388,UAE,KSFO,OMDB,2020-02-20T00:05:00Z,2020-02-20T00:20:00Z,2020-02-20T15:31:20Z
BCS192,LZCGS,451D99,B734,BCS,EDDP,EDDK,2020-02-20T00:05:00Z,2020-02-20T00:05:00Z,2020-02-20T01:03:15Z
PGT531,TCCPJ,NA,B738,PGT,OMRK,LTFJ,2020-02-20T00:05:00Z,2020-02-20T00:02:00Z,2020-02-20T04:53:00Z
QTR714,A7ANM,06A129,A35K,QTR,KIAH,OTHH,2020-02-20T00:05:00Z,2020-02-20T00:23:00Z,2020-02-20T13:30:50Z
UAE230,A6EPW,89644C,B77W,UAE,KSEA,OMDB,2020-02-20T00:05:00Z,2020-02-19T23:59:00Z,2020-02-20T14:30:01Z
CRL919,FHJAZ,39A419,A333,CRL,KMIA,LFPO,2020-02-20T00:05:00Z,2020-02-20T00:21:00Z,2020-02-20T08:24:47Z
AFR733,FGSPE,3949E4,B772,AFR,MDSD,LFPG,2020-02-20T00:05:00Z,2020-02-20T01:14:18Z,2020-02-20T09:19:43Z
QTR708,A7BEN,06A2B2,B77W,QTR,KIAD,OTHH,2020-02-20T00:05:00Z,2020-02-19T23:43:00Z,2020-02-20T11:16:39Z
WRC7663,URWRJ,50822C,A321,WRC,UKBB,HEGN,2020-02-20T00:05:00Z,2020-02-19T23:52:00Z,2020-02-20T03:28:01Z
SVA171,HZASC,71007C,A320,SVA,OERK,EDDM,2020-02-20T00:05:00Z,2020-02-20T00:05:27Z,2020-02-20T06:24:00Z
AUI374,URPSJ,508302,B739,AUI,OMDB,UKBB,2020-02-20T00:05:00Z,2020-02-20T00:26:00Z,2020-02-20T06:58:00Z
CAO1031,B2091,780C5B,B77L,CAO,ZUCK,EDDF,2020-02-20T00:05:00Z,2020-02-19T23:48:00Z,2020-02-20T11:04:23Z
AAL50,N724AN,A9B275,B77W,AAL,KDFW,EGLL,2020-02-20T00:05:00Z,2020-02-20T00:00:00Z,2020-02-20T08:15:40Z
THY6830,TCLLH,4BB188,B789,THY,KPAE,LTFM,2020-02-20T00:05:00Z,2020-02-20T00:27:00Z,2020-02-20T12:10:00Z
THY3AR,TCJVO,NA,B738,THY,UWKD,LTFM,2020-02-20T00:05:00Z,2020-02-20T00:17:00Z,2020-02-20T04:00:00Z
AZU8756,PRANY,E4941B,A339,AZU,SBKP,LPPR,2020-02-20T00:05:00Z,2020-02-20T00:29:00Z,2020-02-20T09:56:46Z
DAL404,N176DZ,A12FDA,B763,DAL,KBOS,LFPG,2020-02-20T00:08:00Z,2020-02-20T00:11:00Z,2020-02-20T06:43:36Z
BCS19U,GJMCV,406EC8,B734,BCS,EDDP,EGGW,2020-02-20T00:10:00Z,2020-02-20T00:19:00Z,2020-02-20T02:00:59Z
TAY4128,OELFB,NA,B752,TAY,LFPG,LFML,2020-02-20T00:10:00Z,2020-02-20T00:24:00Z,2020-02-20T01:36:14Z
TAY4805,OEIAY,4408F5,B734,TAY,EBLG,EDDN,2020-02-20T00:10:00Z,2020-02-19T23:59:00Z,2020-02-20T00:55:40Z
TAY4803,FGZTT,396673,B734,TAY,ESGJ,EFHK,2020-02-20T00:10:00Z,2020-02-20T00:16:00Z,2020-02-20T01:25:15Z
LOT159,SPLWC,48AE82,B738,LOT,EPKK,LLBG,2020-02-20T00:10:00Z,2020-02-20T00:03:00Z,2020-02-20T03:08:19Z
ISS2037,ECNAB,346107,B738,ISS,OKBK,LIRF,2020-02-20T00:10:00Z,2020-02-20T00:18:42Z,2020-02-20T05:56:32Z
PGT94Q,TCCPB,4B8E02,B738,PGT,EDDK,LTFJ,2020-02-20T00:10:00Z,2020-02-19T23:51:00Z,2020-02-20T02:52:00Z
BCS93C,GBMRJ,40066C,B752,BCS,EDDP,EGNX,2020-02-20T00:10:00Z,2020-02-20T00:15:00Z,2020-02-20T02:04:39Z
BAW2152,GVIIU,400772,B772,BAW,TBPB,EGKK,2020-02-20T00:10:00Z,2020-02-20T00:18:30Z,2020-02-20T08:05:29Z
ACA862,CGHPT,C058BE,B788,ACA,CYYZ,EGLL,2020-02-20T00:10:00Z,2020-02-19T23:56:00Z,2020-02-20T06:43:18Z
IBE6124,ECLYF,344346,A333,IBE,KMIA,LEMD,2020-02-20T00:10:00Z,2020-02-20T00:05:00Z,2020-02-20T08:12:46Z
BAW8VA,GVIIW,400774,B772,BAW,TLPL,EGKK,2020-02-20T00:10:00Z,2020-02-20T00:18:18Z,2020-02-20T08:01:00Z
FTL532,ECJIP,342389,SW4,FTL,EGCN,LEMD,2020-02-20T00:10:00Z,2020-02-20T00:16:00Z,2020-02-20T04:14:22Z
BAW71F,GCIVR,4006A8,B744,BAW,KSFO,EGLL,2020-02-20T00:10:00Z,2020-02-20T00:25:00Z,2020-02-20T10:03:09Z
QTR756,A7BAH,06A072,B77W,QTR,KATL,OTHH,2020-02-20T00:10:00Z,2020-02-20T00:16:00Z,2020-02-20T12:33:07Z
AFL2119,RA89101,155C0D,SU95,AFL,EVRA,UUEE,2020-02-20T00:15:00Z,2020-02-20T00:03:00Z,2020-02-20T01:31:00Z
THY6431,TCJOY,4BA9F9,A332,THY,LTBA,UMMS,2020-02-20T00:15:00Z,2020-02-20T00:05:00Z,2020-02-20T02:18:00Z
SDM5798,VPBOB,424354,B738,SDM,LKPD,ULLI,2020-02-20T00:15:00Z,2020-02-20T00:25:00Z,2020-02-20T02:33:21Z
VKG4568,OYVKG,45D967,A333,VKG,ENGM,EKCH,2020-02-20T00:15:00Z,2020-02-20T00:26:00Z,2020-02-20T01:27:22Z
PUE302,ECNFQ,NA,A346,PUE,SPJC,LEMD,2020-02-20T00:15:00Z,2020-02-20T00:19:00Z,2020-02-20T11:14:43Z
SZN403,9HSZN,4D21C5,A339,ZZZ,GOBD,LFPG,2020-02-20T00:15:00Z,2020-02-20T00:22:04Z,2020-02-20T05:36:53Z
THY8AK,TCJLZ,NA,A319,THY,ORBI,LTFM,2020-02-20T00:15:00Z,2020-02-19T23:47:34Z,2020-02-20T02:53:00Z
TAY4872,OEIAM,4400BE,B734,TAY,EBLG,EGSS,2020-02-20T00:15:00Z,2020-02-20T00:12:00Z,2020-02-20T01:11:15Z
NWS518,VPBJP,42425B,B77W,NWS,MDPC,UUEE,2020-02-20T00:15:00Z,2020-02-20T00:26:30Z,2020-02-20T11:05:29Z
AFR355,FGSPH,3949E7,B772,AFR,KSEA,LFPG,2020-02-20T00:15:00Z,2020-02-20T00:20:00Z,2020-02-20T09:44:51Z
VND3082,IAVND,30061C,LJ45,VND,LIRA,LICR,2020-02-20T00:15:00Z,2020-02-20T00:20:00Z,2020-02-20T01:20:48Z
TAP1510,CSTVG,4952C7,A20N,TAP,DIAP,LPPT,2020-02-20T00:15:00Z,2020-02-20T00:21:00Z,2020-02-20T05:37:20Z
ANZ2,ZKOKM,C81D7E,B77W,ANZ,KLAX,EGLL,2020-02-20T00:15:00Z,2020-02-20T00:26:00Z,2020-02-20T10:00:01Z
MSR862,SUGEI,0101B9,B738,MSR,GMMN,HECA,2020-02-20T00:15:00Z,2020-02-20T00:18:00Z,2020-02-20T04:51:10Z
AAL92,N803AL,AAED0D,B788,AAL,KPHL,LSZH,2020-02-20T00:15:00Z,2020-02-20T00:26:00Z,2020-02-20T07:43:45Z
TAY4123,FGIXU,NA,B734,TAY,LFPG,LFBO,2020-02-20T00:15:00Z,2020-02-20T00:21:00Z,2020-02-20T01:28:19Z
NPT4817,GNPTA,407477,B738,NPT,EBLG,EDDV,2020-02-20T00:20:00Z,2020-02-20T00:08:00Z,2020-02-20T01:06:36Z
MSA92C,EIGHB,NA,B734,MSA,LIPO,LICC,2020-02-20T00:20:00Z,2020-02-20T00:23:00Z,2020-02-20T01:47:32Z
MSA56B,EIGHC,NA,B734,MSA,LIPO,LIBD,2020-02-20T00:20:00Z,2020-02-20T00:26:00Z,2020-02-20T01:34:18Z
TAR6012,TSIMW,02A196,A320,TAR,OEJN,DTTJ,2020-02-20T00:20:00Z,2020-02-20T00:50:22Z,2020-02-20T05:36:36Z
MSA31F,LZLDU,NA,MD82,MSA,LIPO,LIRF,2020-02-20T00:20:00Z,2020-02-20T00:10:00Z,2020-02-20T00:55:30Z
CRL925,FGTUI,394E88,B744,CRL,TFFF,LFPO,2020-02-20T00:20:00Z,2020-02-20T00:36:44Z,2020-02-20T08:32:03Z
TAP242,CSTUP,4952B0,A339,TAP,KORD,LPPT,2020-02-20T00:20:00Z,2020-02-20T00:40:00Z,2020-02-20T08:10:09Z
MSA761,OYYBU,NA,AT72,MSA,LIPO,LICJ,2020-02-20T00:20:00Z,2020-02-20T00:15:20Z,2020-02-20T02:02:46Z
PGT1703,TCAIS,NA,B738,PGT,ORER,LTAC,2020-02-20T00:20:00Z,2020-02-20T00:20:41Z,2020-02-20T02:14:00Z
PGT407,TCCRG,NA,B738,PGT,OMAA,LTFJ,2020-02-20T00:20:00Z,2020-02-20T00:05:00Z,2020-02-20T04:50:00Z
THY159,TCJPR,4BAA12,A320,THY,OEJN,LTFJ,2020-02-20T00:20:00Z,2020-02-20T00:22:00Z,2020-02-20T03:59:33Z
UAL120,N69063,A92DFC,B764,UAL,KEWR,LEBL,2020-02-20T00:20:00Z,2020-02-20T00:13:00Z,2020-02-20T07:22:23Z
AAL174,N777AN,AA8315,B772,AAL,KRDU,EGLL,2020-02-20T00:20:00Z,2020-02-20T00:27:00Z,2020-02-20T07:24:14Z
BAW282,GCIVI,4005E2,B744,BAW,KLAX,EGLL,2020-02-20T00:20:00Z,2020-02-20T01:13:00Z,2020-02-20T10:28:20Z
UAL81,N643UA,A87223,B763,UAL,KEWR,EGCC,2020-02-20T00:20:00Z,2020-02-20T00:15:00Z,2020-02-20T06:44:56Z
ETH407,ETALP,040016,B763,ETH,OLBA,HAAB,2020-02-20T00:20:00Z,2020-02-20T00:43:46Z,2020-02-20T04:36:20Z
WZZ3256,HALYB,471F7D,A320,WZZ,LCLK,LROP,2020-02-20T00:21:00Z,2020-02-20T00:04:00Z,2020-02-20T02:19:44Z
NPT5745,GJMCJ,NA,B734,NPT,LFPG,LFMT,2020-02-20T00:25:00Z,2020-02-20T00:21:00Z,2020-02-20T01:36:11Z
NPT5629,GJMCB,NA,B734,NPT,LFPG,LFBO,2020-02-20T00:25:00Z,2020-02-20T00:29:00Z,2020-02-20T01:39:36Z
RAM537D,CNRGF,NA,B738,RAM,FOOL,GMMN,2020-02-20T00:25:00Z,2020-02-20T00:13:00Z,2020-02-20T05:37:26Z
BRU8161,EW455PA,51009A,B738,BRU,UMMS,HESH,2020-02-20T00:25:00Z,2020-02-20T00:19:00Z,2020-02-20T04:22:11Z
LWA101,5AWLB,018087,A319,ZZZ,LTFM,HLLM,2020-02-20T00:25:00Z,2020-02-20T00:30:00Z,2020-02-20T04:16:49Z
DLH1307,DAIDK,3C648B,A321,DLH,OLBA,EDDF,2020-02-20T00:25:00Z,2020-02-20T00:16:28Z,2020-02-20T04:40:14Z
FPO843T,FGZTB,NA,B733,FPO,LFPG,LFLL,2020-02-20T00:25:00Z,2020-02-20T00:19:00Z,2020-02-20T01:13:34Z
TAP1522,CSTNQ,4951D1,A320,TAP,DGAA,LPPT,2020-02-20T00:25:00Z,2020-02-20T00:50:00Z,2020-02-20T06:16:54Z
THY1NX,TCJSE,NA,A321,THY,UGTB,LTFM,2020-02-20T00:25:00Z,2020-02-20T00:23:00Z,2020-02-20T02:41:00Z
MSR995,SUGDP,010153,B77W,MSR,HECA,CYYZ,2020-02-20T00:25:00Z,2020-02-20T00:28:18Z,2020-02-20T12:23:25Z
ACA832,CFVLU,C038A7,B789,ACA,CYUL,EBBR,2020-02-20T00:25:00Z,2020-02-20T00:25:00Z,2020-02-20T06:36:05Z
TAP088,CSTUR,4952B2,A339,TAP,SBGR,LPPT,2020-02-20T00:25:00Z,2020-02-20T00:39:00Z,2020-02-20T09:47:25Z
AFL103,VQBUC,4243DF,B77W,AFL,KJFK,UUEE,2020-02-20T00:25:00Z,2020-02-20T00:38:00Z,2020-02-20T09:00:39Z
BAW17V,GCIVN,40068F,B744,BAW,KDEN,EGLL,2020-02-20T00:25:00Z,2020-02-20T01:02:00Z,2020-02-20T09:01:36Z
BAW176A,GCIVX,4006AE,B744,BAW,KJFK,EGLL,2020-02-20T00:25:00Z,2020-02-20T00:16:00Z,2020-02-20T06:44:48Z
UAL987,N651UA,A89234,B763,UAL,KORD,LFPG,2020-02-20T00:25:00Z,2020-02-20T00:30:00Z,2020-02-20T08:32:28Z
AZG1402,4KSW888,NA,B744,AZG,LTFM,UBBB,2020-02-20T00:25:00Z,2020-02-20T00:16:00Z,2020-02-20T02:58:00Z
DAL258,N816NW,AB20E7,A333,DAL,KBOS,EHAM,2020-02-20T00:27:00Z,2020-02-20T00:22:00Z,2020-02-20T06:32:17Z
NPT12B,GCKUZ,407504,B734,NPT,EGNX,EGPH,2020-02-20T00:30:00Z,2020-02-20T00:22:00Z,2020-02-20T01:11:53Z
WUK8123,GWUKL,407751,A321,WUK,EGGW,ULLI,2020-02-20T00:30:00Z,2020-02-20T00:22:00Z,2020-02-20T03:23:18Z
FBG201,LZFAC,NA,AT43,ZZZ,LFOK,LEVT,2020-02-20T00:30:00Z,2020-02-20T00:28:04Z,2020-02-20T02:38:41Z
AFG714,JYJAL,NA,B762,AFG,LTAC,OAKB,2020-02-20T00:30:00Z,2020-02-20T00:53:00Z,2020-02-20T04:54:42Z
AEG402,ESLSC,5110AA,SF34,AEG,ESGJ,EKBI,2020-02-20T00:30:00Z,2020-02-20T00:43:00Z,2020-02-20T01:41:06Z
PGT657,TCNBO,4BB84F,A20N,PGT,ORBI,LTFJ,2020-02-20T00:30:00Z,2020-02-20T00:17:00Z,2020-02-20T03:01:47Z
BCS71C,DALEQ,3C70B1,B752,BCS,EDDP,EBBR,2020-02-20T00:30:00Z,2020-02-20T00:17:00Z,2020-02-20T01:26:03Z
ABR1551,EISTO,4CACBA,B734,ABR,EGNX,EDDP,2020-02-20T00:30:00Z,2020-02-20T00:25:00Z,2020-02-20T01:54:33Z
NRS18U,GCKWS,4075C3,B789,NRS,KJFK,EGKK,2020-02-20T00:30:00Z,2020-02-20T00:33:00Z,2020-02-20T06:47:11Z
AFR651,FGZNN,3965AD,B77W,AFR,MMUN,LFPG,2020-02-20T00:30:00Z,2020-02-20T00:41:55Z,2020-02-20T09:12:38Z
AFR333,FHRBB,39C421,B789,AFR,KBOS,LFPG,2020-02-20T00:30:00Z,2020-02-20T00:42:00Z,2020-02-20T06:36:22Z
IBE2601,ECMOU,345318,A332,IBE,LEBL,SAEZ,2020-02-20T00:30:00Z,2020-02-20T00:50:00Z,2020-02-20T14:00:40Z
DJT101,FHNCO,39B44E,A21N,DJT,KEWR,LFPO,2020-02-20T00:30:00Z,2020-02-20T00:17:00Z,2020-02-20T07:05:52Z
AFR019,FGSPB,3949E1,B772,AFR,KJFK,LFPO,2020-02-20T00:30:00Z,2020-02-20T00:20:00Z,2020-02-20T07:01:10Z
QTR726,A7BEU,06A2C4,B77W,QTR,KORD,OTHH,2020-02-20T00:30:00Z,2020-02-20T00:26:00Z,2020-02-20T12:41:32Z
DAL126,N16065,A0F4F6,B763,DAL,KJFK,LEMD,2020-02-20T00:30:00Z,2020-02-20T00:18:00Z,2020-02-20T07:20:43Z
DAL140,N844MH,AB8FD0,B764,DAL,KJFK,EBBR,2020-02-20T00:30:00Z,2020-02-20T00:49:00Z,2020-02-20T07:37:11Z
DAL48,N1603,A0F46F,B763,DAL,KJFK,EHAM,2020-02-20T00:31:00Z,2020-02-20T00:22:00Z,2020-02-20T06:59:34Z
RFF8056,NA,NA,IL76,ZZZ,HLLQ,OSLK,2020-02-20T00:32:00Z,2020-02-20T00:22:45Z,2020-02-20T02:36:31Z
BRU740,EW253PA,NA,B735,BRU,UBBB,UMMS,2020-02-20T00:35:00Z,2020-02-20T00:32:00Z,2020-02-20T03:50:00Z
PGT1B,TCNBM,4BB84D,A20N,PGT,HEGN,LTFJ,2020-02-20T00:35:00Z,2020-02-20T00:29:00Z,2020-02-20T03:12:00Z
PGT401,TCNBB,NA,A20N,PGT,URMG,LTFJ,2020-02-20T00:35:00Z,2020-02-20T00:27:00Z,2020-02-20T03:03:00Z
BCS120,DALES,3C70B3,B752,BCS,EDDP,EBBR,2020-02-20T00:35:00Z,2020-02-20T00:32:00Z,2020-02-20T01:40:45Z
FPO701,FGZTJ,NA,B734,FPO,LFPG,LFML,2020-02-20T00:35:00Z,2020-02-20T00:31:00Z,2020-02-20T01:43:04Z
AAR551,HL7732,NA,B772,AAR,RKSI,LTFM,2020-02-20T00:35:00Z,2020-02-20T00:42:00Z,2020-02-20T12:40:00Z
THY8DM,TCLOG,4BB1E7,A333,THY,OJAI,LTFM,2020-02-20T00:35:00Z,2020-02-20T00:39:02Z,2020-02-20T02:45:00Z
DLH447,DABTK,3C4A8B,B744,DLH,KDEN,EDDF,2020-02-20T00:35:00Z,2020-02-20T01:28:00Z,2020-02-20T09:56:29Z
DAL30,N836MH,AB6FBF,B764,DAL,KATL,EGLL,2020-02-20T00:35:00Z,2020-02-20T00:40:00Z,2020-02-20T08:10:02Z
DLH465,DABVW,3C4AD7,B744,DLH,KMCO,EDDF,2020-02-20T00:35:00Z,2020-02-20T00:58:00Z,2020-02-20T08:38:23Z
AAL38,N733AR,A9D640,B77W,AAL,KMIA,EGLL,2020-02-20T00:35:00Z,2020-02-20T01:09:00Z,2020-02-20T08:43:49Z
UAL23,N16009,A0F428,B78X,UAL,KEWR,EIDW,2020-02-20T00:35:00Z,2020-02-20T00:20:00Z,2020-02-20T06:13:29Z
AVA046,N782AV,AA9808,B788,AVA,SKBO,LEMD,2020-02-20T00:37:00Z,2020-02-20T00:38:10Z,2020-02-20T09:55:45Z
WUK4SJ,HALWD,471F4B,A320,WUK,EGGW,LUKK,2020-02-20T00:40:00Z,2020-02-20T00:52:00Z,2020-02-20T03:40:00Z
DLH693,DAIDM,3C648D,A321,DLH,OJAI,EDDF,2020-02-20T00:40:00Z,2020-02-20T00:34:00Z,2020-02-20T05:10:35Z
SWT042,ECGQA,NA,E120,SWT,ENBR,ENZV,2020-02-20T00:40:00Z,2020-02-20T00:22:00Z,2020-02-20T00:59:19Z
DAH1230,ECLNH,345245,A332,DAH,DAAG,LFPG,2020-02-20T00:40:00Z,2020-02-20T00:45:07Z,2020-02-20T02:58:37Z
PGT1723,TCNCD,4BB864,A20N,PGT,UKBB,LTAC,2020-02-20T00:40:00Z,2020-02-20T00:36:00Z,2020-02-20T02:37:00Z
THY6253,TCJOZ,4BA9FA,A332,THY,LTBA,UUEE,2020-02-20T00:40:00Z,2020-02-20T00:24:00Z,2020-02-20T03:12:00Z
ABR1624,EISTP,4CAF9A,B734,ABR,LIMC,EGMC,2020-02-20T00:40:00Z,2020-02-20T00:28:00Z,2020-02-20T02:25:42Z
VIR98R,GVMIK,4074FC,A332,VIR,TLPL,EGKK,2020-02-20T00:40:00Z,2020-02-20T00:25:43Z,2020-02-20T08:31:03Z
THY1DZ,TCJTL,4BAA8C,A321,THY,LTFM,ORMM,2020-02-20T00:40:00Z,2020-02-20T00:13:00Z,2020-02-20T03:27:02Z
SIA51,9VSMK,76CDAB,A359,SIA,KIAH,EGCC,2020-02-20T00:40:00Z,2020-02-20T00:52:00Z,2020-02-20T08:36:42Z
FDX5391,N879FD,AC1846,B77L,FDX,RJAA,LFPG,2020-02-20T00:40:00Z,2020-02-20T00:43:00Z,2020-02-20T16:18:27Z
ASJ288,FHIBF,39A025,C510,ASJ,LFPB,LFLL,2020-02-20T00:40:00Z,2020-02-20T00:42:00Z,2020-02-20T01:38:58Z
TCRSC,TCRSC,NA,LJ45,ZZZ,LTAJ,LTBA,2020-02-20T00:45:00Z,2020-02-20T00:27:00Z,2020-02-20T01:54:00Z
IMX358,HBALQ,4B012E,AT72,IMX,EGBB,EIDW,2020-02-20T00:45:00Z,2020-02-20T00:39:00Z,2020-02-20T01:50:31Z
SWN8007,SEMAJ,4AB42A,ATP,SWN,ESGJ,ENGM,2020-02-20T00:45:00Z,2020-02-20T00:47:00Z,2020-02-20T01:42:52Z
MGGAL,MGGAL,43E985,FA7X,ZZZ,TUPJ,EGMD,2020-02-20T00:45:00Z,2020-02-20T01:26:28Z,2020-02-20T09:17:51Z
FDB2MF,A6FEW,8963B9,B738,FDB,UGTB,OMDB,2020-02-20T00:45:00Z,2020-02-20T00:57:00Z,2020-02-20T03:58:41Z
SWR23C,HBJHF,4B187F,A333,SWR,KJFK,LSGG,2020-02-20T00:45:00Z,2020-02-20T00:28:00Z,2020-02-20T07:41:13Z
BCS25C,DALEO,3C70AF,B752,BCS,EBBR,EDDP,2020-02-20T00:45:00Z,2020-02-20T00:42:00Z,2020-02-20T01:58:50Z
SWR65,HBJNC,4B1918,B77W,SWR,KMIA,LSZH,2020-02-20T00:45:00Z,2020-02-20T01:07:00Z,2020-02-20T09:20:36Z
UAL960,N14001,A0A522,B78X,UAL,KEWR,EDDF,2020-02-20T00:45:00Z,2020-02-20T00:45:00Z,2020-02-20T07:44:56Z
EIN88,EICJX,NA,B752,EIN,KMSP,EIDW,2020-02-20T00:45:00Z,2020-02-20T00:43:00Z,2020-02-20T07:36:50Z
BAW8,GSTBG,406947,B77W,BAW,RJTT,EGLL,2020-02-20T00:45:00Z,2020-02-20T01:01:00Z,2020-02-20T13:29:38Z
DCAPB,DCAPB,3CC187,C560,ZZZ,EDDV,LJLJ,2020-02-20T00:45:00Z,2020-02-20T00:44:00Z,2020-02-20T01:57:10Z
TFL362,PHTFL,48506C,B788,TFL,TNCC,EHAM,2020-02-20T00:50:00Z,2020-02-20T01:26:12Z,2020-02-20T10:19:58Z
CMB545,N758MA,AA38D5,B738,CMB,EDDN,LGAV,2020-02-20T00:50:00Z,2020-02-20T00:50:00Z,2020-02-20T03:07:26Z
