FLT_UID,LOBT,AIRCRAFT_ID,REGISTRATION,AIRCRAFT_TYPE_ICAO_ID,AIRCRAFT_OPERATOR,ADEP,ADES,ADES_FILED,AOBT_3,ARVT_3,TAXI_TIME_3,RTE_LEN_3,FLT_DUR_3,WK_TBL_CAT,ICAO_FLT_TYPE,OPERATING_AIRCRAFT_OPERATOR,AIRCRAFT_ADDRESS,COUNTRY,REGION
0070261720200112,2020-01-12T09:50:00Z,THY1XD,TCJPO,A320,THY,LTFG,LTFM,LTFM,2020-01-12T09:48:00Z,2020-01-12T10:48:00Z,0,422,60,M,S,THY,NA,NA,NA
0069452620200112,2020-01-12T10:15:00Z,EZY89NL,GEZUP,A320,EZY,LEMI,EGKK,EGKK,2020-01-12T10:11:00Z,2020-01-12T12:43:18Z,10,906,142,M,S,EZY,40666A,NA,NA
0070381020200112,2020-01-12T10:35:00Z,PIA701,APBGJ,B772,PIA,OPIS,EGCC,EGCC,2020-01-12T11:01:00Z,2020-01-12T19:37:59Z,10,3438,507,H,S,NA,7608EA,NA,NA
0069303320200112,2020-01-12T10:45:00Z,WZZ4ML,HALYD,A320,WZZ,EPLB,ENTO,ENTO,2020-01-12T10:36:00Z,2020-01-12T12:34:50Z,11,666,108,M,S,WZZ,471F7F,NA,NA
0070441920200112,2020-01-12T10:45:00Z,THY4DG,TCSBZ,B738,THY,LTCU,LTAC,LTAC,2020-01-12T10:50:00Z,2020-01-12T12:00:00Z,8,416,62,M,S,SXS,NA,NA,NA
0069334920200112,2020-01-12T11:05:00Z,WZZ346,HALWT,A320,WZZ,EPLB,EHEH,EHEH,2020-01-12T10:50:00Z,2020-01-12T12:57:57Z,11,660,117,M,S,WZZ,471F5B,NA,NA
0071066020200112,2020-01-12T11:15:00Z,N231EG,NA,M20T,ZZZ,LIKH,LDPL,LDPL,2020-01-12T11:39:00Z,2020-01-12T13:09:39Z,1,140,90,L,G,NA,A20CA2,NA,NA
0070474820200112,2020-01-12T11:25:00Z,THY7ML,TCJFT,B738,THY,LTCT,LTAC,LTAC,2020-01-12T11:21:00Z,2020-01-12T12:52:00Z,5,507,86,M,S,THY,NA,NA,NA
0071151720200112,2020-01-12T11:45:00Z,N567MW,NA,SR22,ZZZ,AFIL,EDFC,EDNY,2020-01-12T11:41:07Z,2020-01-12T13:25:00Z,0,237,104,L,G,NA,A74213,NA,NA
0068966720200112,2020-01-12T12:00:00Z,SPDZW,NA,P06T,ZZZ,EPWT,EPWT,EPWT,2020-01-12T11:48:00Z,2020-01-12T13:18:00Z,10,52,80,L,X,NA,488EB4,NA,NA
0069094920200112,2020-01-12T12:00:00Z,SSF145,RA67240,CRJ2,ZZZ,ULWC,UMKK,UMKK,2020-01-12T12:12:00Z,2020-01-12T14:36:00Z,10,691,134,M,S,NA,1506A8,NA,NA
0070632120200112,2020-01-12T12:00:00Z,GAK444,ERABE,A30B,ZZZ,HLMS,LTFJ,LTFJ,2020-01-12T12:02:25Z,2020-01-12T15:00:00Z,0,1327,178,H,N,NA,504E42,NA,NA
0071193620200112,2020-01-12T12:07:00Z,DHDSV,NA,EC45,ZZZ,AFIL,EDSB,EDSB,2020-01-12T12:07:00Z,2020-01-12T12:38:08Z,0,42,31,L,G,NA,3DDC75,NA,NA
0070604420200112,2020-01-12T12:15:00Z,THY7QM,TCJVH,B738,THY,LTCU,LTFM,LTFM,2020-01-12T12:18:00Z,2020-01-12T13:59:00Z,5,632,96,M,S,THY,NA,NA,NA
0071169720200112,2020-01-12T12:30:00Z,RMAF387,CNANG,BE20,ZZZ,GMMP,GMAA,GMAA,2020-01-12T12:15:00Z,2020-01-12T13:28:38Z,10,293,64,L,M,NA,NA,NA,NA
0071084320200112,2020-01-12T13:00:00Z,LAA192,5ALAQ,A320,LAA,HLMS,LTFM,LTFM,2020-01-12T12:55:14Z,2020-01-12T15:52:00Z,0,1348,177,M,S,LAA,01807A,NA,NA
0070745120200112,2020-01-12T13:05:00Z,THY32C,TCJFH,B738,THY,LTCT,LTFM,LTFM,2020-01-12T13:01:00Z,2020-01-12T15:04:00Z,5,760,118,M,S,THY,NA,NA,NA
0071252320200112,2020-01-12T13:05:00Z,SHW07B,OYHNK,EC35,ZZZ,EKDT,EKEB,EKEB,2020-01-12T13:29:00Z,2020-01-12T14:09:09Z,2,64,38,L,G,NA,45A1CB,NA,NA
0068938920200112,2020-01-12T13:35:00Z,SPDZW,NA,P06T,ZZZ,EPWT,EPWT,EPWT,2020-01-12T11:36:41Z,2020-01-12T15:22:00Z,10,104,215,L,X,NA,488EB4,NA,NA
0068959520200112,2020-01-12T13:35:00Z,ADN27C,DBADC,J328,ADN,LEMI,EDDK,EDDK,2020-01-12T13:26:41Z,2020-01-12T16:41:39Z,5,986,190,M,N,NA,3C8483,NA,NA
0071082620200112,2020-01-12T13:45:00Z,LWA300,5AWLB,A319,ZZZ,HLMS,LTFM,LTFM,2020-01-12T14:22:36Z,2020-01-12T17:13:00Z,0,1329,170,M,S,NA,018087,NA,NA
0069532020200112,2020-01-12T14:00:00Z,WDL121,DAJHW,E190,WDL,LEMI,EDDB,EDDB,2020-01-12T14:03:00Z,2020-01-12T17:05:04Z,5,1167,177,M,N,WDL,3C6917,NA,NA
0070556220200112,2020-01-12T14:10:00Z,LOT3966,SPEQC,DH8D,LOT,EPLB,EPWA,EPWA,2020-01-12T14:00:00Z,2020-01-12T14:34:33Z,5,105,30,M,S,LOT,489322,NA,NA
0070504520200112,2020-01-12T14:15:00Z,N626AK,N626AK,GLEX,ZZZ,HESX,EDDB,EDDB,2020-01-12T14:11:00Z,2020-01-12T18:00:42Z,10,1604,220,M,G,NA,A82C91,NA,NA
0070319520200112,2020-01-12T14:20:00Z,HNL43A,PHSHP,A139,ZZZ,EHJF,EHKD,EHKD,2020-01-12T14:05:48Z,2020-01-12T14:45:38Z,1,89,39,L,N,NA,4845C0,NA,NA
0070153920200112,2020-01-12T14:40:00Z,WZZ6292,HALSC,A320,WZZ,EPLB,UKKK,UKKK,2020-01-12T14:22:00Z,2020-01-12T15:30:00Z,11,346,57,M,S,WZZ,471EE2,NA,NA
0069041820200112,2020-01-12T15:05:00Z,RCH566,88198A,C17,RCH,OJKF,ETAR,ETAR,2020-01-12T13:59:30Z,2020-01-12T20:01:00Z,10,2069,352,H,M,DOD,AE2FAA,NA,NA
0070870620200112,2020-01-12T15:30:00Z,BHL212,NA,S92,BHL,ENLE,ENZV,ENZV,2020-01-12T15:44:00Z,2020-01-12T16:51:52Z,1,165,67,M,N,NA,NA,NA,NA
0071038520200112,2020-01-12T15:30:00Z,THY7WR,TCJLV,A319,THY,LTCB,LTFM,LTFM,2020-01-12T15:22:00Z,2020-01-12T16:39:00Z,5,501,72,M,S,THY,NA,NA,NA
0071465820200112,2020-01-12T15:30:00Z,SHW07D,OYHNK,EC35,ZZZ,EKDT,EKEB,EKEB,2020-01-12T15:30:00Z,2020-01-12T16:10:35Z,2,77,39,L,G,NA,45A1CB,NA,NA
0069920120200112,2020-01-12T15:45:00Z,WUK1064,GWUKE,A320,WUK,EPLB,EGGW,EGGW,2020-01-12T15:39:00Z,2020-01-12T18:22:30Z,5,869,159,M,S,WUK,40750E,NA,NA
0071405320200112,2020-01-12T16:00:00Z,SVW24JM,LXGJM,CL30,SVW,OEAO,ESSA,ESSA,2020-01-12T16:30:39Z,2020-01-12T22:19:54Z,10,2388,339,M,N,SVW,4D0227,NA,NA
0071401820200112,2020-01-12T16:22:00Z,HHE61B,PHSHO,EC55,ZZZ,EHKP,EHKD,EHKD,2020-01-12T16:21:00Z,2020-01-12T16:47:15Z,1,48,25,L,N,NA,484485,NA,NA
0071187020200112,2020-01-12T16:25:00Z,AEA176,ECMMX,B788,AEA,SPJC,LEMD,LEMD,2020-01-12T16:32:00Z,2020-01-13T02:43:45Z,10,5192,602,H,S,AEA,345299,NA,NA
0071298720200112,2020-01-12T16:30:00Z,SPDZW,NA,P06T,ZZZ,EPWT,EPWT,EPWT,2020-01-12T16:30:00Z,2020-01-12T18:30:00Z,10,52,110,L,X,NA,488EB4,NA,NA
0071287220200112,2020-01-12T16:50:00Z,THY713,TCJNS,A333,THY,VGHS,LTFM,LTFM,2020-01-12T17:24:56Z,2020-01-13T01:34:00Z,10,3337,479,H,S,THY,NA,NA,NA
0070322620200112,2020-01-12T17:15:00Z,HNL45A,PHEUJ,A139,ZZZ,EHKV,EHKD,EHKD,2020-01-12T17:14:00Z,2020-01-12T17:41:52Z,1,47,27,L,N,NA,48507C,NA,NA
0071094820200112,2020-01-12T17:15:00Z,HNL07B,PHEUE,A139,ZZZ,EHJF,EHKD,EHKD,2020-01-12T17:31:03Z,2020-01-12T18:01:33Z,1,72,30,L,N,NA,4845C0,NA,NA
0070884420200112,2020-01-12T18:00:00Z,SPADM,NA,P06T,ZZZ,EPWT,EPWT,EPWT,2020-01-12T17:54:33Z,2020-01-12T20:26:00Z,10,51,141,L,X,NA,48806C,NA,NA
0071250520200112,2020-01-12T18:30:00Z,BHL780,LNONA,S92,BHL,ENQK,ENBR,ENBR,2020-01-12T18:31:23Z,2020-01-12T19:10:42Z,1,93,38,M,N,NA,NA,NA,NA
0071299120200112,2020-01-12T18:30:00Z,THY9NP,TCJPL,A320,THY,LTCB,LTFJ,LTFJ,2020-01-12T18:58:00Z,2020-01-12T20:17:00Z,5,517,74,M,S,THY,NA,NA,NA
0068969020200112,2020-01-12T19:00:00Z,SPDZW,NA,P06T,ZZZ,EPWT,EPBY,EPBY,2020-01-12T19:00:00Z,2020-01-12T20:15:28Z,10,84,65,L,X,NA,488EB4,NA,NA
0071348920200112,2020-01-12T19:05:00Z,THY8CG,TCJFJ,B738,THY,LTCB,LTAC,LTAC,2020-01-12T19:20:00Z,2020-01-12T20:19:00Z,5,306,54,M,S,THY,NA,NA,NA
0071321320200112,2020-01-12T19:30:00Z,PGT2863,TCDCB,A320,PGT,LTCB,LTFJ,LTFJ,2020-01-12T19:35:00Z,2020-01-12T20:46:00Z,5,508,66,M,S,PGT,NA,NA,NA
0071495620200112,2020-01-12T19:35:00Z,NMB285,V5ANO,A332,NMB,FYWH,EDDF,EDDF,2020-01-12T19:32:00Z,2020-01-13T05:25:41Z,10,4474,584,H,S,NA,201024,NA,NA-KH
0071512520200112,2020-01-12T19:55:00Z,LWA100,5AWLC,A319,ZZZ,HLMS,LTFM,LTFM,2020-01-12T19:45:23Z,2020-01-12T22:29:00Z,0,1316,164,M,S,NA,01808F,NA,NA
0070961120200112,2020-01-12T20:00:00Z,RYR8027,EIDLY,B738,RYR,LEMI,EGSS,EGSS,2020-01-12T19:56:00Z,2020-01-12T22:20:44Z,5,939,140,M,S,RYR,4CA304,NA,NA
0071597820200112,2020-01-12T20:15:00Z,BRQ115,5ADMG,B738,BRQ,HLMS,LTFM,LTFM,2020-01-12T20:32:11Z,2020-01-12T23:19:00Z,0,1311,167,M,S,NA,01801F,NA,NA
0071499720200112,2020-01-12T20:45:00Z,THY8DE,TCJPK,A320,THY,LTFG,LTFM,LTFM,2020-01-12T20:53:00Z,2020-01-12T22:01:00Z,0,422,68,M,S,THY,NA,NA,NA
0070695620200112,2020-01-12T21:40:00Z,WUK1ZX,GWUKC,A321,WUK,EPLB,EGGW,EGGW,2020-01-12T21:41:00Z,2020-01-13T00:24:40Z,5,910,159,M,S,WUK,40750C,NA,NA
0071598920200112,2020-01-12T21:50:00Z,THY347,TCJVY,B738,THY,UCFM,LTFM,LTFM,2020-01-12T22:13:00Z,2020-01-13T03:19:00Z,10,2086,296,M,S,THY,NA,NA,NA
0072001220200113,2020-01-13T01:35:00Z,THY349,TCJYM,B739,THY,UCFM,LTFM,LTFM,2020-01-13T04:03:00Z,2020-01-13T09:19:00Z,10,2142,306,M,S,NA,NA,NA,NA
0072049220200113,2020-01-13T01:35:00Z,THY711D,TCJIO,A332,THY,OPIS,LTFM,LTFM,2020-01-13T01:40:00Z,2020-01-13T06:52:00Z,10,2217,302,H,S,THY,NA,NA,NA
0072117320200113,2020-01-13T01:45:00Z,IBE6650,ECLFS,A346,IBE,SPJC,LEMD,LEMD,2020-01-13T02:05:00Z,2020-01-13T12:34:04Z,10,5217,619,H,S,IBE,343551,NA,NA
0071948120200113,2020-01-13T02:05:00Z,KLM744,PHBVC,B77W,KLM,SPJC,EHAM,EHAM,2020-01-13T02:25:00Z,2020-01-13T13:46:43Z,10,5841,672,H,S,KLM,484560,NA,NA
0072273120200113,2020-01-13T02:50:00Z,LOT6504,SPLRF,B788,LOT,VOGO,EPWA,EPWA,2020-01-13T03:08:24Z,2020-01-13T11:33:27Z,10,3600,495,H,N,LOT,48AE05,NA,NA
0072307020200113,2020-01-13T02:50:00Z,AFR483,FGZNF,B77W,AFR,SPJC,LFPG,LFPG,2020-01-13T03:15:00Z,2020-01-13T14:39:53Z,10,5772,675,H,S,AFR,3965A5,NA,NA
0072110320200113,2020-01-13T02:55:00Z,THY7YQ,TCJFN,B738,THY,LTCB,LTFM,LTFM,2020-01-13T02:59:00Z,2020-01-13T04:07:00Z,5,500,63,M,S,THY,NA,NA,NA
0071859520200113,2020-01-13T03:55:00Z,LPE2484,CCBGG,B789,LPE,SPJC,LEMD,LEMD,2020-01-13T03:57:00Z,2020-01-13T14:17:48Z,10,5226,611,H,S,LPE,E8044B,NA,NA
0072463220200113,2020-01-13T04:15:00Z,PGT2061,TCAAU,B738,PGT,LTFG,LTFJ,LTFJ,2020-01-13T04:28:00Z,2020-01-13T05:24:00Z,0,384,56,M,S,PGT,NA,NA,NA
0071627020200113,2020-01-13T05:00:00Z,LOT3970,SPEQE,DH8D,LOT,EPLB,EPWA,EPWA,2020-01-13T05:00:00Z,2020-01-13T05:32:50Z,5,95,28,M,S,LOT,489324,NA,NA
0071777420200113,2020-01-13T05:00:00Z,CNGMT,CNGMT,GLF4,ZZZ,OEAO,LFLY,LFLY,2020-01-13T04:57:39Z,2020-01-13T10:09:02Z,10,2037,301,M,N,NA,NA,NA,NA
0072323420200113,2020-01-13T06:00:00Z,AAW974,5AONO,A320,AAW,HLMS,LTFM,LTFM,2020-01-13T06:29:16Z,2020-01-13T09:25:00Z,0,1339,176,M,S,NA,018070,NA,NA
0071439120200113,2020-01-13T06:30:00Z,ANE8221,ECHEK,CRJ2,ANE,LERJ,LEMD,LEMD,2020-01-13T06:44:00Z,2020-01-13T07:27:59Z,5,183,39,M,S,ANE,NA,NA,NA
0073157420200113,2020-01-13T06:35:00Z,BARBO11,HD2102,AS32,ZZZ,LEVS,LERI,LERI,2020-01-13T06:51:00Z,2020-01-13T08:39:00Z,5,199,103,M,M,NA,NA,NA,NA
0072704120200113,2020-01-13T06:50:00Z,THY3AJ,TCJKU,B738,THY,LTCB,LTAC,LTAC,2020-01-13T07:07:00Z,2020-01-13T07:52:00Z,5,306,40,M,S,THY,NA,NA,NA
0071698720200113,2020-01-13T07:00:00Z,BHL781,LNOIA,S92,BHL,ENQW,ENGA,ENGA,2020-01-13T07:00:00Z,2020-01-13T07:06:08Z,1,9,5,M,N,NA,NA,NA,NA
0071708120200113,2020-01-13T07:00:00Z,SSF9950,RA67239,CRJ2,ZZZ,ULWC,EVRA,EVRA,2020-01-13T06:50:00Z,2020-01-13T08:28:08Z,10,525,88,M,N,NA,1506A7,NA,NA
0072187920200113,2020-01-13T07:00:00Z,SPDZW,NA,P06T,ZZZ,EPWT,EPGD,EPGD,2020-01-13T07:10:00Z,2020-01-13T08:20:00Z,10,102,60,L,X,NA,488EB4,NA,NA
0072400720200113,2020-01-13T07:00:00Z,PGT19C,TCNBS,A20N,PGT,LTCB,LTFJ,LTFJ,2020-01-13T07:39:00Z,2020-01-13T08:47:00Z,5,508,63,M,S,PGT,NA,NA,NA
0071294720200113,2020-01-13T07:10:00Z,HNL27A,PHEUJ,A139,ZZZ,EHFO,EHKD,EHKD,2020-01-13T07:09:00Z,2020-01-13T07:48:55Z,1,82,39,L,N,NA,48507C,NA,NA
0071728520200113,2020-01-13T07:10:00Z,SSF141,RA67229,CRJ2,ZZZ,ULWC,UMKK,UMKK,2020-01-13T07:00:00Z,2020-01-13T09:04:00Z,10,691,114,M,N,NA,15069D,NA,NA
0071289820200113,2020-01-13T07:20:00Z,HNL06A,PHSHP,A139,ZZZ,EHJA,EHKD,EHKD,2020-01-13T07:19:00Z,2020-01-13T08:05:33Z,1,91,46,L,N,NA,4845C0,NA,NA
0071699720200113,2020-01-13T07:20:00Z,BHL781,NA,S92,BHL,ENGA,ENBR,ENBR,2020-01-13T07:16:27Z,2020-01-13T08:05:03Z,1,104,48,M,N,NA,NA,NA,NA
0072233020200113,2020-01-13T07:20:00Z,PGT701,TCCPC,B738,PGT,UCFM,LTFJ,LTFJ,2020-01-13T07:30:00Z,2020-01-13T12:30:00Z,10,2139,290,M,S,PGT,NA,NA,NA
0073306020200113,2020-01-13T07:30:00Z,BHL201,NA,S92,BHL,ENLE,ENZV,ENZV,2020-01-13T07:47:00Z,2020-01-13T08:48:15Z,1,168,60,M,N,NA,NA,NA,NA
0071289520200113,2020-01-13T07:50:00Z,HNL07A,PHEUA,A139,ZZZ,EHFO,EHKD,EHKD,2020-01-13T07:49:00Z,2020-01-13T08:28:21Z,1,90,38,L,N,NA,484BAC,NA,NA
0068206620200113,2020-01-13T08:00:00Z,GAF138,5066,C160,GAF,OJMS,LCPH,LCPH,2020-01-13T08:00:00Z,2020-01-13T09:44:14Z,10,368,94,M,M,NA,3E9E31,NA,NA
0071701720200113,2020-01-13T08:00:00Z,BHL244,LNONC,S92,BHL,ENGC,ENFB,ENFB,2020-01-13T08:00:00Z,2020-01-13T08:08:50Z,1,13,8,M,N,NA,NA,NA,NA
0071748220200113,2020-01-13T08:00:00Z,BHL426,NA,S92,BHL,ENWA,ENZV,ENZV,2020-01-13T08:10:00Z,2020-01-13T09:01:52Z,1,120,51,M,N,NA,NA,NA,NA
0072798420200113,2020-01-13T08:10:00Z,THY1RG,TCJGB,B738,THY,LTCB,LTFJ,LTFJ,2020-01-13T08:19:00Z,2020-01-13T09:31:00Z,5,517,67,M,S,THY,NA,NA,NA
0071293320200113,2020-01-13T09:00:00Z,HNL63A,GSNSE,A139,ZZZ,EHKT,EHKD,EHKD,2020-01-13T08:39:21Z,2020-01-13T09:01:36Z,1,39,21,L,N,NA,406D10,NA,NA
0072398620200113,2020-01-13T09:00:00Z,LAA192,5ALAT,A332,LAA,HLMS,LTFM,LTFM,2020-01-13T08:52:32Z,2020-01-13T11:43:00Z,0,1295,170,H,S,LAA,01807F,NA,NA
0073301620200113,2020-01-13T09:20:00Z,BHL850,NA,S92,BHL,ENQJ,ENFL,ENFL,2020-01-13T09:20:31Z,2020-01-13T09:36:25Z,1,37,15,M,N,NA,NA,NA,NA
0072764520200113,2020-01-13T09:25:00Z,PGT98R,TCDCE,A320,PGT,LTCU,LTFJ,LTFJ,2020-01-13T10:15:00Z,2020-01-13T11:44:00Z,5,621,84,M,S,PGT,NA,NA,NA
0072966320200113,2020-01-13T09:40:00Z,THY21Y,TCJFN,B738,THY,LTCB,LTFM,LTFM,2020-01-13T09:47:00Z,2020-01-13T11:01:00Z,5,500,69,M,S,THY,NA,NA,NA
0072981920200113,2020-01-13T09:50:00Z,THY1XD,TCJPO,A320,THY,LTFG,LTFM,LTFM,2020-01-13T09:50:00Z,2020-01-13T10:54:00Z,0,422,64,M,S,THY,NA,NA,NA
0073382820200113,2020-01-13T09:50:00Z,BHL812,NA,S92,BHL,ENQV,ENFL,ENFL,2020-01-13T10:00:00Z,2020-01-13T10:32:06Z,1,75,31,M,N,NA,NA,NA,NA
0072112120200113,2020-01-13T09:55:00Z,EZY89NL,GUZLF,A20N,EZY,LEMI,EGKK,EGKK,2020-01-13T09:58:00Z,2020-01-13T12:29:14Z,12,934,139,M,S,EZY,407797,NA,NA
0073364220200113,2020-01-13T10:00:00Z,BHL240,NA,S92,BHL,ENQG,ENBR,ENBR,2020-01-13T10:09:00Z,2020-01-13T10:59:29Z,1,104,49,M,N,NA,NA,NA,NA
0073415520200113,2020-01-13T10:00:00Z,BHL533,NA,S92,BHL,ENJS,ENZV,ENZV,2020-01-13T10:05:00Z,2020-01-13T10:45:38Z,1,99,40,M,N,NA,NA,NA,NA
0073373320200113,2020-01-13T10:10:00Z,BHL257,LNONA,S92,BHL,ENSF,ENQS,ENQS,2020-01-13T10:19:25Z,2020-01-13T10:24:10Z,1,3,4,M,N,NA,NA,NA,NA
0071291120200113,2020-01-13T10:15:00Z,HNL25A,PHEUE,A139,ZZZ,EHFR,EHKD,EHKD,2020-01-13T12:14:00Z,2020-01-13T12:53:24Z,1,63,38,L,N,NA,484F76,NA,NA
0073375320200113,2020-01-13T10:30:00Z,BHL257,NA,S92,BHL,ENQS,ENBR,ENBR,2020-01-13T10:33:46Z,2020-01-13T11:30:03Z,1,116,55,M,N,NA,NA,NA,NA
0073619820200113,2020-01-13T10:30:00Z,RMAF365,CNAMO,C27J,ZZZ,GMMP,GMMP,GMMP,2020-01-13T10:30:00Z,2020-01-13T10:56:00Z,10,42,16,M,M,NA,0200A5,NA,NA
0073133120200113,2020-01-13T10:35:00Z,PIA701,APBHW,B77W,PIA,OPIS,EGCC,EGCC,2020-01-13T10:47:00Z,2020-01-13T18:58:53Z,10,3532,482,H,S,NA,760917,NA,NA
0071839120200113,2020-01-13T10:45:00Z,AHO610R,DAZUR,E35L,AHO,EPLB,UKKK,UKKK,2020-01-13T10:50:00Z,2020-01-13T11:46:00Z,5,339,51,M,N,NA,3C1C82,NA,NA
0073421120200113,2020-01-13T10:50:00Z,BHL473,NA,S92,BHL,ENWE,ENZV,ENZV,2020-01-13T10:48:00Z,2020-01-13T11:31:51Z,1,144,43,M,N,NA,NA,NA,NA
0071214520200113,2020-01-13T11:00:00Z,DUKE75,90102,C560,ZZZ,LYPR,ETOU,ETOU,2020-01-13T10:59:00Z,2020-01-13T13:17:00Z,5,745,133,M,M,USR,AE04AB,NA,NA
0073687520200113,2020-01-13T11:00:00Z,SPADM,NA,P06T,ZZZ,EPWT,EPWT,EPWT,2020-01-13T11:11:00Z,2020-01-13T13:25:00Z,10,79,124,L,X,NA,48806C,NA,NA
0073729020200113,2020-01-13T11:00:00Z,RMAF267,CNAOK,C130,ZZZ,GMMP,GMMP,GMMP,2020-01-13T11:45:00Z,2020-01-13T14:20:00Z,10,414,145,M,M,NA,NA,NA,NA
0073295020200113,2020-01-13T11:05:00Z,THY6EJ,TCSBS,B738,THY,LTCT,LTAC,LTAC,2020-01-13T11:05:00Z,2020-01-13T12:34:00Z,10,507,79,M,S,SXS,NA,NA,NA
0073114420200113,2020-01-13T11:10:00Z,THY4DG,TCSBR,B738,THY,LTCU,LTAC,LTAC,2020-01-13T11:08:00Z,2020-01-13T12:16:00Z,8,416,60,M,S,SXS,NA,NA,NA
0073379320200113,2020-01-13T11:30:00Z,BHL245,NA,S92,BHL,ENGA,ENBR,ENBR,2020-01-13T11:35:00Z,2020-01-13T12:28:24Z,1,104,52,M,N,NA,NA,NA,NA
0073422720200113,2020-01-13T11:45:00Z,BHL304,NA,S92,BHL,ENWV,ENZV,ENZV,2020-01-13T12:11:00Z,2020-01-13T13:15:08Z,1,174,63,M,N,NA,NA,NA,NA
0073438420200113,2020-01-13T11:45:00Z,BHL207,NA,S92,BHL,ENLE,ENZV,ENZV,2020-01-13T12:00:00Z,2020-01-13T12:59:40Z,1,168,59,M,N,NA,NA,NA,NA
0071289420200113,2020-01-13T12:00:00Z,HNL05A,PHEUK,A139,ZZZ,EHLL,EHKD,EHKD,2020-01-13T12:27:05Z,2020-01-13T12:47:53Z,1,37,20,L,N,NA,485CFD,NA,NA
0071532620200113,2020-01-13T12:00:00Z,JEF11,OHWIC,CL60,JEF,HECP,EFHK,EFHK,2020-01-13T11:41:39Z,2020-01-13T16:17:39Z,10,1902,266,M,N,NA,463AEA,NA,NA
0073102720200113,2020-01-13T12:00:00Z,AAW1970,5AONL,A320,AAW,HLMS,LTFM,LTFM,2020-01-13T12:12:26Z,2020-01-13T15:10:00Z,0,1337,178,M,N,NA,018065,NA,NA
0073448720200113,2020-01-13T12:15:00Z,BHL208,NA,S92,BHL,ENWS,ENZV,ENZV,2020-01-13T12:47:00Z,2020-01-13T13:51:04Z,1,172,63,M,N,NA,NA,NA,NA
0073295820200113,2020-01-13T12:20:00Z,THY7QM,TCJHB,B738,THY,LTCU,LTFM,LTFM,2020-01-13T12:31:00Z,2020-01-13T14:07:00Z,5,632,91,M,S,THY,NA,NA,NA
0073385720200113,2020-01-13T12:20:00Z,BHL807,NA,S92,BHL,ENSE,ENFL,ENFL,2020-01-13T12:30:47Z,2020-01-13T13:07:37Z,1,84,36,M,N,NA,NA,NA,NA
0071533720200113,2020-01-13T13:00:00Z,UNO010H,9HAFI,B190,ZZZ,HLMS,DTTA,DTTA,2020-01-13T13:34:33Z,2020-01-13T14:54:23Z,0,370,80,M,N,NA,NA,NA,NA
0073913020200113,2020-01-13T13:00:00Z,AHO852G,DAFBS,E35L,AHO,OEAO,EGLF,EGLF,2020-01-13T12:55:39Z,2020-01-13T19:17:59Z,10,2396,372,M,N,NA,3C5853,NA,NA
0073728020200113,2020-01-13T13:10:00Z,HKS463,LNOQE,S92,HKS,ENUB,ENKB,ENKB,2020-01-13T12:56:42Z,2020-01-13T14:04:35Z,1,124,67,M,N,NA,NA,NA,NA
0073416920200113,2020-01-13T13:15:00Z,BHL535,NA,S92,BHL,ENJS,ENZV,ENZV,2020-01-13T13:27:00Z,2020-01-13T14:11:30Z,1,99,44,M,N,NA,NA,NA,NA
0073599620200113,2020-01-13T13:15:00Z,BHL256,NA,S92,BHL,ENQS,ENBR,ENBR,2020-01-13T13:31:16Z,2020-01-13T14:32:27Z,1,117,60,M,N,NA,NA,NA,NA
0073724820200113,2020-01-13T13:15:00Z,HKS404,LNOQK,S92,HKS,ENHE,ENUK,ENUK,2020-01-13T13:06:57Z,2020-01-13T13:24:25Z,1,28,16,M,N,NA,NA,NA,NA
0073602920200113,2020-01-13T13:20:00Z,HNL24A,PHSHP,A139,ZZZ,EHPK,EHKD,EHKD,2020-01-13T13:29:00Z,2020-01-13T13:46:50Z,1,53,17,L,N,NA,4845C0,NA,NA
0073428120200113,2020-01-13T13:35:00Z,THY32C,TCJHE,B738,THY,LTCT,LTFM,LTFM,2020-01-13T13:33:00Z,2020-01-13T15:24:00Z,5,765,106,M,S,THY,NA,NA,NA
0073691320200113,2020-01-13T13:35:00Z,HKS404,LNOQK,S92,HKS,ENUK,ENKB,ENKB,2020-01-13T13:23:39Z,2020-01-13T14:27:56Z,1,119,63,M,N,NA,NA,NA,NA
0073469120200113,2020-01-13T13:45:00Z,LWA300,5AWLB,A319,ZZZ,HLMS,LTFM,LTFM,2020-01-13T14:12:49Z,2020-01-13T17:00:00Z,0,1332,167,M,S,NA,018087,NA,NA
0072984920200113,2020-01-13T13:50:00Z,BUC5002,LZLDU,MD82,BUC,DTNH,LIRF,LIRF,2020-01-13T13:37:00Z,2020-01-13T14:57:32Z,8,392,73,M,N,NA,NA,NA,NA
0071475720200113,2020-01-13T13:55:00Z,HKS167,LNONV,S92,HKS,ENHM,ENXW,ENXW,2020-01-13T13:43:00Z,2020-01-13T13:59:21Z,1,26,15,M,N,NA,NA,NA,NA
0068726920200113,2020-01-13T14:00:00Z,GAF854,1502,A319,GAF,OJMS,EDDT,EDDT,2020-01-13T14:27:00Z,2020-01-13T18:42:00Z,10,1711,245,M,M,NA,3F551D,NA,NA
0073685420200113,2020-01-13T14:00:00Z,HNL11A,PHEUA,A139,ZZZ,EHPF,EHKD,EHKD,2020-01-13T13:59:00Z,2020-01-13T14:17:19Z,1,44,17,L,N,NA,484BAC,NA,NA
