FLT_UID,LOBT,AIRCRAFT_ID,REGISTRATION,AIRCRAFT_TYPE_ICAO_ID,AIRCRAFT_OPERATOR,ADEP,ADES,ADES_FILED,AOBT_3,ARVT_3,TAXI_TIME_3,RTE_LEN_3,FLT_DUR_3,WK_TBL_CAT,ICAO_FLT_TYPE,OPERATING_AIRCRAFT_OPERATOR,AIRCRAFT_ADDRESS,COUNTRY,REGION
0040361920200101,2020-01-01T01:45:00Z,IBE6650,ECIQR,A346,IBE,SPJC,LEMD,LEMD,2020-01-01T01:52:00Z,2020-01-01T13:07:22Z,10,5202,665,H,S,IBE,34164C,NA,NA
0040202020200101,2020-01-01T02:05:00Z,KLM744,PHBVD,B77W,KLM,SPJC,EHAM,EHAM,2020-01-01T02:13:00Z,2020-01-01T13:50:46Z,10,5734,688,H,S,KLM,484561,NA,NA
0040495220200101,2020-01-01T03:00:00Z,THY7DC,TCSCL,B738,THY,LTFG,LTAC,LTAC,2020-01-01T02:42:00Z,2020-01-01T03:44:00Z,10,303,52,M,S,SXS,NA,NA,NA
0040437520200101,2020-01-01T03:35:00Z,THY711D,TCJIO,A332,THY,OPIS,LTFM,LTFM,2020-01-01T01:45:47Z,2020-01-01T07:15:00Z,10,2216,319,H,S,THY,NA,NA,NA
0040126920200101,2020-01-01T03:55:00Z,LPE2484,CCBGD,B789,LPE,SPJC,LEMD,LEMD,2020-01-01T03:54:00Z,2020-01-01T15:03:38Z,10,5174,660,H,S,LPE,NA,NA,NA
0040520120200101,2020-01-01T04:05:00Z,PGT2061,TCDCM,A320,PGT,LTFG,LTFJ,LTFJ,2020-01-01T04:01:00Z,2020-01-01T05:00:00Z,0,384,59,M,S,PGT,NA,NA,NA
0040639720200101,2020-01-01T04:45:00Z,BBC001,S2AHN,B77W,BBC,VGHS,EGLL,EGLL,2020-01-01T04:57:00Z,2020-01-01T15:41:13Z,10,4586,634,H,S,NA,70204B,NA,NA
0040558620200101,2020-01-01T05:25:00Z,PIA751,APBGJ,B772,PIA,OPIS,ENGM,ENGM,2020-01-01T05:51:00Z,2020-01-01T13:10:24Z,10,2911,429,H,S,NA,7608EA,NA,NA
0040272120200101,2020-01-01T06:00:00Z,AAW974,5AONO,A320,AAW,HLMS,LTFM,LTFM,2020-01-01T06:54:07Z,2020-01-01T09:58:00Z,0,1349,184,M,S,NA,018070,NA,NA
0040749220200101,2020-01-01T06:50:00Z,THY3AJ,TCJFD,B738,THY,LTCB,LTAC,LTAC,2020-01-01T07:12:00Z,2020-01-01T08:02:00Z,5,306,45,M,S,THY,NA,NA,NA
0040543720200101,2020-01-01T07:00:00Z,PGT19C,TCNBD,A20N,PGT,LTCB,LTFJ,LTFJ,2020-01-01T07:27:00Z,2020-01-01T08:38:00Z,5,499,66,M,S,PGT,NA,NA,NA
0040895120200101,2020-01-01T07:45:00Z,THY1RG,TCJKV,B738,THY,LTCB,LTFJ,LTFJ,2020-01-01T08:03:00Z,2020-01-01T09:20:00Z,5,499,72,M,S,THY,NA,NA,NA
0041399020200101,2020-01-01T07:55:00Z,SHW06B,OYHNK,EC35,ZZZ,EKDT,EKEB,EKEB,2020-01-01T07:44:48Z,2020-01-01T08:24:42Z,2,52,38,L,G,NA,45A1CB,NA,NA
0040853220200101,2020-01-01T08:05:00Z,EWG1279,DAXGB,A332,EWG,FYWH,EDDF,EDDF,2020-01-01T08:08:00Z,2020-01-01T18:13:45Z,10,4464,596,H,S,SXD,3C15BE,NA,NA-KH
0039973320200101,2020-01-01T08:30:00Z,BHL245,LNONB,S92,BHL,ENQK,ENBR,ENBR,2020-01-01T08:25:13Z,2020-01-01T09:06:14Z,1,96,40,M,N,NA,NA,NA,NA
0040163420200101,2020-01-01T08:40:00Z,WUK1064,GWUKJ,A321,WUK,EPLB,EGGW,EGGW,2020-01-01T09:00:00Z,2020-01-01T11:16:29Z,5,870,131,M,S,WUK,407743,NA,NA
0039971420200101,2020-01-01T08:50:00Z,BHL205,NA,S92,BHL,ENLE,ENZV,ENZV,2020-01-01T08:45:00Z,2020-01-01T09:51:48Z,1,170,66,M,N,NA,NA,NA,NA
0040259120200101,2020-01-01T09:00:00Z,ATG4477,ERJAI,B744,ATG,HLMS,VGHS,VGHS,2020-01-01T08:47:18Z,2020-01-01T17:00:46Z,0,4260,493,H,N,ATG,504E36,NA,NA
0040494720200101,2020-01-01T09:00:00Z,PIA785,APBID,B77W,PIA,OPIS,EGLL,EGLL,2020-01-01T09:04:00Z,2020-01-01T16:42:58Z,10,3356,449,H,S,NA,760924,NA,NA
0040740220200101,2020-01-01T09:05:00Z,PGT98R,TCNCE,A20N,PGT,LTCU,LTFJ,LTFJ,2020-01-01T09:10:00Z,2020-01-01T10:50:00Z,5,621,95,M,S,PGT,NA,NA,NA
0039796820200101,2020-01-01T09:10:00Z,HNL25A,PHEUJ,A139,ZZZ,EHGO,EHKD,EHKD,2020-01-01T09:09:00Z,2020-01-01T09:58:13Z,1,98,48,L,N,NA,48507C,NA,NA
0041777220200101,2020-01-01T09:30:00Z,5ADRK,NA,C560,ZZZ,HLMS,LTFM,LTFM,2020-01-01T11:01:19Z,2020-01-01T14:00:58Z,0,998,180,M,S,NA,NA,NA,NA
0040302320200101,2020-01-01T09:35:00Z,THY349,TCJIR,A332,THY,UCFM,LTFM,LTFM,2020-01-01T09:38:00Z,2020-01-01T14:54:41Z,10,2160,307,H,S,THY,4BA932,NA,NA
0039974220200101,2020-01-01T09:40:00Z,BHL812,NA,S92,BHL,ENQV,ENFL,ENFL,2020-01-01T09:45:00Z,2020-01-01T10:14:35Z,1,75,29,M,N,NA,NA,NA,NA
0040369620200101,2020-01-01T09:55:00Z,EZY89NL,GUZMB,A21N,EZY,LEMI,EGKK,EGKK,2020-01-01T09:52:00Z,2020-01-01T12:23:17Z,12,873,139,M,S,EZY,4075E0,NA,NA
0040047820200101,2020-01-01T10:05:00Z,HKS361,LNOQI,S92,HKS,ENUN,ENBN,ENBN,2020-01-01T11:11:58Z,2020-01-01T12:19:02Z,1,159,66,M,N,NA,NA,NA,NA
0040486120200101,2020-01-01T10:15:00Z,FIN1932,OHLXC,A320,FIN,LTFG,EFHK,EFHK,2020-01-01T10:06:00Z,2020-01-01T14:17:42Z,8,1563,244,M,S,FIN,461F64,NA,NA
0041381120200101,2020-01-01T10:35:00Z,PIA701,APBGY,B77L,PIA,OPIS,EGCC,EGCC,2020-01-01T10:53:00Z,2020-01-01T18:41:01Z,10,3416,458,H,S,NA,7608F9,NA,NA
0040296920200101,2020-01-01T10:45:00Z,WZZ4ML,HALPK,A320,WZZ,EPLB,ENTO,ENTO,2020-01-01T10:26:00Z,2020-01-01T12:30:56Z,11,663,114,M,S,WZZ,47340B,NA,NA
0041260220200101,2020-01-01T10:45:00Z,THY4DG,TCSBS,B738,THY,LTCU,LTAC,LTAC,2020-01-01T10:44:00Z,2020-01-01T11:54:00Z,8,416,62,M,S,SXS,NA,NA,NA
0041589020200101,2020-01-01T11:05:00Z,5ADRK,5ADRK,C56X,ZZZ,HLMS,LTBA,LTBA,2020-01-01T11:07:00Z,2020-01-01T13:36:00Z,0,971,149,M,G,NA,NA,NA,NA
0041241920200101,2020-01-01T11:15:00Z,RAM435,CNCOF,AT76,RAM,GMAG,GMAT,GMAT,2020-01-01T11:22:00Z,2020-01-01T11:49:58Z,10,70,18,M,S,NA,NA,NA,NA
0041426720200101,2020-01-01T11:25:00Z,THY7ML,TCSBR,B738,THY,LTCT,LTAC,LTAC,2020-01-01T11:31:00Z,2020-01-01T13:10:00Z,10,544,89,M,S,SXS,NA,NA,NA
0040335520200101,2020-01-01T11:40:00Z,WZZ346,HALPZ,A320,WZZ,EPLB,EHBK,EHBK,2020-01-01T11:35:00Z,2020-01-01T13:28:17Z,11,658,102,M,S,WZZ,471EAB,NA,NA
0041376120200101,2020-01-01T11:45:00Z,BHL207,NA,S92,BHL,ENLE,ENZV,ENZV,2020-01-01T11:53:00Z,2020-01-01T12:55:39Z,1,170,62,M,N,NA,NA,NA,NA
0041369120200101,2020-01-01T12:15:00Z,THY7QM,TCJHZ,B738,THY,LTCU,LTFM,LTFM,2020-01-01T12:07:00Z,2020-01-01T13:53:00Z,5,632,101,M,S,THY,NA,NA,NA
0040833520200101,2020-01-01T12:25:00Z,RYR183E,EIFTN,B738,RYR,EPLB,EIDW,EIDW,2020-01-01T12:29:00Z,2020-01-01T15:18:09Z,5,1092,164,M,S,RYR,4CAB99,NA,NA
0041433820200101,2020-01-01T12:30:00Z,BHL246,NA,S92,BHL,ENQG,ENBR,ENBR,2020-01-01T12:29:36Z,2020-01-01T13:14:21Z,1,105,44,M,N,NA,NA,NA,NA
0041419020200101,2020-01-01T12:40:00Z,BHL807,NA,S92,BHL,ENSE,ENFL,ENFL,2020-01-01T12:30:00Z,2020-01-01T13:02:26Z,1,84,31,M,N,NA,NA,NA,NA
0041377020200101,2020-01-01T12:45:00Z,BHL210,NA,S92,BHL,ENLE,ENZV,ENZV,2020-01-01T12:55:00Z,2020-01-01T14:03:52Z,1,169,68,M,N,NA,NA,NA,NA
0040891020200101,2020-01-01T12:55:00Z,RYR364,EIFOV,B738,RYR,LEMI,EGSS,EGSS,2020-01-01T12:48:00Z,2020-01-01T15:23:06Z,5,926,150,M,S,RYR,4CA678,NA,NA
0041475620200101,2020-01-01T13:05:00Z,THY32C,TCJFC,B738,THY,LTCT,LTFM,LTFM,2020-01-01T12:58:00Z,2020-01-01T15:12:00Z,5,798,129,M,S,THY,NA,NA,NA
0040399620200101,2020-01-01T13:40:00Z,RAM479,CNCOH,AT76,RAM,GMAG,GMML,GMML,2020-01-01T13:30:00Z,2020-01-01T14:45:02Z,10,225,65,M,S,NA,NA,NA,NA
0041634720200101,2020-01-01T13:45:00Z,LWA300,5AWLD,A319,ZZZ,HLMS,LTFM,LTFM,2020-01-01T14:09:28Z,2020-01-01T17:07:00Z,0,1338,178,M,S,NA,018090,NA,NA
0041830620200101,2020-01-01T14:15:00Z,BHL257,NA,S92,BHL,ENGC,ENBR,ENBR,2020-01-01T14:22:00Z,2020-01-01T15:08:58Z,1,104,46,M,N,NA,NA,NA,NA
0042011120200101,2020-01-01T14:20:00Z,SHW06D,OYHNP,EC35,ZZZ,EKDT,EKEB,EKEB,2020-01-01T14:26:00Z,2020-01-01T14:50:10Z,2,52,22,L,G,NA,45A1D0,NA,NA
0041438420200101,2020-01-01T14:30:00Z,BHL251,LNONB,S92,BHL,ENGA,ENSF,ENSF,2020-01-01T14:32:00Z,2020-01-01T14:38:57Z,1,11,6,M,N,NA,NA,NA,NA
0040983020200101,2020-01-01T14:40:00Z,WZZ6292,HALSC,A320,WZZ,EPLB,UKKK,UKKK,2020-01-01T14:32:00Z,2020-01-01T15:42:00Z,11,331,59,M,S,WZZ,471EE2,NA,NA
0041438720200101,2020-01-01T14:50:00Z,BHL251,NA,S92,BHL,ENSF,ENBR,ENBR,2020-01-01T14:48:00Z,2020-01-01T15:36:32Z,1,118,48,M,N,NA,NA,NA,NA
0041441320200101,2020-01-01T15:30:00Z,BHL242,NA,S92,BHL,ENGA,ENBR,ENBR,2020-01-01T15:33:08Z,2020-01-01T16:24:22Z,1,106,50,M,N,NA,NA,NA,NA
0041717120200101,2020-01-01T15:35:00Z,THY7WR,TCJSC,A321,THY,LTCB,LTFM,LTFM,2020-01-01T15:28:00Z,2020-01-01T16:49:00Z,5,500,76,M,S,THY,NA,NA,NA
0041982320200101,2020-01-01T15:45:00Z,BHL808,NA,S92,BHL,ENQR,ENSE,ENSE,2020-01-01T15:45:00Z,2020-01-01T15:49:04Z,1,5,3,M,N,NA,NA,NA,NA
0041421720200101,2020-01-01T16:05:00Z,BHL808,NA,S92,BHL,ENSE,ENFL,ENFL,2020-01-01T16:20:00Z,2020-01-01T16:52:44Z,1,84,32,M,N,NA,NA,NA,NA
0041447720200101,2020-01-01T16:10:00Z,BHL860,NA,S92,BHL,ENQJ,ENBR,ENBR,2020-01-01T16:18:00Z,2020-01-01T16:57:35Z,1,75,39,M,N,NA,NA,NA,NA
0041904420200101,2020-01-01T16:25:00Z,AEA176,ECMOM,B788,AEA,SPJC,LEMD,LEMD,2020-01-01T16:21:00Z,2020-01-02T02:59:07Z,10,5214,628,H,S,AEA,345353,NA,NA
0041934320200101,2020-01-01T16:50:00Z,THY713,TCJOM,A333,THY,VGHS,LTFM,LTFM,2020-01-01T17:21:26Z,2020-01-02T01:43:00Z,10,3337,492,H,S,THY,NA,NA,NA
0041996920200101,2020-01-01T18:20:00Z,THY9NP,TCSAI,B738,THY,LTCB,LTFJ,LTFJ,2020-01-01T18:14:47Z,2020-01-01T19:53:00Z,12,508,86,M,S,SXS,NA,NA,NA
0041963120200101,2020-01-01T19:10:00Z,PGT2863,TCIZK,B738,PGT,LTCB,LTFJ,LTFJ,2020-01-01T19:17:00Z,2020-01-01T20:36:00Z,5,499,74,M,S,PGT,NA,NA,NA
0040001520200101,2020-01-01T19:20:00Z,HKS168,LNONV,S92,HKS,ENXW,ZZZZ,ZZZZ,2020-01-01T19:38:00Z,2020-01-01T19:59:49Z,1,30,21,M,N,NA,NA,NA,NA
0042000620200101,2020-01-01T19:30:00Z,THY8CG,TCJGB,B738,THY,LTCB,LTAC,LTAC,2020-01-01T19:48:00Z,2020-01-01T20:46:00Z,5,306,53,M,S,THY,NA,NA,NA
0042188420200101,2020-01-01T19:35:00Z,NMB285,V5ANP,A332,NMB,FYWH,EDDF,EDDF,2020-01-01T19:24:00Z,2020-01-02T05:46:09Z,10,4463,612,H,S,NA,20103C,NA,NA-KH
0040951420200101,2020-01-01T19:40:00Z,RYR4117,EIDWM,B738,RYR,LEMI,EGCC,EGCC,2020-01-01T19:35:22Z,2020-01-01T22:22:50Z,5,1022,162,M,S,RYR,4CA61B,NA,NA
0042070320200101,2020-01-01T20:05:00Z,HKS168,LNONV,S92,HKS,ENJS,ENZV,ENZV,2020-01-01T20:54:00Z,2020-01-01T21:39:18Z,1,96,44,M,N,NA,NA,NA,NA
0042132520200101,2020-01-01T20:45:00Z,THY8DE,TCJPH,A320,THY,LTFG,LTFM,LTFM,2020-01-01T21:01:00Z,2020-01-01T22:02:00Z,0,422,61,M,S,THY,NA,NA,NA
0041714720200101,2020-01-01T21:00:00Z,TOM069,GTUII,B788,TOM,VOGO,EGKK,EGKK,2020-01-01T21:14:57Z,2020-01-02T07:37:57Z,10,4262,613,H,N,TOM,406D70,NA,NA
0041440320200101,2020-01-01T21:40:00Z,WUK1ZX,GWUKJ,A321,WUK,EPLB,EGGW,EGGW,2020-01-01T21:46:00Z,2020-01-02T00:02:01Z,5,876,131,M,S,WUK,407743,NA,NA
0042216820200101,2020-01-01T21:50:00Z,THY347,TCJVO,B738,THY,UCFM,LTFM,LTFM,2020-01-01T22:22:00Z,2020-01-02T03:52:00Z,10,2165,320,M,S,THY,4BAACF,NA,NA
0042608520200102,2020-01-02T01:00:00Z,PGT701,TCCPJ,B738,PGT,UCFM,LTFJ,LTFJ,2020-01-02T01:03:00Z,2020-01-02T06:28:00Z,10,2139,315,M,S,PGT,NA,NA,NA
0042674220200102,2020-01-02T01:40:00Z,THY711D,TCJOL,A333,THY,OPIS,LTAC,LTFM,2020-01-02T01:23:26Z,2020-01-02T06:42:00Z,10,1967,309,H,S,THY,NA,NA,NA
0042741720200102,2020-01-02T01:45:00Z,IBE6650,ECLEV,A346,IBE,SPJC,LEMD,LEMD,2020-01-02T02:00:00Z,2020-01-02T13:11:19Z,10,5180,661,H,S,IBE,3434CA,NA,NA
0042636220200102,2020-01-02T02:05:00Z,KLM744,PHBVS,B77W,KLM,SPJC,EHAM,EHAM,2020-01-02T02:11:00Z,2020-01-02T14:02:28Z,10,5868,701,H,S,KLM,4851F6,NA,NA
0042989220200102,2020-01-02T02:50:00Z,AFR483,FGZNN,B77W,AFR,SPJC,LFPG,LFPG,2020-01-02T03:35:00Z,2020-01-02T15:31:10Z,10,5687,706,H,S,AFR,3965AD,NA,NA
0042719520200102,2020-01-02T02:55:00Z,THY7YQ,TCJFN,B738,THY,LTCB,LTFM,LTFM,2020-01-02T02:56:00Z,2020-01-02T04:16:00Z,5,500,75,M,S,THY,NA,NA,NA
0042964420200102,2020-01-02T03:05:00Z,PGT2061,TCNBO,A20N,PGT,LTFG,LTFJ,LTFJ,2020-01-02T03:04:00Z,2020-01-02T04:03:00Z,0,384,59,M,S,PGT,NA,NA,NA
0042815820200102,2020-01-02T03:35:00Z,THY6525,TCJOZ,A332,THY,UCFM,LTBA,LTBA,2020-01-02T03:32:00Z,2020-01-02T08:44:00Z,10,2135,302,H,S,THY,NA,NA,NA
0042840920200102,2020-01-02T03:40:00Z,PIA781,APBGZ,B77L,PIA,OPIS,CYYZ,CYYZ,2020-01-02T03:47:00Z,2020-01-02T18:00:13Z,10,6079,843,H,S,NA,7608FA,NA,NA
0042441920200102,2020-01-02T03:55:00Z,LPE2484,CCBGC,B789,LPE,SPJC,LEMD,LEMD,2020-01-02T04:05:00Z,2020-01-02T15:17:25Z,10,5166,662,H,S,LPE,E80444,NA,NA
0042858620200102,2020-01-02T04:07:00Z,THY6485,TCJDR,A332,THY,UCFM,LTBA,LTBA,2020-01-02T04:00:00Z,2020-01-02T09:12:00Z,10,2135,302,H,S,THY,NA,NA,NA
0041980420200102,2020-01-02T06:50:00Z,HNL63A,PHEUJ,A139,ZZZ,EHJO,EHKD,EHKD,2020-01-02T07:51:38Z,2020-01-02T08:22:48Z,1,64,30,L,N,NA,48507C,NA,NA
0043022920200102,2020-01-02T06:50:00Z,PIA791,APBID,B77W,PIA,OPIS,EGBB,EGBB,2020-01-02T07:00:00Z,2020-01-02T14:53:16Z,10,3438,463,H,S,NA,760924,NA,NA
0043324120200102,2020-01-02T06:50:00Z,THY3AJ,TCJGB,B738,THY,LTCB,LTAC,LTAC,2020-01-02T06:57:00Z,2020-01-02T07:45:00Z,5,306,43,M,S,THY,NA,NA,NA
0042002620200102,2020-01-02T07:00:00Z,BHL256,NA,S92,BHL,ENQS,ENBR,ENBR,2020-01-02T07:23:36Z,2020-01-02T08:17:15Z,1,116,53,M,N,NA,NA,NA,NA
0041965320200102,2020-01-02T07:05:00Z,BHL591,NA,S92,BHL,ENJS,ENZV,ENZV,2020-01-02T07:26:00Z,2020-01-02T08:04:16Z,1,100,37,M,N,NA,NA,NA,NA
0042231520200102,2020-01-02T07:05:00Z,HKS170,LNOQH,S92,HKS,ENJS,ENZV,ENZV,2020-01-02T07:11:00Z,2020-01-02T07:49:10Z,1,100,37,M,N,NA,NA,NA,NA
0041966920200102,2020-01-02T07:30:00Z,BHL201,NA,S92,BHL,ENWS,ENZV,ENZV,2020-01-02T07:48:00Z,2020-01-02T08:52:55Z,1,175,64,M,N,NA,NA,NA,NA
0041977020200102,2020-01-02T07:30:00Z,HNL06A,PHEUK,A139,ZZZ,EHJA,EHKD,EHKD,2020-01-02T08:17:00Z,2020-01-02T08:59:32Z,1,87,42,L,N,NA,485CFD,NA,NA
0041981020200102,2020-01-02T07:30:00Z,HNL11A,PHSHP,A139,ZZZ,EHQD,EHKD,EHKD,2020-01-02T09:20:00Z,2020-01-02T09:37:18Z,1,28,16,L,N,NA,4845C0,NA,NA
0042931020200102,2020-01-02T07:30:00Z,PIA785,APBHX,B772,PIA,OPIS,EGLL,EGLL,2020-01-02T07:27:00Z,2020-01-02T15:32:37Z,10,3355,476,H,S,NA,760918,NA,NA
0043099920200102,2020-01-02T07:35:00Z,PGT19C,TCCPE,B738,PGT,LTCB,LTFJ,LTFJ,2020-01-02T08:18:00Z,2020-01-02T09:33:00Z,5,508,70,M,S,PGT,NA,NA,NA
0042032020200102,2020-01-02T07:45:00Z,BHL606,LNONY,S92,BHL,ENUG,ENHF,ENHF,2020-01-02T07:52:09Z,2020-01-02T08:20:08Z,1,49,27,M,N,NA,NA,NA,NA
0043427220200102,2020-01-02T07:50:00Z,THY1RG,TCJFG,B738,THY,LTCB,LTFJ,LTFJ,2020-01-02T08:03:00Z,2020-01-02T09:22:00Z,5,517,74,M,S,THY,NA,NA,NA
0042092020200102,2020-01-02T07:55:00Z,SHW06B,OYHNK,EC35,ZZZ,EKDT,EKEB,EKEB,2020-01-02T07:58:00Z,2020-01-02T08:22:47Z,2,52,23,L,G,NA,45A1CB,NA,NA
0041967220200102,2020-01-02T08:30:00Z,BHL205,NA,S92,BHL,ENWS,ENZV,ENZV,2020-01-02T08:58:00Z,2020-01-02T10:01:13Z,1,174,62,M,N,NA,NA,NA,NA
0044258720200102,2020-01-02T09:30:00Z,BARBO11,HD2114,AS32,ZZZ,LEVS,LEVS,LEVS,2020-01-02T10:16:00Z,2020-01-02T11:29:00Z,5,21,68,M,M,NA,NA,NA,NA
0042692220200102,2020-01-02T09:35:00Z,EZY6014,GEZGY,A320,EZY,LEMI,EGGD,EGGD,2020-01-02T09:21:00Z,2020-01-02T11:49:00Z,12,901,136,M,S,EZY,40756F,NA,NA
0043977420200102,2020-01-02T09:35:00Z,HNL25A,PHEUE,A139,ZZZ,EHFT,EHKD,EHKD,2020-01-02T09:34:00Z,2020-01-02T10:12:57Z,1,57,38,L,N,NA,484F76,NA,NA
0043622420200102,2020-01-02T09:40:00Z,THY21Y,TCJMJ,A321,THY,LTCB,LTFM,LTFM,2020-01-02T09:38:00Z,2020-01-02T10:59:00Z,5,500,76,M,S,THY,NA,NA,NA
0043800820200102,2020-01-02T09:45:00Z,BHL251,NA,S92,BHL,ENSF,ENBR,ENBR,2020-01-02T10:07:46Z,2020-01-02T11:05:23Z,1,118,57,M,N,NA,NA,NA,NA
0043803420200102,2020-01-02T09:45:00Z,BHL244,NA,S92,BHL,ENGC,ENBR,ENBR,2020-01-02T10:10:00Z,2020-01-02T10:58:38Z,1,104,48,M,N,NA,NA,NA,NA
0043814020200102,2020-01-02T09:45:00Z,BHL246,LNONN,S92,BHL,ENGA,ENQG,ENQG,2020-01-02T09:45:00Z,2020-01-02T09:46:58Z,1,2,1,M,N,NA,NA,NA,NA
0043640320200102,2020-01-02T09:50:00Z,THY1XD,TCJPK,A320,THY,LTFG,LTFM,LTFM,2020-01-02T09:52:00Z,2020-01-02T11:02:00Z,0,422,70,M,S,THY,NA,NA,NA
0044165520200102,2020-01-02T09:50:00Z,BHL803,NA,S92,BHL,ENQR,ZZZZ,ZZZZ,2020-01-02T10:41:00Z,2020-01-02T10:57:59Z,1,13,16,M,N,NA,NA,NA,NA
0042721420200102,2020-01-02T09:55:00Z,EZY89NL,GUZHI,A20N,EZY,LEMI,EGKK,EGKK,2020-01-02T09:36:00Z,2020-01-02T12:09:05Z,12,904,141,M,S,EZY,407568,NA,NA
0043762220200102,2020-01-02T09:55:00Z,BHL808,NA,S92,BHL,ENQR,ENSE,ENSE,2020-01-02T10:33:00Z,2020-01-02T10:38:17Z,1,5,4,M,N,NA,NA,NA,NA
0043814820200102,2020-01-02T10:05:00Z,BHL246,NA,S92,BHL,ENQG,ENBR,ENBR,2020-01-02T10:10:34Z,2020-01-02T11:01:56Z,1,106,50,M,N,NA,NA,NA,NA
0042030120200102,2020-01-02T10:15:00Z,BHL602,LNONY,S92,BHL,ENUG,ENHF,ENHF,2020-01-02T10:12:06Z,2020-01-02T10:40:46Z,1,49,28,M,N,NA,NA,NA,NA
0043690820200102,2020-01-02T10:15:00Z,BHL517,NA,S92,BHL,ENWK,ZZZZ,ZZZZ,2020-01-02T10:58:00Z,2020-01-02T11:03:34Z,1,14,5,M,N,NA,NA,NA,NA
0043763020200102,2020-01-02T10:15:00Z,BHL808,NA,S92,BHL,ENSE,ENFL,ENFL,2020-01-02T10:49:00Z,2020-01-02T11:20:07Z,1,86,30,M,N,NA,NA,NA,NA
0043817220200102,2020-01-02T10:15:00Z,BHL240,NA,S92,BHL,ENQG,ENBR,ENBR,2020-01-02T10:51:00Z,2020-01-02T11:41:18Z,1,105,49,M,N,NA,NA,NA,NA
0042288920200102,2020-01-02T10:25:00Z,HKS166,LNONV,S92,HKS,ENHM,ENZV,ENZV,2020-01-02T10:37:00Z,2020-01-02T11:23:37Z,1,112,46,M,N,NA,NA,NA,NA
0042535820200102,2020-01-02T10:30:00Z,N972EU,N972EU,S22T,ZZZ,LINB,LIMB,LIMB,2020-01-02T10:38:00Z,2020-01-02T13:58:17Z,1,545,199,L,G,NA,NA,NA,NA
0043761120200102,2020-01-02T10:35:00Z,PIA701,APBGJ,B772,PIA,OPIS,EGCC,EGCC,2020-01-02T10:49:00Z,2020-01-02T18:55:35Z,10,3432,477,H,S,NA,7608EA,NA,NA
0043998620200102,2020-01-02T11:00:00Z,HNL05A,PHEUA,A139,ZZZ,EHFT,EHKD,EHKD,2020-01-02T11:50:00Z,2020-01-02T12:23:22Z,1,69,32,L,N,NA,484BAC,NA,NA
0044181120200102,2020-01-02T11:00:00Z,HNL33A,PHSHP,A139,ZZZ,EHAK,EHKD,EHKD,2020-01-02T11:40:28Z,2020-01-02T13:07:50Z,1,161,86,L,N,NA,4845C0,NA,NA
0044008520200102,2020-01-02T11:05:00Z,THY6EJ,TCSCL,B738,THY,LTCT,LTAC,LTAC,2020-01-02T10:50:00Z,2020-01-02T12:24:00Z,10,509,84,M,S,SXS,NA,NA,NA
0039702720200102,2020-01-02T11:15:00Z,CNV6101,910502,SW4,ZZZ,LESJ,LICZ,LICZ,2020-01-02T09:33:52Z,2020-01-02T12:43:00Z,15,748,174,M,M,NA,NA,NA,NA
0042681520200102,2020-01-02T11:15:00Z,RAM435,CNCOF,AT76,RAM,GMAG,GMAT,GMAT,2020-01-02T11:30:00Z,2020-01-02T11:58:12Z,10,70,18,M,S,NA,NA,NA,NA
0043717520200102,2020-01-02T11:45:00Z,BHL207,NA,S92,BHL,ENLE,ENZV,ENZV,2020-01-02T12:02:00Z,2020-01-02T13:02:27Z,1,170,59,M,N,NA,NA,NA,NA
0043719220200102,2020-01-02T11:45:00Z,BHL404,NA,S92,BHL,ENWA,ENZV,ENZV,2020-01-02T12:08:00Z,2020-01-02T12:56:08Z,1,120,47,M,N,NA,NA,NA,NA
0039771420200102,2020-01-02T12:15:00Z,HBLZZ,HBLZZ,C340,ZZZ,LEMI,GMFF,GMFF,2020-01-02T12:10:00Z,2020-01-02T13:55:25Z,5,299,100,L,G,NA,NA,NA,NA
0043723220200102,2020-01-02T12:15:00Z,BHL208,NA,S92,BHL,ENWS,ZZZZ,ZZZZ,2020-01-02T12:47:00Z,2020-01-02T12:52:28Z,1,10,4,M,N,NA,NA,NA,NA
0043735620200102,2020-01-02T12:25:00Z,BHL473,NA,S92,BHL,ENWE,ENZV,ENZV,2020-01-02T12:19:00Z,2020-01-02T12:59:01Z,1,145,39,M,N,NA,NA,NA,NA
0043956320200102,2020-01-02T12:25:00Z,BHL805,NA,S92,BHL,ENQR,ENFL,ENFL,2020-01-02T13:22:17Z,2020-01-02T13:55:48Z,1,82,33,M,N,NA,NA,NA,NA
0041265220200102,2020-01-02T12:30:00Z,SUI555,T786,PC24,SUI,LYPR,LSZB,LSZB,2020-01-02T12:35:00Z,2020-01-02T14:31:21Z,5,655,111,M,M,SUI,4B7F45,NA,NA
0044529720200102,2020-01-02T12:30:00Z,RMAF382,CNANI,BE20,ZZZ,GMMP,GMAA,GMAA,2020-01-02T12:50:00Z,2020-01-02T14:21:57Z,10,303,82,L,M,FRA,NA,NA,NA
0043731120200102,2020-01-02T12:45:00Z,BHL210,NA,S92,BHL,ENLE,ENXK,ENXK,2020-01-02T13:16:00Z,2020-01-02T13:18:07Z,1,2,1,M,N,NA,NA,NA,NA
0044201220200102,2020-01-02T12:45:00Z,ABG8863,VQBGN,B738,ABG,UWSG,OMDW,OMDW,2020-01-02T12:45:00Z,2020-01-02T16:51:26Z,10,1725,236,M,N,NA,424485,NA,NA
