FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
LXG99S,OEIIS,4403BD,GLF5,LXG,KRSW,LKPR,2020-01-25T00:00:00Z,2020-01-25T00:16:00Z,2020-01-25T09:26:15Z
QTR8164,A7BFL,06A1E9,B77L,QTR,EBLG,OTHH,2020-01-25T00:00:00Z,2020-01-25T00:09:00Z,2020-01-25T06:07:56Z
IGO011,VTIUC,800D57,A21N,IGO,VIDP,LTFM,2020-01-25T00:00:00Z,2020-01-24T23:58:20Z,2020-01-25T06:48:00Z
UAL999,N16008,A0F427,B78X,UAL,KEWR,EBBR,2020-01-25T00:00:00Z,2020-01-25T00:00:00Z,2020-01-25T06:47:38Z
IBE6653,ECJFX,342212,A346,IBE,LEMD,SPJC,2020-01-25T00:00:00Z,2020-01-25T00:00:00Z,2020-01-25T11:33:02Z
UAL909,N674UA,A8EC57,B763,UAL,KORD,EHAM,2020-01-25T00:00:00Z,2020-01-24T23:53:00Z,2020-01-25T07:53:36Z
VND4037,IGURU,300224,LJ40,VND,LIML,LICC,2020-01-25T00:00:00Z,2020-01-24T23:58:00Z,2020-01-25T01:47:42Z
DAL1,N831MH,AB5D2C,B764,DAL,KJFK,EGLL,2020-01-25T00:00:00Z,2020-01-24T23:50:00Z,2020-01-25T06:43:29Z
DAL220,N1603,A0F46F,B763,DAL,KSLC,LFPG,2020-01-25T00:00:00Z,2020-01-25T00:09:00Z,2020-01-25T09:50:59Z
VPCKL,VPCKL,42479A,GLF6,ZZZ,VHHH,LFLB,2020-01-25T00:00:00Z,2020-01-25T00:06:02Z,2020-01-25T12:39:16Z
AAL740,N291AY,A2F948,A332,AAL,KPHL,LEMD,2020-01-25T00:00:00Z,2020-01-24T23:59:00Z,2020-01-25T07:02:06Z
AAL94,N792AN,AABF80,B772,AAL,KJFK,LEMD,2020-01-25T00:00:00Z,2020-01-24T23:45:00Z,2020-01-25T06:39:10Z
DTA650,NA,NA,B77W,DTA,FNLU,LPPT,2020-01-25T00:00:00Z,2020-01-24T22:34:15Z,2020-01-25T06:09:56Z
KLM672,PHAOC,484411,A332,KLM,CYUL,EHAM,2020-01-25T00:01:00Z,2020-01-24T23:51:00Z,2020-01-25T06:37:50Z
AVA016,N791AV,AA9F76,B788,AVA,SKRG,LEMD,2020-01-25T00:03:00Z,2020-01-25T00:10:16Z,2020-01-25T09:04:53Z
UTN5731,URUTQ,5082CB,B738,UTN,UKHH,HESH,2020-01-25T00:05:00Z,2020-01-24T23:55:00Z,2020-01-25T03:40:30Z
MEA209,ODMED,748029,A332,MEA,OLBA,LFPG,2020-01-25T00:05:00Z,2020-01-25T01:51:58Z,2020-01-25T06:21:53Z
KTK8887,VQBMW,NA,B738,KTK,UUWW,LTAI,2020-01-25T00:05:00Z,2020-01-25T00:08:11Z,2020-01-25T03:27:00Z
WZZ2498,HALVD,471F31,A21N,WZZ,LCLK,LHBP,2020-01-25T00:05:00Z,2020-01-24T23:59:00Z,2020-01-25T02:48:33Z
NOS863,INDMJ,NA,B763,NOS,LIEE,LIPX,2020-01-25T00:05:00Z,2020-01-25T00:21:00Z,2020-01-25T01:29:42Z
RAM509,CNROS,NA,B738,RAM,FKKD,GMMN,2020-01-25T00:05:00Z,2020-01-24T23:54:00Z,2020-01-25T04:55:56Z
AUI392,URPSJ,508302,B739,AUI,UGTB,UKBB,2020-01-25T00:05:00Z,2020-01-24T23:59:00Z,2020-01-25T02:45:00Z
AUI374,URPSM,508366,B738,AUI,OMDB,LCLK,2020-01-25T00:05:00Z,2020-01-25T00:23:00Z,2020-01-25T04:58:09Z
THY3AR,TCJSL,NA,A321,THY,UWKD,LTFM,2020-01-25T00:05:00Z,2020-01-25T00:21:00Z,2020-01-25T03:53:00Z
MSR995,SUGDP,010153,B77W,MSR,HECA,CYYZ,2020-01-25T00:05:00Z,2020-01-25T00:11:19Z,2020-01-25T11:28:20Z
RCH161,44134A,AE123F,C17,RCH,KPOB,EGPK,2020-01-25T00:05:00Z,2020-01-24T23:57:00Z,2020-01-25T07:11:58Z
STP507,CSTKR,495172,B763,ZZZ,LPPT,FPST,2020-01-25T00:05:00Z,2020-01-25T00:19:00Z,2020-01-25T06:03:43Z
AIC177,VTANU,80073B,B788,AIC,VOBL,EGLL,2020-01-25T00:05:00Z,2020-01-25T00:15:54Z,2020-01-25T11:02:13Z
FIN6,OHLTN,461F07,A333,FIN,KJFK,EFHK,2020-01-25T00:05:00Z,2020-01-24T23:35:00Z,2020-01-25T07:27:23Z
CRL919,FHCAT,398813,A332,CRL,KMIA,LFPO,2020-01-25T00:05:00Z,2020-01-25T00:30:00Z,2020-01-25T08:44:45Z
UTN4435,URAZC,5083E3,B763,UTN,UKBB,HESH,2020-01-25T00:05:00Z,2020-01-25T00:15:00Z,2020-01-25T03:52:12Z
SXS52E,TCSEJ,4BCCAA,B738,SXS,LTAI,EPGD,2020-01-25T00:05:00Z,2020-01-24T23:49:00Z,2020-01-25T03:16:41Z
BAW2152,GYMMB,4007ED,B772,BAW,TBPB,EGKK,2020-01-25T00:05:00Z,2020-01-25T00:51:38Z,2020-01-25T08:59:00Z
QTR714,A7ANL,06A128,A35K,QTR,KIAH,OTHH,2020-01-25T00:05:00Z,2020-01-25T00:18:00Z,2020-01-25T14:36:53Z
UAE41P,A6EOF,89639F,A388,UAE,KSFO,OMDB,2020-01-25T00:05:00Z,2020-01-25T00:24:00Z,2020-01-25T15:29:08Z
