FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
AZD094,HBAMB,4B0139,AT43,AZD,ESSA,ESNU,2020-02-21T00:00:00Z,2020-02-20T23:28:42Z,2020-02-21T00:46:38Z
UAL909,N657UA,A8A87E,B763,UAL,KORD,EHAM,2020-02-21T00:00:00Z,2020-02-20T23:53:00Z,2020-02-21T07:44:10Z
CRL901,FHJAZ,39A419,A333,CRL,CYUL,LFPO,2020-02-21T00:00:00Z,2020-02-21T00:34:00Z,2020-02-21T07:01:43Z
UAL999,N14001,A0A522,B78X,UAL,KEWR,EBBR,2020-02-21T00:00:00Z,2020-02-21T00:02:00Z,2020-02-21T06:14:36Z
LSA201,IKERE,300371,F2TH,ZZZ,LIRA,LIBD,2020-02-21T00:00:00Z,2020-02-21T00:00:00Z,2020-02-21T00:40:54Z
IGO011,VTIUB,800D4F,A21N,IGO,VIDP,LTFM,2020-02-21T00:00:00Z,2020-02-21T00:03:40Z,2020-02-21T06:35:00Z
DAL1,N836MH,AB6FBF,B764,DAL,KJFK,EGLL,2020-02-21T00:00:00Z,2020-02-20T23:57:00Z,2020-02-21T06:35:06Z
AAL740,N290AY,A2F591,A332,AAL,KPHL,LEMD,2020-02-21T00:00:00Z,2020-02-20T23:57:00Z,2020-02-21T06:47:35Z
VND6049,IFORR,300254,LJ40,VND,LIML,LIBD,2020-02-21T00:00:00Z,2020-02-21T00:02:00Z,2020-02-21T01:28:59Z
MOLOT,MOLOT,43E9D2,CL60,ZZZ,LCPH,BIRK,2020-02-21T00:01:00Z,2020-02-20T23:48:00Z,2020-02-21T06:55:35Z
MEDVC5B,HZMS5B,7103F5,GLF5,ZZZ,OERY,EDDK,2020-02-21T00:01:00Z,2020-02-21T00:02:50Z,2020-02-21T06:37:54Z
FEG3405,SUTML,0101E3,B737,FEG,HESH,LHBP,2020-02-21T00:01:00Z,2020-02-20T23:43:00Z,2020-02-21T03:37:33Z
UTN5735,URAZF,508421,B738,UTN,UKHH,HESH,2020-02-21T00:05:00Z,2020-02-20T23:49:00Z,2020-02-21T03:46:15Z
UTN4472,URAZE,50840A,B738,UTN,HEGN,UKBB,2020-02-21T00:05:00Z,2020-02-21T00:11:00Z,2020-02-21T04:09:00Z
MEA209,ODMEB,748019,A332,MEA,OLBA,LFPG,2020-02-21T00:05:00Z,2020-02-21T00:25:13Z,2020-02-21T04:56:16Z
WUK4SJ,HALWD,471F4B,A320,WUK,EGGW,LUKK,2020-02-21T00:05:00Z,2020-02-21T00:06:00Z,2020-02-21T02:55:00Z
SWT5GL,ECJKH,3422D7,E120,SWT,EGSS,EGPF,2020-02-21T00:05:00Z,2020-02-21T00:03:00Z,2020-02-21T01:46:06Z
MSA92C,EIGHB,NA,B734,MSA,LIPO,LICC,2020-02-21T00:05:00Z,2020-02-20T23:45:00Z,2020-02-21T01:10:50Z
BCS192,LZCGR,451E2B,B734,BCS,EDDP,EDDK,2020-02-21T00:05:00Z,2020-02-21T00:00:00Z,2020-02-21T00:58:50Z
VPCCK,VPCCK,4241D1,GLEX,ZZZ,CYYC,EGLF,2020-02-21T00:05:00Z,2020-02-20T23:12:00Z,2020-02-21T07:11:00Z
THY7AV,TCJHZ,NA,B738,THY,OITT,LTFM,2020-02-21T00:05:00Z,2020-02-20T23:40:22Z,2020-02-21T02:13:00Z
FIN6,OHLTT,461F0D,A333,FIN,KJFK,EFHK,2020-02-21T00:05:00Z,2020-02-20T23:47:00Z,2020-02-21T07:22:07Z
UAE230,A6EQA,896450,B77W,UAE,KSEA,OMDB,2020-02-21T00:05:00Z,2020-02-20T23:55:00Z,2020-02-21T14:05:07Z
MSA95S,SPSPC,NA,AT72,MSA,LIPO,LICA,2020-02-21T00:05:00Z,2020-02-21T00:14:00Z,2020-02-21T02:07:43Z
UAE41P,A6EET,896193,A388,UAE,KSFO,OMDB,2020-02-21T00:05:00Z,2020-02-21T00:08:00Z,2020-02-21T15:24:20Z
MSA31F,LZLDU,NA,MD82,MSA,LIPO,LIRF,2020-02-21T00:05:00Z,2020-02-20T23:57:00Z,2020-02-21T00:45:23Z
ELY018,4XEDC,7380C2,B789,ELY,KMIA,LLBG,2020-02-21T00:05:00Z,2020-02-21T00:08:00Z,2020-02-21T11:11:00Z
BCS37B,DALEQ,3C70B1,B752,BCS,EBBR,EDDP,2020-02-21T00:05:00Z,2020-02-21T00:07:00Z,2020-02-21T01:18:21Z
KTK7703,VQBEY,424989,B752,KTK,UUWW,OMDW,2020-02-21T00:05:00Z,2020-02-21T00:05:00Z,2020-02-21T04:51:41Z
THY6832,TCLLI,4BB189,B789,THY,KPAE,LTFM,2020-02-21T00:05:00Z,2020-02-20T23:38:00Z,2020-02-21T11:48:00Z
PGT407,TCCPC,NA,B738,PGT,OMAA,LTFJ,2020-02-21T00:05:00Z,2020-02-21T00:14:00Z,2020-02-21T04:56:00Z
ABG8841,VPBGZ,424341,B738,ABG,UWGG,OMDW,2020-02-21T00:05:00Z,2020-02-21T00:05:00Z,2020-02-21T04:55:35Z
PUE601,ECNBU,NA,A343,PUE,LEMD,SEQM,2020-02-21T00:05:00Z,2020-02-21T00:10:00Z,2020-02-21T10:36:47Z
