FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
UAL999,N12003,A05626,B78X,UAL,KEWR,EBBR,2020-01-15T00:00:00Z,2020-01-15T00:49:00Z,2020-01-15T07:18:10Z
ETH3712,ETAPU,040062,B77L,ETH,HAAB,EBLG,2020-01-15T00:00:00Z,2020-01-15T00:05:36Z,2020-01-15T06:45:40Z
DAL1,N833MH,AB649A,B764,DAL,KJFK,EGLL,2020-01-15T00:00:00Z,2020-01-15T00:12:00Z,2020-01-15T06:52:35Z
DAL220,N190DN,A16883,B763,DAL,KSLC,LFPG,2020-01-15T00:00:00Z,2020-01-15T00:58:00Z,2020-01-15T10:28:40Z
AAL740,N279AY,A2C802,A332,AAL,KPHL,LEMD,2020-01-15T00:00:00Z,2020-01-14T23:53:00Z,2020-01-15T06:28:36Z
SIA7979,9VSFQ,76CCD1,B744,SIA,KDFW,EBBR,2020-01-15T00:00:00Z,2020-01-15T02:02:00Z,2020-01-15T10:32:32Z
RYR6625,EIEBA,4CA6FE,B738,RYR,EPKT,EGPH,2020-01-15T00:00:00Z,2020-01-14T23:57:00Z,2020-01-15T02:36:43Z
MSA56B,EIGHB,NA,B734,MSA,LIPO,LIBD,2020-01-15T00:01:00Z,2020-01-15T00:18:29Z,2020-01-15T01:29:26Z
IGO011,VTIUF,801394,A21N,IGO,VIDP,LTFM,2020-01-15T00:01:00Z,2020-01-15T00:23:16Z,2020-01-15T07:00:00Z
THY6469,N402KZ,A4B508,B744,THY,HECA,LTBA,2020-01-15T00:01:00Z,2020-01-14T23:46:47Z,2020-01-15T01:45:00Z
MEA209,ODMEA,748017,A332,MEA,OLBA,LFPG,2020-01-15T00:05:00Z,2020-01-15T00:05:00Z,2020-01-15T04:27:25Z
SWT5GL,ECJKH,3422D7,E120,SWT,EGSS,EGPF,2020-01-15T00:05:00Z,2020-01-14T23:54:00Z,2020-01-15T01:18:34Z
AUI374,URPSM,508366,B738,AUI,OMDB,LCLK,2020-01-15T00:05:00Z,2020-01-15T00:33:00Z,2020-01-15T05:09:46Z
MSA92C,EIGHA,NA,B734,MSA,LIPO,LICC,2020-01-15T00:05:00Z,2020-01-14T23:57:49Z,2020-01-15T01:29:23Z
MSA95S,SPSPC,NA,AT72,MSA,LIPO,LICA,2020-01-15T00:05:00Z,2020-01-15T00:04:51Z,2020-01-15T02:11:59Z
FIN6,OHLTU,461F0E,A333,FIN,KJFK,EFHK,2020-01-15T00:05:00Z,2020-01-14T23:42:00Z,2020-01-15T07:36:20Z
KTK8887,VPBYD,NA,B738,KTK,UUWW,LTAI,2020-01-15T00:05:00Z,2020-01-14T23:59:56Z,2020-01-15T03:24:00Z
EWG1189,OOSFK,44CCCB,A333,EWG,MUHA,EDDL,2020-01-15T00:05:00Z,2020-01-15T01:03:03Z,2020-01-15T09:48:13Z
TFL302,PHTFM,48506D,B788,TFL,SMJP,EHAM,2020-01-15T00:05:00Z,2020-01-15T01:05:36Z,2020-01-15T09:30:29Z
MSA31F,LZLDU,NA,MD82,MSA,LIPO,LIRF,2020-01-15T00:05:00Z,2020-01-15T00:27:00Z,2020-01-15T01:14:43Z
BCS37B,DALEV,3C70B6,B752,BCS,EBBR,EDDP,2020-01-15T00:05:00Z,2020-01-14T23:57:00Z,2020-01-15T01:08:26Z
BCS192,LZCGU,451DBD,B734,BCS,EDDP,EDDK,2020-01-15T00:05:00Z,2020-01-14T23:54:00Z,2020-01-15T00:54:57Z
PGT407,TCADP,NA,B738,PGT,OMAA,LTFJ,2020-01-15T00:05:00Z,2020-01-15T00:14:00Z,2020-01-15T05:13:00Z
UAE41P,A6EON,8963EB,A388,UAE,KSFO,OMDB,2020-01-15T00:05:00Z,2020-01-15T00:31:00Z,2020-01-15T15:40:37Z
PUE601,ECMFA,NA,A343,PUE,LEMD,SEQM,2020-01-15T00:05:00Z,2020-01-15T00:12:00Z,2020-01-15T11:26:58Z
N312ZW,N312ZW,A35093,GLF6,ZZZ,VHHH,EVRA,2020-01-15T00:05:00Z,2020-01-15T00:14:00Z,2020-01-15T10:18:46Z
LMU4001,SUTCF,010195,A320,LMU,HESH,UTTT,2020-01-15T00:05:00Z,2020-01-14T23:48:00Z,2020-01-15T05:23:31Z
SQP7117,URSQG,508429,B738,SQP,UKBB,HESH,2020-01-15T00:05:00Z,2020-01-14T23:57:00Z,2020-01-15T03:42:29Z
QTR708,A7BEL,06A2B0,B77W,QTR,KIAD,OTHH,2020-01-15T00:05:00Z,2020-01-14T23:57:00Z,2020-01-15T12:14:04Z
CLX6829,LXTCV,4D0109,B744,CLX,GABS,LIMC,2020-01-15T00:05:00Z,2020-01-15T00:34:00Z,2020-01-15T05:28:24Z
THY4LE,TCJYB,NA,B739,THY,DIAP,LTFM,2020-01-15T00:05:00Z,2020-01-15T00:27:37Z,2020-01-15T07:32:00Z
UAE230,A6EQB,896451,B77W,UAE,KSEA,OMDB,2020-01-15T00:05:00Z,2020-01-15T00:07:00Z,2020-01-15T14:10:43Z
CLX6992,LXVCN,4D0118,B748,CLX,UNNT,ELLX,2020-01-15T00:05:00Z,2020-01-15T00:13:00Z,2020-01-15T06:39:08Z
THY6503,TCJCI,NA,A332,THY,DGAA,LTBA,2020-01-15T00:05:00Z,2020-01-15T00:42:39Z,2020-01-15T07:13:00Z
CLX9732,LXVCK,4D0114,B748,CLX,UNNT,EGSS,2020-01-15T00:05:00Z,2020-01-15T00:27:00Z,2020-01-15T07:36:08Z
UZB133,UK67002,507C39,B763,UZB,UTTT,LTFM,2020-01-15T00:05:00Z,2020-01-14T23:55:00Z,2020-01-15T04:48:00Z
MSR953,SUGEW,0101E0,B789,MSR,HECA,ZSHC,2020-01-15T00:05:00Z,2020-01-15T00:03:13Z,2020-01-15T10:22:00Z
QTR714,A7ANK,06A127,A35K,QTR,KIAH,OTHH,2020-01-15T00:05:00Z,2020-01-15T01:09:00Z,2020-01-15T14:56:29Z
BAW2152,GVIIW,400774,B772,BAW,TBPB,EGKK,2020-01-15T00:05:00Z,2020-01-15T00:36:40Z,2020-01-15T08:06:29Z
THY3AR,TCJVY,NA,B738,THY,UWKD,LTFM,2020-01-15T00:05:00Z,2020-01-15T00:07:00Z,2020-01-15T03:25:00Z
ETH407,ETAMG,04001D,B763,ETH,OLBA,HAAB,2020-01-15T00:05:00Z,2020-01-15T00:15:20Z,2020-01-15T04:34:28Z
BNO3L,LNBSD,NA,BE20,ZZZ,ENTC,ENAT,2020-01-15T00:05:00Z,2020-01-14T23:58:45Z,2020-01-15T00:40:24Z
IAE320,RA89001,NA,SU95,IAE,UBBB,UWWW,2020-01-15T00:10:00Z,2020-01-15T00:23:00Z,2020-01-15T02:49:00Z
FIA132,ER00005,504E57,A320,FIA,UUWW,LUKK,2020-01-15T00:10:00Z,2020-01-15T00:23:00Z,2020-01-15T02:09:00Z
MSA61P,GPOWS,400513,B734,MSA,LIPO,LICJ,2020-01-15T00:10:00Z,2020-01-15T00:11:21Z,2020-01-15T01:33:27Z
TAY4805,OEIMC,440193,B738,TAY,EBLG,EDDN,2020-01-15T00:10:00Z,2020-01-15T00:00:35Z,2020-01-15T00:56:54Z
PGT1723,TCAVP,4B86D0,B738,PGT,UKBB,LTAC,2020-01-15T00:10:00Z,2020-01-15T00:16:00Z,2020-01-15T02:08:00Z
KLM724,PHAON,484FAD,A332,KLM,MUHA,EHAM,2020-01-15T00:10:00Z,2020-01-15T00:30:08Z,2020-01-15T09:09:20Z
TAY4803,EISTK,4CA7FA,B734,TAY,ESGJ,EFHK,2020-01-15T00:10:00Z,2020-01-14T23:55:00Z,2020-01-15T01:00:21Z
QTR756,A7BBF,06A076,B77L,QTR,KATL,OTHH,2020-01-15T00:10:00Z,2020-01-15T00:07:00Z,2020-01-15T13:11:09Z
BCS93C,GBMRB,400664,B752,BCS,EDDP,EGNX,2020-01-15T00:10:00Z,2020-01-15T00:05:00Z,2020-01-15T01:53:55Z
ACA808,CGHKW,C0583F,A333,ACA,CYUL,GMMN,2020-01-15T00:10:00Z,2020-01-15T01:01:00Z,2020-01-15T07:13:42Z
IBE6124,ECLUX,344344,A333,IBE,KMIA,LEMD,2020-01-15T00:10:00Z,2020-01-15T00:18:00Z,2020-01-15T08:12:57Z
CAO1041,B2096,780BB7,B77L,CAO,ZSPD,EDDF,2020-01-15T00:10:00Z,2020-01-15T00:05:00Z,2020-01-15T11:49:24Z
TAP118,CSTOP,4951F0,A332,TAP,SBPA,LPPT,2020-01-15T00:10:00Z,2020-01-15T00:45:00Z,2020-01-15T11:08:43Z
BAW71F,GCIVW,4006AD,B744,BAW,KSFO,EGLL,2020-01-15T00:10:00Z,2020-01-15T00:17:00Z,2020-01-15T10:13:42Z
AAL50,N733AR,A9D640,B77W,AAL,KDFW,EGLL,2020-01-15T00:10:00Z,2020-01-15T00:14:00Z,2020-01-15T08:34:33Z
WZZ5948,HALXH,471F69,A321,WZZ,LIMF,LROP,2020-01-15T00:13:00Z,2020-01-15T00:03:00Z,2020-01-15T02:08:39Z
