FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
N718PM,N718PM,A99B16,GLF4,ZZZ,KTEB,EKCH,2020-03-08T00:00:00Z,2020-03-08T00:07:00Z,2020-03-08T07:23:17Z
UAL909,N657UA,A8A87E,B763,UAL,KORD,EHAM,2020-03-08T00:00:00Z,2020-03-07T23:48:00Z,2020-03-08T07:34:43Z
UAL999,N91007,AC9923,B78X,UAL,KEWR,EBBR,2020-03-08T00:00:00Z,2020-03-07T23:54:00Z,2020-03-08T06:41:10Z
DAL220,N176DZ,A12FDA,B763,DAL,KSLC,LFPG,2020-03-08T00:00:00Z,2020-03-08T00:09:00Z,2020-03-08T09:35:08Z
IGO011,VTIUC,800D57,A21N,IGO,VIDP,LTFM,2020-03-08T00:00:00Z,2020-03-08T00:03:16Z,2020-03-08T06:40:00Z
AAL740,N283AY,A2D937,A332,AAL,KPHL,LEMD,2020-03-08T00:00:00Z,2020-03-07T23:47:00Z,2020-03-08T07:02:56Z
KLM672,PHAKF,4850E6,A333,KLM,CYUL,EHAM,2020-03-08T00:01:00Z,2020-03-07T23:58:00Z,2020-03-08T06:28:30Z
ABB5961,OOABB,448442,A343,ABB,TFFR,EBCI,2020-03-08T00:01:00Z,2020-03-08T00:00:23Z,2020-03-08T07:47:45Z
MSC387,SUBTM,0101BF,A320,MSC,HEGN,LYBE,2020-03-08T00:01:00Z,2020-03-08T00:27:00Z,2020-03-08T03:45:26Z
FDX5084,N844FD,AB8F36,B77L,FDX,LFPG,LIMC,2020-03-08T00:01:00Z,2020-03-08T00:21:00Z,2020-03-08T01:35:33Z
ICV5717,LXYCV,4D010D,B744,ICV,LIMC,RJAA,2020-03-08T00:01:00Z,2020-03-08T00:26:00Z,2020-03-08T11:15:28Z
UTN5735,URAZF,508421,B738,UTN,UKHH,HESH,2020-03-08T00:05:00Z,2020-03-07T23:50:00Z,2020-03-08T03:51:25Z
UTN3231,URAZE,50840A,B738,UTN,UKLL,HESH,2020-03-08T00:05:00Z,2020-03-07T23:57:00Z,2020-03-08T03:44:54Z
MEA209,ODMEA,748017,A332,MEA,OLBA,LFPG,2020-03-08T00:05:00Z,2020-03-07T23:58:41Z,2020-03-08T04:15:36Z
PUE601,ECMQM,3453C9,A343,PUE,LEMD,SEQM,2020-03-08T00:05:00Z,2020-03-08T00:08:00Z,2020-03-08T10:50:51Z
PUE712,ECNFP,34634B,A346,PUE,SVMI,GCXO,2020-03-08T00:05:00Z,2020-03-08T00:19:00Z,2020-03-08T07:01:51Z
AUI374,URPSJ,508302,B739,AUI,OMDB,UKBB,2020-03-08T00:05:00Z,2020-03-08T00:24:00Z,2020-03-08T06:45:00Z
PGT531,TCADP,NA,B738,PGT,OMRK,LTFJ,2020-03-08T00:05:00Z,2020-03-07T23:48:00Z,2020-03-08T04:43:00Z
FIN6,OHLTU,461F0E,A333,FIN,KJFK,EFHK,2020-03-08T00:05:00Z,2020-03-07T23:49:00Z,2020-03-08T07:46:35Z
PGT407,TCCPL,NA,B738,PGT,OMAA,LTFJ,2020-03-08T00:05:00Z,2020-03-07T23:57:00Z,2020-03-08T04:47:00Z
TVS3B,OKTSU,49D328,B738,TVS,LKPR,HEGN,2020-03-08T00:05:00Z,2020-03-07T23:56:00Z,2020-03-08T04:10:43Z
UAE41P,A6EET,896193,A388,UAE,KSFO,OMDB,2020-03-08T00:05:00Z,2020-03-08T00:09:00Z,2020-03-08T14:48:12Z
UAE230,A6EQD,896453,B77W,UAE,KSEA,OMDB,2020-03-08T00:05:00Z,2020-03-07T23:58:00Z,2020-03-08T13:35:44Z
EDW35Y,HBJHR,4B188B,A333,EDW,MDPC,LSZH,2020-03-08T00:05:00Z,2020-03-08T00:30:13Z,2020-03-08T08:33:16Z
CRL919,FHZEN,39E48D,A333,CRL,KMIA,LFPO,2020-03-08T00:05:00Z,2020-03-08T00:05:00Z,2020-03-08T08:06:00Z
SQP7203,URSQI,508436,B739,SQP,UKBB,HESH,2020-03-08T00:05:00Z,2020-03-07T23:55:00Z,2020-03-08T03:45:26Z
ABG8841,VQBGN,424485,B738,ABG,UWGG,OMDW,2020-03-08T00:05:00Z,2020-03-08T00:05:00Z,2020-03-08T04:49:32Z
VIR78,GVROM,4008F9,B744,VIR,TBPB,EGCC,2020-03-08T00:05:00Z,2020-03-08T00:41:25Z,2020-03-08T08:04:55Z
QTR708,A7BES,06A2B7,B77W,QTR,KIAD,OTHH,2020-03-08T00:05:00Z,2020-03-07T23:41:00Z,2020-03-08T11:52:13Z
SVA171,HZASC,71007C,A320,SVA,OERK,EDDM,2020-03-08T00:05:00Z,2020-03-08T00:12:59Z,2020-03-08T06:02:22Z
VIR110,GVMIK,4074FC,A332,VIR,KATL,EGCC,2020-03-08T00:05:00Z,2020-03-08T00:07:00Z,2020-03-08T07:29:51Z
AZQ4727,4KAZ60,NA,IL76,AZQ,UBBB,OAKN,2020-03-08T00:05:00Z,2020-03-07T23:51:00Z,2020-03-08T02:21:14Z
AAL50,N732AN,A9D286,B77W,AAL,KDFW,EGLL,2020-03-08T00:05:00Z,2020-03-08T00:17:00Z,2020-03-08T09:12:12Z
GMA702,GSASD,400DC3,BE20,GMA,EGPF,EGEC,2020-03-08T00:05:00Z,2020-03-08T00:03:00Z,2020-03-08T00:36:45Z
