FLTID,REG,ICAO24,TYPE,OPR,ADEP,ADES,LOBT,AOBT_3,ARVT_3
PGT1723,TCAVP,4B86D0,B738,PGT,UKBB,LTAC,2020-01-29T00:10:00Z,2020-01-29T00:15:00Z,2020-01-29T02:13:00Z
IBE6124,ECLUK,344305,A333,IBE,KMIA,LEMD,2020-01-29T00:10:00Z,2020-01-29T00:07:00Z,2020-01-29T07:51:26Z
TAP118,CSTOR,4951F2,A332,TAP,SBPA,LPPT,2020-01-29T00:10:00Z,2020-01-29T00:25:00Z,2020-01-29T10:46:05Z
ACA808,CGFAH,C051E4,A333,ACA,CYUL,GMMN,2020-01-29T00:10:00Z,2020-01-29T00:16:21Z,2020-01-29T06:51:33Z
BPA6247,9HKIA,4D21B6,B763,BPA,MUSC,EPWA,2020-01-29T00:10:00Z,2020-01-29T00:22:09Z,2020-01-29T10:01:09Z
CAO1041,B2092,780C5C,B77L,CAO,ZSPD,EDDF,2020-01-29T00:10:00Z,2020-01-28T23:53:51Z,2020-01-29T11:21:44Z
QTR756,A7BBH,06A07E,B77L,QTR,KATL,OTHH,2020-01-29T00:10:00Z,2020-01-29T00:02:00Z,2020-01-29T12:48:44Z
TRK2,TCTUR,NA,A332,TRK,LTBA,LTAC,2020-01-29T00:10:00Z,2020-01-29T00:10:00Z,2020-01-29T01:06:00Z
AAL50,N728AN,A9C151,B77W,AAL,KDFW,EGLL,2020-01-29T00:10:00Z,2020-01-29T00:19:00Z,2020-01-29T08:46:48Z
CMB521,N662GT,A8BC4F,B763,CMB,OTBH,ETAR,2020-01-29T00:10:00Z,2020-01-29T00:49:00Z,2020-01-29T08:35:13Z
ETD170,A6ETK,896328,B77W,ETD,KLAX,OMAA,2020-01-29T00:12:00Z,2020-01-29T00:21:12Z,2020-01-29T15:36:40Z
WZZ2498,HALVD,471F31,A21N,WZZ,LCLK,LHBP,2020-01-29T00:14:00Z,2020-01-29T00:05:00Z,2020-01-29T03:10:20Z
AFL2119,RA89025,155BC1,SU95,AFL,EVRA,UUEE,2020-01-29T00:15:00Z,2020-01-29T00:17:00Z,2020-01-29T01:43:00Z
SZN403,9HSZN,4D21C5,A339,ZZZ,GOBD,LFPG,2020-01-29T00:15:00Z,2020-01-29T00:26:05Z,2020-01-29T05:57:28Z
FDB4AH,A6FES,8963B5,B738,FDB,URMM,OMDB,2020-01-29T00:15:00Z,2020-01-29T00:51:00Z,2020-01-29T04:10:31Z
TAY4872,OEIAM,4400BE,B734,TAY,EBLG,EGSS,2020-01-29T00:15:00Z,2020-01-29T00:11:00Z,2020-01-29T01:13:38Z
THY8AK,TCJSH,NA,A321,THY,ORBI,LTFM,2020-01-29T00:15:00Z,2020-01-28T23:45:57Z,2020-01-29T02:38:00Z
TAY4123,FGIXC,NA,B733,TAY,LFPG,LFBO,2020-01-29T00:15:00Z,2020-01-29T00:27:00Z,2020-01-29T01:35:50Z
PGT657,TCAZP,NA,B738,PGT,ORBI,LTFJ,2020-01-29T00:15:00Z,2020-01-29T00:02:59Z,2020-01-29T03:05:00Z
THY4LE,TCJVD,NA,B738,THY,DIAP,LTFM,2020-01-29T00:15:00Z,2020-01-29T00:30:04Z,2020-01-29T07:07:00Z
DLH471,DABVR,3C4AD2,B744,DLH,CYYZ,EDDF,2020-01-29T00:15:00Z,2020-01-29T00:24:00Z,2020-01-29T07:28:43Z
ANZ2,ZKOKQ,C81E22,B77W,ANZ,KLAX,EGLL,2020-01-29T00:15:00Z,2020-01-29T00:34:26Z,2020-01-29T10:33:23Z
NHX12,OONHM,NA,AS65,ZZZ,EHTP,EHTP,2020-01-29T00:15:00Z,2020-01-29T00:15:00Z,2020-01-29T01:16:00Z
MLD832,ERAXR,504E55,A321,MLD,EIDW,LUKK,2020-01-29T00:20:00Z,2020-01-29T00:06:18Z,2020-01-29T03:30:00Z
SWN502,SEKXP,4AAF10,ATP,SWN,EGNX,EGAA,2020-01-29T00:20:00Z,2020-01-29T00:11:00Z,2020-01-29T01:25:17Z
NPT4817,GNPTD,4076E0,B738,NPT,EBLG,EDDV,2020-01-29T00:20:00Z,2020-01-29T00:20:00Z,2020-01-29T01:21:33Z
FDB916,A6FEM,8963AF,B738,FDB,URML,OMDB,2020-01-29T00:20:00Z,2020-01-29T00:20:00Z,2020-01-29T03:16:45Z
FTL922,ECGJM,342445,SW4,FTL,LKMT,EGBB,2020-01-29T00:20:00Z,2020-01-29T00:32:00Z,2020-01-29T04:41:52Z
MNB252,TCMCC,4BB463,A306,MNB,LFPG,EGGW,2020-01-29T00:20:00Z,2020-01-29T00:23:00Z,2020-01-29T01:23:36Z
PGT667,TCNBI,NA,A20N,PGT,ORMM,LTFJ,2020-01-29T00:20:00Z,2020-01-28T23:50:00Z,2020-01-29T03:31:00Z
PGT871,TCCPD,NA,B738,PGT,OOMS,LTFJ,2020-01-29T00:20:00Z,2020-01-29T00:15:19Z,2020-01-29T05:31:00Z
CRL925,FHSUN,39CA8D,B744,CRL,TFFF,LFPO,2020-01-29T00:20:00Z,2020-01-29T00:47:00Z,2020-01-29T08:21:48Z
SVA923,HZAK71,710100,B77L,SVA,OEJN,EHBK,2020-01-29T00:20:00Z,2020-01-29T00:30:00Z,2020-01-29T06:41:51Z
SVR821,VPBJV,4242F6,A319,SVR,USSS,LKPR,2020-01-29T00:20:00Z,2020-01-29T00:13:00Z,2020-01-29T04:47:05Z
LOT22,SPLSB,48AE21,B789,LOT,KLAX,EPWA,2020-01-29T00:20:00Z,2020-01-29T00:21:00Z,2020-01-29T11:19:43Z
UAL81,N658UA,A8AC35,B763,UAL,KEWR,EGCC,2020-01-29T00:20:00Z,2020-01-29T00:42:00Z,2020-01-29T07:02:13Z
BAW282,GCIVH,4005E3,B744,BAW,KLAX,EGLL,2020-01-29T00:20:00Z,2020-01-29T00:33:55Z,2020-01-29T10:35:26Z
ETH407,ETAVE,04014E,A359,ETH,OLBA,HAAB,2020-01-29T00:20:00Z,2020-01-29T00:03:49Z,2020-01-29T03:58:36Z
NPT5629,GJMCM,NA,B733,NPT,LFPG,LFBO,2020-01-29T00:25:00Z,2020-01-29T00:17:00Z,2020-01-29T01:31:12Z
NPT5745,GJMCJ,NA,B734,NPT,LFPG,LFMT,2020-01-29T00:25:00Z,2020-01-29T00:26:00Z,2020-01-29T01:41:03Z
LWA101,5AWLC,01808F,A319,ZZZ,LTFM,HLMS,2020-01-29T00:25:00Z,2020-01-29T00:07:00Z,2020-01-29T03:42:09Z
MSA95S,SPSPC,NA,AT72,MSA,LIPO,LICA,2020-01-29T00:25:00Z,2020-01-29T00:48:00Z,2020-01-29T02:49:43Z
FPO843T,FGIXT,NA,B733,FPO,LFPG,LFLL,2020-01-29T00:25:00Z,2020-01-29T00:19:00Z,2020-01-29T01:14:26Z
QTR1463,A7BCC,06A0A7,B788,QTR,OTHH,GMMX,2020-01-29T00:25:00Z,2020-01-29T00:27:00Z,2020-01-29T08:38:24Z
ACA832,CFSBV,C02FB8,B789,ACA,CYUL,EBBR,2020-01-29T00:25:00Z,2020-01-29T00:28:36Z,2020-01-29T06:41:37Z
TAP088,CSTUI,4952A9,A339,TAP,SBGR,LPPT,2020-01-29T00:25:00Z,2020-01-29T00:36:00Z,2020-01-29T09:39:42Z
AFL103,VQBIL,424403,B77W,AFL,KJFK,UUEE,2020-01-29T00:25:00Z,2020-01-29T00:06:00Z,2020-01-29T09:05:02Z
BAW61T,GYMMC,4007EE,B772,BAW,KTPA,EGKK,2020-01-29T00:25:00Z,2020-01-29T00:27:00Z,2020-01-29T08:20:35Z
BAW176A,GVIIS,4006C4,B772,BAW,KJFK,EGLL,2020-01-29T00:25:00Z,2020-01-28T23:56:00Z,2020-01-29T06:38:48Z
AAL174,N755AN,AA2CA9,B772,AAL,KRDU,EGLL,2020-01-29T00:25:00Z,2020-01-29T00:18:00Z,2020-01-29T07:20:09Z
NPT12B,GCKUZ,407504,B734,NPT,EGNX,EGPH,2020-01-29T00:30:00Z,2020-01-29T00:40:00Z,2020-01-29T01:33:19Z
AEG402,ESLSH,5110C8,SF34,AEG,ESGJ,EKBI,2020-01-29T00:30:00Z,2020-01-29T00:20:00Z,2020-01-29T01:26:43Z
NRS18U,GCKOF,40742E,B789,NRS,KJFK,EGKK,2020-01-29T00:30:00Z,2020-01-29T00:02:00Z,2020-01-29T06:32:42Z
KLM676,PHAOD,484443,A332,KLM,CYEG,EHAM,2020-01-29T00:30:00Z,2020-01-29T00:25:00Z,2020-01-29T08:30:50Z
THY159,TCLOK,4BB1EB,A333,THY,OEJN,LTFJ,2020-01-29T00:30:00Z,2020-01-29T00:40:00Z,2020-01-29T04:45:00Z
ABR1551,EISTM,4CA8AD,B734,ABR,EGNX,EDDP,2020-01-29T00:30:00Z,2020-01-29T00:24:00Z,2020-01-29T01:58:30Z
AFR651,FGSQO,394A0E,B77W,AFR,MMUN,LFPG,2020-01-29T00:30:00Z,2020-01-29T01:05:41Z,2020-01-29T09:47:37Z
DAL72,N810NW,AB0A9D,A333,DAL,KATL,EHAM,2020-01-29T00:30:00Z,2020-01-29T00:57:00Z,2020-01-29T08:52:54Z
DJT101,FHBUZ,398699,A21N,DJT,KEWR,LFPO,2020-01-29T00:30:00Z,2020-01-29T00:19:00Z,2020-01-29T07:36:41Z
QTR726,A7BEL,06A2B0,B77W,QTR,KORD,OTHH,2020-01-29T00:30:00Z,2020-01-29T00:26:00Z,2020-01-29T13:15:23Z
BNO3A,LNBSJ,NA,BE20,ZZZ,ENTC,ENAT,2020-01-29T00:30:00Z,2020-01-29T00:16:49Z,2020-01-29T00:59:02Z
DAL140,N843MH,AB8C19,B764,DAL,KJFK,EBBR,2020-01-29T00:30:00Z,2020-01-29T00:13:00Z,2020-01-29T07:17:48Z
IBE2601,ECMOY,345319,A332,IBE,LEBL,SAEZ,2020-01-29T00:30:00Z,2020-01-29T00:24:00Z,2020-01-29T13:49:33Z
BAW66V,GCIVV,4006AC,B744,BAW,KPHL,EGLL,2020-01-29T00:30:00Z,2020-01-29T00:16:00Z,2020-01-29T06:49:29Z
DAL216,N16065,A0F4F6,B763,DAL,KJFK,GOBD,2020-01-29T00:32:00Z,2020-01-29T00:31:00Z,2020-01-29T07:46:27Z
DAL48,N182DN,A14872,B763,DAL,KJFK,EHAM,2020-01-29T00:33:00Z,2020-01-29T00:23:00Z,2020-01-29T07:20:28Z
AFL1844,VQBSE,424590,A320,AFL,UUEE,LUKK,2020-01-29T00:35:00Z,2020-01-29T00:42:00Z,2020-01-29T03:43:13Z
AUI392,URPSI,5082E6,B739,AUI,UGTB,UKBB,2020-01-29T00:35:00Z,2020-01-29T00:18:00Z,2020-01-29T03:01:26Z
BCS120,DALEN,3C70AE,B752,BCS,EDDP,EBBR,2020-01-29T00:35:00Z,2020-01-29T00:45:00Z,2020-01-29T01:59:36Z
PGT1B,TCCPV,4B8E16,B738,PGT,HEGN,LTFJ,2020-01-29T00:35:00Z,2020-01-29T00:21:00Z,2020-01-29T03:19:00Z
FPO701,FGZTJ,NA,B734,FPO,LFPG,LFML,2020-01-29T00:35:00Z,2020-01-29T00:29:00Z,2020-01-29T01:49:15Z
RCH413,70032B,AE057D,C5M,RCH,KDOV,ETAR,2020-01-29T00:35:00Z,2020-01-29T00:55:00Z,2020-01-29T08:22:51Z
THY712,TCJOB,4BA9E2,A333,THY,LTFM,VGHS,2020-01-29T00:35:00Z,2020-01-29T00:12:00Z,2020-01-29T07:16:00Z
CKS2542,N709CK,A97639,B744,CKS,KCVG,OBBI,2020-01-29T00:35:00Z,2020-01-29T00:33:54Z,2020-01-29T12:45:22Z
THY6469,N403KZ,A4B8BF,B744,THY,HECA,LTBA,2020-01-29T00:35:00Z,2020-01-29T00:57:29Z,2020-01-29T03:05:00Z
AEA039,ECLQP,NA,A332,AEA,LEMD,SEQM,2020-01-29T00:35:00Z,2020-01-29T00:43:00Z,2020-01-29T12:13:00Z
DLH447,DABTL,3C4A8C,B744,DLH,KDEN,EDDF,2020-01-29T00:35:00Z,2020-01-29T00:55:46Z,2020-01-29T09:47:43Z
THY8DM,TCLOD,4BB1E4,A333,THY,OJAI,LTFM,2020-01-29T00:35:00Z,2020-01-29T00:29:09Z,2020-01-29T02:36:00Z
DAL258,N804NW,AAF1FA,A333,DAL,KBOS,EHAM,2020-01-29T00:35:00Z,2020-01-29T00:34:48Z,2020-01-29T06:49:57Z
UAL23,N12006,A05629,B78X,UAL,KEWR,EIDW,2020-01-29T00:35:00Z,2020-01-29T00:36:00Z,2020-01-29T06:32:33Z
AAL38,N725AN,A9B62C,B77W,AAL,KMIA,EGLL,2020-01-29T00:35:00Z,2020-01-29T00:28:00Z,2020-01-29T08:30:54Z
AVA046,N783AV,AA9BBF,B788,AVA,SKBO,LEMD,2020-01-29T00:37:00Z,2020-01-29T00:45:57Z,2020-01-29T09:49:27Z
DAL30,N829MH,AB5365,B764,DAL,KATL,EGLL,2020-01-29T00:38:00Z,2020-01-29T00:40:00Z,2020-01-29T08:29:07Z
DLH693,DAIZW,3C6757,A320,DLH,OJAI,EDDF,2020-01-29T00:40:00Z,2020-01-29T00:57:00Z,2020-01-29T05:47:11Z
MSA61P,OYYAB,NA,AT72,MSA,LIPO,LICJ,2020-01-29T00:40:00Z,2020-01-29T00:31:00Z,2020-01-29T02:20:17Z
SWT042,ECHCF,NA,E120,SWT,ENBR,ENZV,2020-01-29T00:40:00Z,2020-01-29T00:42:00Z,2020-01-29T01:15:06Z
BRU738,EW438PA,NA,B738,BRU,UGSB,UMMS,2020-01-29T00:40:00Z,2020-01-29T00:27:00Z,2020-01-29T03:12:00Z
PGT393,TCCPN,NA,B738,PGT,URMM,LTFJ,2020-01-29T00:40:00Z,2020-01-29T00:57:00Z,2020-01-29T03:09:00Z
GEC8255,DALCB,3C7062,MD11,GEC,GOBD,EDDF,2020-01-29T00:40:00Z,2020-01-29T00:24:51Z,2020-01-29T06:08:51Z
ABR1624,EISTJ,4CA7F9,B734,ABR,LIMC,EGMC,2020-01-29T00:40:00Z,2020-01-29T00:26:00Z,2020-01-29T02:25:35Z
EWG1275,DAXGA,3C15BD,A332,EWG,KLAS,EDDF,2020-01-29T00:40:00Z,2020-01-29T01:04:00Z,2020-01-29T11:09:24Z
UTN4435,URAZF,508421,B738,UTN,UKBB,HESH,2020-01-29T00:40:00Z,2020-01-29T00:43:35Z,2020-01-29T04:28:19Z
BAW2236,GYMMD,4007EF,B772,BAW,MROC,EGKK,2020-01-29T00:40:00Z,2020-01-29T01:37:45Z,2020-01-29T11:08:59Z
MSR953,SUGEV,0101DF,B789,MSR,HECA,ZSHC,2020-01-29T00:40:00Z,2020-01-29T00:30:52Z,2020-01-29T10:47:00Z
SIA51,9VSMK,76CDAB,A359,SIA,KIAH,EGCC,2020-01-29T00:40:00Z,2020-01-29T00:55:28Z,2020-01-29T08:56:42Z
FDX5392,N891FD,AC498C,B77L,FDX,RJAA,LFPG,2020-01-29T00:40:00Z,2020-01-29T00:47:00Z,2020-01-29T15:55:10Z
DAL106,N825MH,AB4489,B764,DAL,KJFK,EDDF,2020-01-29T00:43:00Z,2020-01-29T00:41:00Z,2020-01-29T07:54:55Z
IMX358,HBALQ,4B012E,AT72,IMX,EGBB,EIDW,2020-01-29T00:45:00Z,2020-01-29T00:25:00Z,2020-01-29T01:37:10Z
SWN8007,SEMAJ,4AB42A,ATP,SWN,ESGJ,ENGM,2020-01-29T00:45:00Z,2020-01-29T00:29:00Z,2020-01-29T01:21:18Z
DLH613,DAIUK,3C66AB,A320,DLH,UBBB,EDDF,2020-01-29T00:45:00Z,2020-01-29T00:42:00Z,2020-01-29T06:05:48Z
BCS25C,DALEP,3C70B0,B752,BCS,EBBR,EDDP,2020-01-29T00:45:00Z,2020-01-29T00:43:00Z,2020-01-29T01:55:16Z
SWR65,HBJND,4B1919,B77W,SWR,KMIA,LSZH,2020-01-29T00:45:00Z,2020-01-29T00:54:00Z,2020-01-29T09:06:13Z
GMA660B,GSASC,400DC2,BE20,GMA,EGPH,EGPF,2020-01-29T00:45:00Z,2020-01-29T00:55:00Z,2020-01-29T01:17:49Z
FWI27H,FOFDF,3A1465,A332,FWI,TNCM,LFPO,2020-01-29T00:45:00Z,2020-01-29T01:00:30Z,2020-01-29T08:32:57Z
UAE41P,A6EOC,89639C,A388,UAE,KSFO,OMDB,2020-01-29T00:45:00Z,2020-01-29T01:02:00Z,2020-01-29T16:13:11Z
UTN4433,URAZC,5083E3,B763,UTN,UKBB,HESH,2020-01-29T00:45:00Z,2020-01-29T00:48:00Z,2020-01-29T04:38:15Z
KAR278,VPBZJ,4243AB,E190,KAR,UDYZ,UUEE,2020-01-29T00:45:00Z,2020-01-29T00:50:00Z,2020-01-29T03:38:00Z
UAL960,N16008,A0F427,B78X,UAL,KEWR,EDDF,2020-01-29T00:45:00Z,2020-01-29T00:54:00Z,2020-01-29T07:48:26Z
LOT92,SPLSC,48AE22,B789,LOT,ZBAA,EPWA,2020-01-29T00:45:00Z,2020-01-29T00:51:00Z,2020-01-29T10:04:33Z
DAL408,N826MH,AB4840,B764,DAL,KJFK,LSZH,2020-01-29T00:45:00Z,2020-01-29T00:27:00Z,2020-01-29T07:53:30Z
GMA659C,GGMAE,4073E0,BE20,GMA,EGPO,EGPD,2020-01-29T00:45:00Z,2020-01-29T00:28:00Z,2020-01-29T01:12:46Z
DAL444,N830NW,AB599B,A333,DAL,KJFK,LIRF,2020-01-29T00:45:00Z,2020-01-29T00:36:00Z,2020-01-29T08:33:31Z
AMX001,N183AM,A14BDD,B789,AMX,MMMX,LEMD,2020-01-29T00:45:00Z,2020-01-29T01:40:32Z,2020-01-29T11:03:44Z
AFP08,17402,NA,FA50,AFP,LGIR,LPPT,2020-01-29T00:50:00Z,2020-01-29T01:11:00Z,2020-01-29T05:36:35Z
SXD5UG,DASXJ,3C0A4C,B738,SXD,LTAF,EDDL,2020-01-29T00:50:00Z,2020-01-29T01:03:00Z,2020-01-29T05:14:19Z
BLX580F,GTUID,4067F8,B788,BLX,EFHK,ESSA,2020-01-29T00:50:00Z,2020-01-29T00:49:00Z,2020-01-29T01:43:05Z
PGT1801,TCCPG,4B8E07,B738,PGT,OJAI,LTAI,2020-01-29T00:50:00Z,2020-01-29T00:42:00Z,2020-01-29T02:07:00Z
PGT513,TCNCB,NA,A20N,PGT,OIIE,LTFJ,2020-01-29T00:50:00Z,2020-01-29T00:35:00Z,2020-01-29T03:50:00Z
THY8JT,TCJLZ,NA,A319,THY,LTAI,LTFM,2020-01-29T00:50:00Z,2020-01-29T00:34:00Z,2020-01-29T01:56:00Z
ABW281,VQBFE,4243FE,B748,ABW,UUEE,EDDF,2020-01-29T00:50:00Z,2020-01-29T01:41:00Z,2020-01-29T04:45:20Z
ACA864,CGHKX,C05840,A333,ACA,CYUL,EGLL,2020-01-29T00:50:00Z,2020-01-29T00:47:44Z,2020-01-29T06:59:56Z
ACA844,CFIUV,C0173E,B77W,ACA,CYYC,EDDF,2020-01-29T00:50:00Z,2020-01-29T01:45:00Z,2020-01-29T10:08:55Z
AFR705,FGSPI,3949E8,B772,AFR,DIAP,LFPG,2020-01-29T00:50:00Z,2020-01-29T00:27:00Z,2020-01-29T06:47:08Z
BAW8VA,GVIIU,400772,B772,BAW,TLPL,EGKK,2020-01-29T00:50:00Z,2020-01-29T00:42:47Z,2020-01-29T08:17:55Z
AFL1967,VPBKC,424118,A320,AFL,UDYZ,UUEE,2020-01-29T00:55:00Z,2020-01-29T00:38:00Z,2020-01-29T03:26:00Z
